Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Jokin Ezkieta,es ESP,GK,27-309,42,3780.0,90.0,100.0,42.0,42,90.0,42,0,0.0,0,1.52,63.0,55.0,8.0,0.19,0.0,60.8,54.2,6.7,0.16,0.0,Matches
Iñigo Vicente,es ESP,"FW,MF",26-167,40,3473.0,87.0,91.9,38.6,39,88.0,27,1,45.0,1,1.53,61.0,50.0,11.0,0.29,1.16,57.7,50.0,7.7,0.2,0.51,Matches
Peque,es ESP,"MF,FW",21-261,40,2834.0,71.0,75.0,31.5,34,78.0,12,6,31.0,1,1.53,50.0,43.0,7.0,0.22,0.13,46.4,38.5,7.9,0.25,0.37,Matches
Arana,es ESP,FW,24-134,37,2455.0,66.0,64.9,27.3,33,70.0,3,4,32.0,0,1.62,43.0,35.0,8.0,0.29,0.29,37.6,31.7,5.9,0.22,0.17,Matches
Germán Sánchez,es ESP,DF,37-192,33,2733.0,83.0,72.3,30.4,32,85.0,26,1,7.0,8,1.58,47.0,44.0,3.0,0.1,-0.33,42.3,39.4,2.9,0.09,-0.23,Matches
Aldasoro,es ESP,MF,25-016,40,2889.0,72.0,76.4,32.1,31,86.0,16,9,26.0,0,1.5,45.0,39.0,6.0,0.19,-0.02,45.0,40.2,4.8,0.15,-0.04,Matches
Íñigo Sainz Maza,es ESP,MF,26-005,35,2295.0,66.0,60.7,25.5,28,78.0,13,7,18.0,4,1.71,42.0,29.0,13.0,0.51,0.81,37.6,30.7,6.9,0.27,0.28,Matches
Saúl García,es ESP,DF,29-225,32,2421.0,76.0,64.0,26.9,26,86.0,21,6,30.0,9,1.78,43.0,34.0,9.0,0.33,0.4,38.6,33.9,4.7,0.18,0.05,Matches
Mantilla,es ESP,DF,24-043,23,2070.0,90.0,54.8,23.0,23,90.0,23,0,0.0,3,1.74,44.0,32.0,12.0,0.52,0.73,35.3,28.9,6.4,0.28,0.27,Matches
Rubén González,es ESP,DF,29-288,25,1945.0,78.0,51.5,21.6,22,85.0,16,3,27.0,14,1.64,29.0,23.0,6.0,0.28,0.18,29.8,25.4,4.4,0.2,0.09,Matches
Iván Morante,es ESP,MF,23-158,34,1844.0,54.0,48.8,20.5,20,78.0,5,14,21.0,6,1.5,25.0,24.0,1.0,0.05,-0.28,26.1,27.0,-0.9,-0.04,-0.4,Matches
Dani Fernandez,es ESP,DF,27-052,22,1614.0,73.0,42.7,17.9,19,82.0,10,3,19.0,8,1.27,23.0,26.0,-3.0,-0.17,-0.62,20.9,25.0,-4.1,-0.23,-0.68,Matches
Manu Hernando,es ESP,DF,25-338,18,1618.0,90.0,42.8,18.0,18,90.0,17,0,0.0,0,1.72,26.0,19.0,7.0,0.39,0.35,27.3,21.0,6.3,0.35,0.33,Matches
Mario García,es ESP,DF,20-263,21,1328.0,63.0,35.1,14.8,15,82.0,12,6,16.0,17,1.14,20.0,21.0,-1.0,-0.07,-0.4,21.9,19.8,2.2,0.15,-0.02,Matches
Andrés Martín,es ESP,"FW,MF",24-346,23,1303.0,57.0,34.5,14.5,15,73.0,5,8,27.0,2,1.48,24.0,23.0,1.0,0.07,-0.19,21.3,23.5,-2.2,-0.15,-0.48,Matches
Lago Junior,ci CIV,"FW,MF",33-173,27,1114.0,41.0,29.5,12.4,13,60.0,0,14,24.0,9,1.48,17.0,12.0,5.0,0.4,0.3,14.3,15.4,-1.1,-0.09,-0.36,Matches
Marco Sangalli,es ESP,"DF,FW",32-135,36,1357.0,38.0,35.9,15.1,12,75.0,4,24,19.0,3,1.42,23.0,23.0,0.0,0.0,-0.3,27.5,21.9,5.6,0.37,0.33,Matches
Jordi Mboula,es ESP,"FW,MF",25-097,18,1139.0,63.0,30.1,12.7,12,75.0,2,6,40.0,0,1.72,15.0,13.0,2.0,0.16,-0.05,15.5,11.7,3.7,0.3,0.2,Matches
Clément Grenier,fr FRA,"MF,FW",33-166,24,782.0,33.0,20.7,8.7,9,69.0,2,15,11.0,3,1.67,16.0,19.0,-3.0,-0.35,-0.68,15.3,13.9,1.4,0.16,0.0,Matches
Ekain Zenitagoia,es ESP,FW,30-172,32,989.0,31.0,26.2,11.0,8,64.0,0,24,20.0,10,1.59,18.0,11.0,7.0,0.64,0.6,19.1,15.2,3.9,0.36,0.27,Matches
Pol Moreno,es ESP,DF,30-043,16,780.0,49.0,20.6,8.7,8,89.0,7,8,9.0,26,1.63,9.0,12.0,-3.0,-0.35,-0.68,11.7,11.5,0.2,0.02,-0.17,Matches
Roko Baturina,hr CRO,FW,24-001,12,242.0,20.0,6.4,2.7,1,70.0,0,11,16.0,8,1.17,5.0,8.0,-3.0,-1.12,-1.4,3.9,6.5,-2.6,-0.95,-1.18,Matches
Yeray Cabanzón,es ESP,"FW,MF",21-038,9,211.0,23.0,5.6,2.3,1,45.0,0,8,21.0,15,1.33,1.0,2.0,-1.0,-0.43,-0.65,3.0,2.7,0.3,0.13,-0.03,Matches
Juan Gutierrez,es ESP,DF,24-145,3,111.0,37.0,2.9,1.2,1,90.0,1,2,11.0,34,2.33,2.0,1.0,1.0,0.81,0.64,2.0,1.4,0.5,0.45,0.3,Matches
Jeremy Arévalo,es ESP,"FW,MF",19-094,12,141.0,12.0,3.7,1.6,0,0.0,0,12,12.0,14,0.75,1.0,4.0,-3.0,-1.91,-2.19,5.1,3.9,1.2,0.76,0.62,Matches
Cedric Omoigui,ng NGA,FW,29-223,2,21.0,11.0,0.6,0.2,0,0.0,0,2,11.0,0,1.5,0.0,0.0,0.0,0.0,-0.19,0.6,0.4,0.2,0.97,0.81,Matches
