Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Jokin Ezkieta,es ESP,GK,27-309,42.0,1162,1031,1156,6,1,1,1162,0,0,0.0,0,0.0,470,2852,2004,0,0,0,1,0,255,0,Matches
Iñigo Vicente,es ESP,"FW,MF",26-167,38.6,2787,9,292,1396,1145,116,2787,172,90,52.3,75,43.6,1642,8410,4487,125,91,49,98,67,2007,235,Matches
Peque,es ESP,"MF,FW",21-261,31.5,1468,20,157,734,605,134,1459,138,79,57.2,51,37.0,891,4448,1922,49,50,17,93,58,1059,174,Matches
Arana,es ESP,FW,24-134,27.3,574,26,48,184,347,149,574,73,21,28.8,44,60.3,346,1769,835,33,12,23,73,26,389,146,Matches
Germán Sánchez,es ESP,DF,37-192,30.4,1500,282,904,574,35,24,1500,0,0,0.0,0,0.0,689,3485,1796,9,0,0,7,0,782,1,Matches
Aldasoro,es ESP,MF,25-016,32.1,1790,125,482,984,344,28,1790,49,23,46.9,22,44.9,889,4485,2350,44,25,5,55,34,1060,50,Matches
Íñigo Sainz Maza,es ESP,MF,26-005,25.5,1134,70,321,656,179,14,1134,32,19,59.4,9,28.1,574,3349,1722,40,27,5,43,20,642,36,Matches
Saúl García,es ESP,DF,29-225,26.9,1754,100,626,644,503,19,1754,28,13,46.4,12,42.9,747,3389,1376,34,28,5,23,10,884,173,Matches
Mantilla,es ESP,DF,24-043,23.0,1194,115,506,489,205,36,1194,15,6,40.0,9,60.0,472,1740,791,15,14,4,15,2,552,53,Matches
Rubén González,es ESP,DF,29-288,21.6,955,176,564,374,25,17,955,0,0,0.0,0,0.0,402,2021,1107,4,2,0,9,4,461,2,Matches
Iván Morante,es ESP,MF,23-158,20.5,1419,96,371,793,263,19,1419,19,7,36.8,8,42.1,780,3337,1633,23,12,2,18,7,975,31,Matches
Dani Fernandez,es ESP,DF,27-052,17.9,936,63,294,375,273,29,936,34,18,52.9,13,38.2,394,1905,895,20,20,4,28,13,446,66,Matches
Manu Hernando,es ESP,DF,25-338,18.0,920,170,573,334,18,12,920,4,3,75.0,1,25.0,423,2427,1490,11,3,0,10,1,489,2,Matches
Mario García,es ESP,DF,20-263,14.8,820,53,267,328,229,17,820,32,16,50.0,12,37.5,339,1681,810,21,20,2,24,7,372,66,Matches
Andrés Martín,es ESP,"FW,MF",24-346,14.5,697,11,80,295,332,72,697,54,25,46.3,27,50.0,420,2072,948,30,28,7,54,38,462,120,Matches
Lago Junior,ci CIV,"FW,MF",33-173,12.4,480,9,59,179,246,62,480,37,13,35.1,20,54.1,260,1501,683,28,13,12,51,19,311,102,Matches
Marco Sangalli,es ESP,"DF,FW",32-135,15.1,863,29,197,387,284,42,863,19,12,63.2,6,31.6,446,2592,1042,27,21,4,28,14,507,77,Matches
Jordi Mboula,es ESP,"FW,MF",25-097,12.7,475,11,87,174,220,43,475,49,21,42.9,27,55.1,268,1825,834,30,15,18,27,15,330,81,Matches
Clément Grenier,fr FRA,"MF,FW",33-166,8.7,708,39,154,398,165,4,708,15,7,46.7,6,40.0,381,1731,904,11,13,1,16,11,466,20,Matches
Ekain Zenitagoia,es ESP,FW,30-172,11.0,342,20,50,144,148,44,342,29,12,41.4,14,48.3,196,782,296,10,7,4,43,15,234,61,Matches
Pol Moreno,es ESP,DF,30-043,8.7,442,80,264,165,17,11,442,1,1,100.0,0,0.0,216,1049,626,4,1,1,2,0,230,0,Matches
Roko Baturina,hr CRO,FW,24-001,2.7,59,2,4,27,28,9,59,2,1,50.0,1,50.0,40,133,28,0,1,0,8,3,51,9,Matches
Yeray Cabanzón,es ESP,"FW,MF",21-038,2.3,158,1,20,74,66,11,158,14,7,50.0,7,50.0,89,587,250,3,6,1,7,6,95,19,Matches
Juan Gutierrez,es ESP,DF,24-145,1.2,63,7,34,21,9,0,63,1,1,100.0,0,0.0,24,144,71,1,1,0,0,0,29,2,Matches
Jeremy Arévalo,es ESP,"FW,MF",19-094,1.6,83,0,8,34,42,14,83,9,6,66.7,2,22.2,56,302,138,7,1,5,4,3,66,17,Matches
Cedric Omoigui,ng NGA,FW,29-223,0.2,6,0,0,5,1,1,6,0,0,0.0,0,0.0,2,4,4,0,0,0,2,0,5,1,Matches
Jorge Pombo,es ESP,MF,30-120,0.2,21,0,4,11,7,0,21,3,1,33.3,2,66.7,15,39,14,0,1,0,3,0,19,2,Matches
Diego Campo,es ESP,MF,22-218,0.1,10,0,3,5,2,0,10,0,0,0.0,0,0.0,4,10,1,0,0,0,3,1,4,0,Matches
Álvaro Santamaría,es ESP,MF,22-227,0.1,7,0,0,4,3,1,7,1,0,0.0,1,100.0,2,1,0,0,0,0,1,0,3,1,Matches
Matheus Aiás,br BRA,MF,27-173,0.1,5,0,1,3,2,0,5,0,0,0.0,0,0.0,3,13,0,0,0,0,0,0,3,1,Matches
Squad Total,0,0,27.2,42.0,22832,2545,7526,9797,5744,929,22823,830,402,48.4,369,44.5,11480,58083,29057,579,412,169,746,374,13188,1548,0
Opponent Total,0,0,27.7,42.0,24874,2385,7364,11603,6142,929,24870,802,398,49.6,327,40.8,12935,69276,35722,745,567,166,702,350,15136,1681,0
