Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Jokin Ezkieta,es ESP,GK,27-309,42.0,1048,560,486,116,0,0,0,0,0,0,0,0,766,2,1,Matches
Iñigo Vicente,es ESP,"FW,MF",26-167,38.6,2324,2025,267,125,41,9,157,40,96,39,18,0,1640,32,89,Matches
Peque,es ESP,"MF,FW",21-261,31.5,1050,993,48,2,13,1,4,0,0,0,0,0,818,9,39,Matches
Arana,es ESP,FW,24-134,27.3,232,215,15,0,3,1,4,0,0,0,0,0,156,2,9,Matches
Germán Sánchez,es ESP,DF,37-192,30.4,1184,1076,104,96,0,5,0,1,0,0,0,0,893,4,3,Matches
Aldasoro,es ESP,MF,25-016,32.1,1359,1327,29,22,1,1,3,4,0,0,0,0,1100,3,24,Matches
Íñigo Sainz Maza,es ESP,MF,26-005,25.5,863,844,19,17,1,2,16,1,0,0,0,0,716,0,26,Matches
Saúl García,es ESP,DF,29-225,26.9,1466,1126,336,30,1,4,118,278,28,12,6,0,1049,4,46,Matches
Mantilla,es ESP,DF,24-043,23.0,961,795,164,19,0,1,16,145,0,0,0,0,688,2,33,Matches
Rubén González,es ESP,DF,29-288,21.6,733,651,81,72,0,2,0,2,0,0,0,0,568,1,2,Matches
Iván Morante,es ESP,MF,23-158,20.5,1247,1166,73,34,5,1,51,0,39,15,12,0,999,8,22,Matches
Dani Fernandez,es ESP,DF,27-052,17.9,738,526,209,15,1,1,27,188,4,2,0,0,553,3,31,Matches
Manu Hernando,es ESP,DF,25-338,18.0,716,665,50,49,0,0,0,1,0,0,0,0,592,1,5,Matches
Mario García,es ESP,DF,20-263,14.8,638,457,180,10,0,0,66,155,15,10,0,0,427,1,25,Matches
Andrés Martín,es ESP,"FW,MF",24-346,14.5,449,429,19,7,7,1,25,2,6,1,0,0,303,1,35,Matches
Lago Junior,ci CIV,"FW,MF",33-173,12.4,291,285,6,0,1,0,16,0,0,0,0,0,202,0,11,Matches
Marco Sangalli,es ESP,"DF,FW",32-135,15.1,690,603,85,11,0,2,22,64,8,0,1,1,561,2,14,Matches
Jordi Mboula,es ESP,"FW,MF",25-097,12.7,323,307,16,2,2,0,37,2,11,2,2,0,230,0,13,Matches
Clément Grenier,fr FRA,"MF,FW",33-166,8.7,598,544,50,25,3,0,25,2,16,5,8,0,441,4,12,Matches
Ekain Zenitagoia,es ESP,FW,30-172,11.0,183,179,4,1,1,0,2,0,0,0,0,0,117,0,8,Matches
Pol Moreno,es ESP,DF,30-043,8.7,345,324,21,20,0,1,0,1,0,0,0,0,274,0,0,Matches
Roko Baturina,hr CRO,FW,24-001,2.7,39,35,4,0,0,0,2,0,0,0,0,0,24,0,1,Matches
Yeray Cabanzón,es ESP,"FW,MF",21-038,2.3,103,93,10,5,0,4,9,0,5,3,0,0,80,0,4,Matches
Juan Gutierrez,es ESP,DF,24-145,1.2,52,42,10,0,0,0,2,10,0,0,0,0,36,0,1,Matches
Jeremy Arévalo,es ESP,"FW,MF",19-094,1.6,62,61,1,0,0,0,0,0,0,0,0,0,51,0,2,Matches
Cedric Omoigui,ng NGA,FW,29-223,0.2,4,4,0,0,0,1,0,0,0,0,0,0,2,0,1,Matches
Jorge Pombo,es ESP,MF,30-120,0.2,14,14,0,0,0,0,0,0,0,0,0,0,11,0,0,Matches
Diego Campo,es ESP,MF,22-218,0.1,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
Álvaro Santamaría,es ESP,MF,22-227,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
Matheus Aiás,br BRA,MF,27-173,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,1,Matches
Squad Total,0,0,27.2,42.0,17727,15361,2287,678,80,37,602,896,228,89,47,1,13309,79,458,0
Opponent Total,0,0,27.7,42.0,19938,17599,2249,632,38,182,945,969,216,77,80,0,15281,90,415,0
