Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Jokin Ezkieta,es ESP,GK,27-309,42,42,3780,42.0,55,1.31,187,134,72.7,18,10,14,12,28.6,4,4,0,0,0.0,Matches
Squad Total,0,0,27.2,42,42,3780,42.0,55,1.31,187,134,72.7,18,10,14,12,28.6,4,4,0,0,0.0,0
Opponent Total,0,0,27.7,42,42,3780,42.0,63,1.5,196,133,71.9,14,10,18,11,26.2,9,8,1,0,11.1,0
