Player,Nation,Pos,Age,MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches
Bastos,ao ANG,DF,33-085,10,10,846.0,9.4,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,5.0,35.0,1.0,0.21,0.0,0.21,0.21,0.21,0.06,0.0,0.06,0.06,0.06,Matches
Júnior Santos,br BRA,FW,29-253,10,9,788.0,8.8,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,3.2,3.2,0.8,4.1,27.0,20.0,74.0,0.34,0.11,0.46,0.34,0.46,0.37,0.1,0.46,0.37,0.46,Matches
Lucas Halter,br BRA,DF,24-049,8,8,701.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.03,Matches
Marlon Freitas,br BRA,MF,29-085,9,8,669.0,7.4,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,1.2,1.7,12.0,69.0,12.0,0.0,0.27,0.27,0.0,0.27,0.08,0.16,0.23,0.08,0.23,Matches
Luiz Henrique,br BRA,"MF,FW",23-170,9,8,562.0,6.2,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.7,1.1,11.0,12.0,41.0,0.16,0.32,0.48,0.16,0.48,0.06,0.12,0.17,0.06,0.17,Matches
John,br BRA,GK,28-128,7,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tchê Tchê,br BRA,"MF,FW",31-295,8,6,615.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,2.4,2.6,12.0,33.0,18.0,0.0,0.0,0.0,0.0,0.0,0.04,0.35,0.39,0.04,0.39,Matches
Damián Suárez,uy URU,DF,36-054,8,6,573.0,6.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.4,0.4,6.0,15.0,27.0,0.0,0.16,0.16,0.0,0.16,0.01,0.06,0.07,0.01,0.07,Matches
Danilo Barbosa,br BRA,MF,28-113,9,6,478.0,5.3,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,0.2,1.2,6.0,22.0,5.0,0.56,0.0,0.56,0.56,0.56,0.19,0.03,0.22,0.19,0.22,Matches
Cuiabano,br BRA,DF,21-125,6,5,495.0,5.5,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.3,0.8,12.0,11.0,48.0,0.18,0.18,0.36,0.18,0.36,0.1,0.05,0.15,0.1,0.15,Matches
Gregore,br BRA,MF,30-110,9,5,445.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,1.0,28.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches
Jeffinho,br BRA,"FW,MF",24-173,6,5,324.0,3.6,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.7,1.7,0.4,2.2,6.0,9.0,22.0,0.28,0.28,0.56,0.28,0.56,0.49,0.12,0.61,0.49,0.61,Matches
Jefferson Savarino,ve VEN,"MF,FW",27-222,7,4,438.0,4.9,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.7,0.7,0.4,1.1,9.0,24.0,33.0,0.41,0.21,0.62,0.41,0.62,0.14,0.09,0.23,0.14,0.23,Matches
Hugo,br BRA,DF,22-274,6,4,363.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.8,1.1,8.0,14.0,9.0,0.0,0.25,0.25,0.0,0.25,0.07,0.2,0.27,0.07,0.27,Matches
Mateo Ponte,uy URU,DF,21-027,4,4,296.0,3.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.4,8.0,9.0,18.0,0.3,0.0,0.3,0.3,0.3,0.08,0.03,0.11,0.08,0.11,Matches
Óscar Romero,py PAR,"MF,FW",31-352,8,3,310.0,3.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.4,0.4,5.0,21.0,21.0,0.0,0.29,0.29,0.0,0.29,0.02,0.11,0.13,0.02,0.13,Matches
Tiquinho Soares,br BRA,FW,33-155,5,3,286.0,3.2,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,1.2,0.5,1.6,1.0,10.0,13.0,0.63,0.0,0.63,0.31,0.31,0.62,0.14,0.77,0.37,0.52,Matches
Gatito Fernández,py PAR,GK,36-083,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alexander Barboza,ar ARG,DF,29-096,5,2,214.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,0.1,0.2,1.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,Matches
Carlos Eduardo,br BRA,FW,34-247,4,2,185.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches
Fernando Marçal,br BRA,DF,35-122,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matheus Nascimento,br BRA,FW,20-109,1,1,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Diego Hernández,uy URU,"FW,MF",23-364,6,0,160.0,1.8,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3,0.3,1.0,7.0,8.0,0.0,1.13,1.13,0.0,1.13,0.0,0.16,0.16,0.0,0.16,Matches
Yarlen Augusto,br BRA,MF,18-121,4,0,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
Pablo,br BRA,DF,32-365,1,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fabiano,br BRA,DF,18-066,1,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jacob Montes,ni NCA,"FW,MF",25-244,1,0,19.0,0.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,1.0,4.74,0.0,4.74,4.74,4.74,0.59,0.0,0.59,0.59,0.59,Matches
Patrick de Paula,br BRA,MF,24-286,2,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches
Janderson,br BRA,FW,25-045,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kauê,br BRA,MF,19-242,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luis Segovia,ec ECU,DF,26-238,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Raul Steffens,br BRA,GK,26-328,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,28.6,10,110,900.0,10.0,17.0,13.0,30.0,16.0,1.0,1.0,31.0,1.0,12.0,11.2,9.1,20.2,143.0,380.0,375.0,1.7,1.3,3.0,1.6,2.9,1.2,0.91,2.1,1.12,2.02,0
Opponent Total,0,0,28.2,10,110,900.0,10.0,9.0,6.0,15.0,8.0,1.0,1.0,32.0,1.0,10.3,9.6,7.1,16.7,157.0,388.0,380.0,0.9,0.6,1.5,0.8,1.4,1.03,0.71,1.75,0.96,1.67,0
