Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Bastos,ao ANG,DF,33-085,9.4,480,532,90.2,8883,3224,172,179,96.1,256,270,94.8,43,70,61.4,0,0.0,0.1,0.0,1,35,0,0,35,Matches
Júnior Santos,br BRA,FW,29-253,8.8,135,189,71.4,2012,495,78,97,80.4,44,60,73.3,7,11,63.6,1,0.8,1.1,0.2,10,12,7,1,20,Matches
Lucas Halter,br BRA,DF,24-049,7.8,416,461,90.2,8239,3272,111,120,92.5,255,273,93.4,47,62,75.8,0,0.0,0.1,0.0,1,20,0,0,19,Matches
Marlon Freitas,br BRA,MF,29-085,7.4,413,472,87.5,8000,2573,152,177,85.9,191,205,93.2,62,73,84.9,2,1.2,1.1,0.8,17,62,13,2,69,Matches
Luiz Henrique,br BRA,"MF,FW",23-170,6.2,120,161,74.5,1795,392,72,83,86.7,40,45,88.9,5,9,55.6,2,0.7,0.6,1.3,6,8,4,2,12,Matches
John,br BRA,GK,28-128,7.0,221,285,77.5,5632,3944,46,47,97.9,117,117,100.0,56,118,47.5,0,0.0,0.0,0.0,0,3,0,0,0,Matches
Tchê Tchê,br BRA,"MF,FW",31-295,6.8,262,297,88.2,4689,1228,116,123,94.3,102,114,89.5,32,43,74.4,0,2.4,0.7,-2.4,10,30,2,1,33,Matches
Damián Suárez,uy URU,DF,36-054,6.4,247,309,79.9,4140,1710,130,147,88.4,90,112,80.4,24,35,68.6,1,0.4,0.4,0.6,9,20,6,5,15,Matches
Danilo Barbosa,br BRA,MF,28-113,5.3,208,251,82.9,3567,1209,95,111,85.6,97,110,88.2,12,17,70.6,0,0.2,0.2,-0.2,2,26,2,0,22,Matches
Cuiabano,br BRA,DF,21-125,5.5,172,255,67.5,2717,835,93,106,87.7,70,105,66.7,6,32,18.8,1,0.3,0.2,0.7,2,11,6,2,11,Matches
Gregore,br BRA,MF,30-110,4.9,276,311,88.7,4869,1755,115,125,92.0,130,137,94.9,22,33,66.7,0,0.1,0.1,-0.1,5,18,3,1,28,Matches
Jeffinho,br BRA,"FW,MF",24-173,3.6,71,96,74.0,991,292,41,48,85.4,16,21,76.2,5,7,71.4,1,0.4,0.4,0.6,5,3,4,0,9,Matches
Jefferson Savarino,ve VEN,"MF,FW",27-222,4.9,135,176,76.7,2241,611,78,89,87.6,36,42,85.7,17,31,54.8,1,0.4,0.9,0.6,11,11,4,0,24,Matches
