Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
John,br BRA,GK,28-128,7,7,630,7.0,5,0.71,23,18,82.6,4,2,1,3,42.9,1,1,0,0,0.0,Matches
Gatito Fernández,py PAR,GK,36-083,3,3,270,3.0,4,1.33,9,5,55.6,2,0,1,1,33.3,0,0,0,0,0.0,Matches
Squad Total,0,0,28.6,10,10,900,10.0,9,0.9,32,23,75.0,6,2,2,4,40.0,1,1,0,0,0.0,0
Opponent Total,0,0,28.2,10,10,900,10.0,17,1.7,40,23,60.0,2,2,6,0,0.0,1,1,0,0,0.0,0
