Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Bastos,ao ANG,DF,33-085,9.4,13,11,7,5,1,8,11,72.7,3,7,4,3,8,21,53,0,Matches
Júnior Santos,br BRA,FW,29-253,8.8,10,7,4,4,2,5,10,50.0,5,7,3,4,1,11,4,0,Matches
Lucas Halter,br BRA,DF,24-049,7.8,8,6,7,1,0,7,11,63.6,4,5,5,0,2,10,45,1,Matches
Marlon Freitas,br BRA,MF,29-085,7.4,13,11,7,6,0,10,15,66.7,5,19,9,10,9,22,16,0,Matches
Luiz Henrique,br BRA,"MF,FW",23-170,6.2,12,10,5,4,3,3,8,37.5,5,4,1,3,4,16,9,0,Matches
John,br BRA,GK,28-128,7.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,Matches
Tchê Tchê,br BRA,"MF,FW",31-295,6.8,4,4,1,3,0,3,6,50.0,3,2,0,2,2,6,7,0,Matches
Damián Suárez,uy URU,DF,36-054,6.4,13,9,9,3,1,8,18,44.4,10,6,1,5,6,19,16,0,Matches
Danilo Barbosa,br BRA,MF,28-113,5.3,10,8,7,2,1,6,8,75.0,2,6,2,4,16,26,12,0,Matches
Cuiabano,br BRA,DF,21-125,5.5,17,13,10,6,1,5,11,45.5,6,7,1,6,6,23,24,0,Matches
Gregore,br BRA,MF,30-110,4.9,20,12,12,8,0,8,13,61.5,5,8,3,5,5,25,12,0,Matches
Jeffinho,br BRA,"FW,MF",24-173,3.6,6,2,1,5,0,4,9,44.4,5,1,0,1,2,8,0,0,Matches
Jefferson Savarino,ve VEN,"MF,FW",27-222,4.9,3,1,2,1,0,3,5,60.0,2,4,1,3,0,3,3,0,Matches
Hugo,br BRA,DF,22-274,4.0,9,5,8,0,1,5,10,50.0,5,2,1,1,1,10,10,0,Matches
Mateo Ponte,uy URU,DF,21-027,3.3,8,6,3,5,0,3,7,42.9,4,4,3,1,5,13,5,0,Matches
Óscar Romero,py PAR,"MF,FW",31-352,3.4,13,8,8,2,3,8,13,61.5,5,5,0,5,5,18,4,0,Matches
Tiquinho Soares,br BRA,FW,33-155,3.2,1,1,0,0,1,1,2,50.0,1,3,0,3,0,1,4,0,Matches
Gatito Fernández,py PAR,GK,36-083,3.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0,Matches
Alexander Barboza,ar ARG,DF,29-096,2.4,1,1,1,0,0,0,0,0.0,0,4,2,2,1,2,16,0,Matches
Carlos Eduardo,br BRA,FW,34-247,2.1,1,1,1,0,0,1,1,100.0,0,2,1,1,0,1,1,0,Matches
Fernando Marçal,br BRA,DF,35-122,0.5,1,0,0,1,0,0,1,0.0,1,2,0,2,0,1,5,0,Matches
Matheus Nascimento,br BRA,FW,20-109,0.3,1,1,0,0,1,0,0,0.0,0,1,0,1,0,1,0,0,Matches
Diego Hernández,uy URU,"FW,MF",23-364,1.8,3,2,1,1,1,1,3,33.3,2,4,1,3,1,4,1,0,Matches
Yarlen Augusto,br BRA,MF,18-121,0.9,2,1,0,1,1,0,2,0.0,2,2,0,2,1,3,0,0,Matches
Pablo,br BRA,DF,32-365,0.3,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,3,0,Matches
Fabiano,br BRA,DF,18-066,0.2,2,2,1,1,0,0,1,0.0,1,0,0,0,0,2,0,0,Matches
Jacob Montes,ni NCA,"FW,MF",25-244,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Patrick de Paula,br BRA,MF,24-286,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,Matches
Squad Total,0,0,28.6,10.0,172,123,95,60,17,90,167,53.9,77,105,38,67,76,248,255,1,0
Opponent Total,0,0,28.2,10.0,161,91,67,78,16,48,113,42.5,65,112,24,88,79,240,197,3,0
