Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Bastos,ao ANG,DF,33-085,10,846.0,85.0,94.0,9.4,10,85.0,8,0,0.0,0,2.0,15.0,7.0,8.0,0.85,0.85,11.6,9.7,1.9,0.2,0.7,Matches
Júnior Santos,br BRA,FW,29-253,10,788.0,79.0,87.6,8.8,9,84.0,5,1,34.0,0,2.0,14.0,7.0,7.0,0.8,0.0,10.9,8.9,2.0,0.23,0.53,Matches
Lucas Halter,br BRA,DF,24-049,8,701.0,88.0,77.9,7.8,8,88.0,7,0,0.0,2,2.0,14.0,8.0,6.0,0.77,-0.13,8.9,9.3,-0.4,-0.06,-0.99,Matches
Marlon Freitas,br BRA,MF,29-085,9,669.0,74.0,74.3,7.4,8,80.0,6,1,27.0,0,1.89,13.0,6.0,7.0,0.94,0.55,9.9,7.6,2.3,0.31,0.56,Matches
Luiz Henrique,br BRA,"MF,FW",23-170,9,562.0,62.0,62.4,6.2,8,66.0,1,1,34.0,1,1.89,10.0,6.0,4.0,0.64,-0.42,6.3,6.5,-0.2,-0.03,-0.52,Matches
John,br BRA,GK,28-128,7,630.0,90.0,70.0,7.0,7,90.0,7,0,0.0,3,2.0,9.0,5.0,4.0,0.57,-0.76,6.4,7.6,-1.2,-0.17,-1.09,Matches
Tchê Tchê,br BRA,"MF,FW",31-295,8,615.0,77.0,68.3,6.8,6,86.0,3,2,50.0,0,2.13,9.0,5.0,4.0,0.59,-0.68,6.9,6.0,0.9,0.13,-0.11,Matches
Damián Suárez,uy URU,DF,36-054,8,573.0,72.0,63.7,6.4,6,85.0,4,2,32.0,0,2.13,10.0,4.0,6.0,0.94,0.39,7.1,6.0,1.1,0.17,0.01,Matches
Danilo Barbosa,br BRA,MF,28-113,9,478.0,53.0,53.1,5.3,6,70.0,1,3,19.0,0,1.89,10.0,5.0,5.0,0.94,0.3,6.0,5.9,0.0,0.01,-0.33,Matches
Cuiabano,br BRA,DF,21-125,6,495.0,83.0,55.0,5.5,5,90.0,5,1,45.0,1,1.83,7.0,4.0,3.0,0.55,-0.57,5.2,5.0,0.2,0.03,-0.29,Matches
Gregore,br BRA,MF,30-110,9,445.0,49.0,49.4,4.9,5,75.0,2,4,17.0,1,1.89,7.0,5.0,2.0,0.4,-0.78,6.0,4.6,1.4,0.28,0.24,Matches
Jeffinho,br BRA,"FW,MF",24-173,6,324.0,54.0,36.0,3.6,5,59.0,0,1,31.0,0,1.67,7.0,3.0,4.0,1.11,0.49,6.0,3.4,2.5,0.71,0.85,Matches
Jefferson Savarino,ve VEN,"MF,FW",27-222,7,438.0,63.0,48.7,4.9,4,86.0,3,3,31.0,0,1.86,10.0,5.0,5.0,1.03,0.44,6.6,6.1,0.5,0.11,-0.1,Matches
Hugo,br BRA,DF,22-274,6,363.0,61.0,40.3,4.0,4,79.0,3,2,24.0,4,2.0,9.0,4.0,5.0,1.24,0.74,6.0,5.1,0.8,0.21,0.07,Matches
Mateo Ponte,uy URU,DF,21-027,4,296.0,74.0,32.9,3.3,4,74.0,2,0,0.0,6,1.75,6.0,4.0,2.0,0.61,-0.29,4.7,3.1,1.7,0.51,0.52,Matches
Óscar Romero,py PAR,"MF,FW",31-352,8,310.0,39.0,34.4,3.4,3,62.0,0,5,25.0,2,1.75,5.0,5.0,0.0,0.0,-1.22,2.2,4.7,-2.6,-0.74,-1.38,Matches
Tiquinho Soares,br BRA,FW,33-155,5,286.0,57.0,31.8,3.2,3,68.0,0,2,41.0,0,2.4,7.0,2.0,5.0,1.57,1.13,6.6,2.6,3.9,1.24,1.58,Matches
Gatito Fernández,py PAR,GK,36-083,3,270.0,90.0,30.0,3.0,3,90.0,3,0,0.0,7,2.0,8.0,4.0,4.0,1.33,0.76,5.6,2.8,2.8,0.93,1.09,Matches
Alexander Barboza,ar ARG,DF,29-096,5,214.0,43.0,23.8,2.4,2,90.0,2,3,11.0,4,1.4,3.0,2.0,1.0,0.42,-0.5,3.1,2.0,1.1,0.47,0.41,Matches
Carlos Eduardo,br BRA,FW,34-247,4,185.0,46.0,20.6,2.1,2,70.0,0,2,23.0,0,2.5,2.0,2.0,0.0,0.0,-1.01,0.9,2.4,-1.4,-0.7,-1.09,Matches
Fernando Marçal,br BRA,DF,35-122,1,45.0,45.0,5.0,0.5,1,45.0,0,0,0.0,1,0.0,1.0,1.0,0.0,0.0,-0.84,0.9,0.5,0.4,0.82,0.69,Matches
Matheus Nascimento,br BRA,FW,20-109,1,24.0,24.0,2.7,0.3,1,24.0,0,0,0.0,1,3.0,0.0,0.0,0.0,0.0,-0.82,0.2,0.0,0.2,0.81,0.66,Matches
Diego Hernández,uy URU,"FW,MF",23-364,6,160.0,27.0,17.8,1.8,0,0.0,0,6,27.0,2,1.83,5.0,2.0,3.0,1.69,1.08,2.6,1.8,0.9,0.5,0.41,Matches
Yarlen Augusto,br BRA,MF,18-121,4,79.0,20.0,8.8,0.9,0,0.0,0,4,20.0,5,2.5,2.0,0.0,2.0,2.28,1.62,0.7,0.8,-0.1,-0.09,-0.27,Matches
