Player,Nation,Pos,Age,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist,Matches
John,br BRA,GK,28-128,7.0,5,1,0,0,0,7.3,0.27,2.3,0.33,33,89,37.1,228,26,26.3,30.2,57,50.9,41.2,98,4,4.1,8,1.14,16.5,Matches
Gatito Fernández,py PAR,GK,36-083,3.0,4,0,0,1,0,3.9,0.43,-0.1,-0.03,18,35,51.4,77,9,29.9,32.5,18,66.7,47.9,54,2,3.7,3,1.0,11.0,Matches
Squad Total,0,0,28.6,10.0,9,1,0,1,0,11.2,0.32,2.2,0.22,51,124,41.1,301,35,27.6,32.5,79,51.9,41.0,152,6,3.9,11,1.1,11.0,0
Opponent Total,0,0,28.2,10.0,17,1,1,6,0,14.0,0.33,-3.0,-0.3,46,97,47.4,196,43,37.2,34.2,78,30.8,29.0,121,8,6.6,11,1.1,14.9,0
