Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
Vladimír Coufal,cz CZE,DF,30.0,34.8,0,8,2,25.0,0.23,0.06,0.0,0.0,22.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Emerson Palmieri,it ITA,DF,28.0,34.9,1,19,4,21.1,0.55,0.11,0.05,0.25,17.3,0,0,0,1.5,1.5,0.08,-0.5,-0.5,Matches
Jarrod Bowen,eng ENG,FW,26.0,33.5,16,84,37,44.0,2.5,1.1,0.19,0.43,14.2,0,0,0,11.6,11.6,0.14,4.4,4.4,Matches
James Ward-Prowse,eng ENG,MF,28.0,33.3,7,42,16,38.1,1.26,0.48,0.12,0.31,22.8,16,2,2,6.0,4.4,0.11,1.0,0.6,Matches
Tomáš Souček,cz CZE,MF,28.0,31.9,7,43,15,34.9,1.35,0.47,0.16,0.47,11.0,0,0,0,6.7,6.7,0.16,0.3,0.3,Matches
Kurt Zouma,fr FRA,DF,28.0,31.5,3,16,7,43.8,0.51,0.22,0.19,0.43,9.1,0,0,0,1.8,1.8,0.12,1.2,1.2,Matches
Alphonse Areola,fr FRA,GK,30.0,30.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Lucas Paquetá,br BRA,"FW,MF",25.0,29.1,4,40,8,20.0,1.37,0.27,0.05,0.25,17.8,1,2,2,5.4,3.8,0.1,-1.4,-1.8,Matches
Edson Álvarez,mx MEX,MF,25.0,26.4,1,17,3,17.6,0.64,0.11,0.06,0.33,21.1,0,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches
Mohammed Kudus,gh GHA,"FW,MF",22.0,27.6,8,67,17,25.4,2.43,0.62,0.12,0.47,18.6,0,0,0,5.1,5.1,0.08,2.9,2.9,Matches
Nayef Aguerd,ma MAR,DF,27.0,20.6,1,14,3,21.4,0.68,0.15,0.07,0.33,10.8,0,0,0,1.5,1.5,0.11,-0.5,-0.5,Matches
Michail Antonio,jm JAM,FW,33.0,18.8,6,30,14,46.7,1.59,0.74,0.2,0.43,13.1,0,0,0,5.8,5.8,0.19,0.2,0.2,Matches
Konstantinos Mavropanos,gr GRE,DF,25.0,16.7,1,12,2,16.7,0.72,0.12,0.08,0.5,9.3,0,0,0,1.2,1.2,0.1,-0.2,-0.2,Matches
Łukasz Fabiański,pl POL,GK,38.0,8.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Angelo Ogbonna,it ITA,DF,35.0,7.1,0,1,0,0.0,0.14,0.0,0.0,0.0,12.5,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Saïd Benrahma,dz ALG,"FW,MF",27.0,6.9,0,18,5,27.8,2.61,0.73,0.0,0.0,19.8,0,0,1,1.8,1.0,0.06,-1.8,-1.0,Matches
Ben Johnson,eng ENG,"DF,FW",23.0,6.0,0,6,2,33.3,0.99,0.33,0.0,0.0,24.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Aaron Cresswell,eng ENG,"DF,FW",33.0,4.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Pablo Fornals,es ESP,"MF,FW",27.0,4.7,0,7,3,42.9,1.48,0.63,0.0,0.0,20.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Danny Ings,eng ENG,FW,31.0,4.5,1,12,4,33.3,2.67,0.89,0.08,0.25,13.4,0,0,0,1.3,1.3,0.11,-0.3,-0.3,Matches
Kalvin Phillips,eng ENG,MF,27.0,3.4,0,3,2,66.7,0.87,0.58,0.0,0.0,25.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Maxwel Cornet,ci CIV,"MF,FW",26.0,1.2,1,4,1,25.0,3.21,0.8,0.25,1.0,12.5,0,0,0,0.4,0.4,0.1,0.6,0.6,Matches
Divin Mubama,eng ENG,FW,18.0,0.9,0,1,0,0.0,1.13,0.0,0.0,0.0,12.5,0,0,0,0.1,0.1,0.15,-0.1,-0.1,Matches
George Earthy,eng ENG,FW,18.0,0.4,1,1,1,100.0,2.65,2.65,1.0,1.0,3.8,0,0,0,0.3,0.3,0.31,0.7,0.7,Matches
Thilo Kehrer,de GER,"DF,MF",26.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Kaelan Casey,eng ENG,DF,18.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,28.3,38.0,58,445,146,32.8,11.71,3.84,0.12,0.37,16.2,17,4,5,52.3,48.4,0.11,5.7,5.6,0
Opponent Total,0,0,26.1,38.0,70,642,231,36.0,16.89,6.08,0.1,0.27,17.5,16,8,10,71.1,63.2,0.1,-1.1,-1.2,0
