Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Alphonse Areola,fr FRA,GK,30.0,31,31,2699,30.0,53,1.77,188,136,74.5,11,9,11,4,12.9,7,5,2,0,28.6,Matches
Łukasz Fabiański,pl POL,GK,38.0,10,7,721,8.0,21,2.62,53,33,66.0,3,1,3,1,14.3,3,3,0,0,0.0,Matches
Squad Total,0,0,28.3,38,38,3420,38.0,74,1.95,241,169,72.6,14,10,14,5,13.2,10,8,2,0,20.0,0
Opponent Total,0,0,26.1,38,38,3420,38.0,60,1.58,151,92,62.9,14,10,14,8,21.1,5,4,1,0,20.0,0
