Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
Michael Brouwer,nl NED,GK,30.0,34.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Brian De Keersmaecker,be BEL,MF,23.0,32.8,2,26,9,34.6,0.79,0.27,0.08,0.22,24.5,0.0,0,0,1.0,1.0,0.04,1.0,1.0,Matches
Justin Hoogma,nl NED,DF,25.0,28.7,2,13,3,23.1,0.45,0.1,0.15,0.67,12.8,1.0,0,0,1.0,1.0,0.08,1.0,1.0,Matches
Emil Hansson,se SWE,"FW,MF",25.0,20.9,5,27,11,40.7,1.29,0.53,0.11,0.27,20.8,0.0,2,3,3.8,1.5,0.05,1.2,1.5,Matches
Bryan Limbombe,be BEL,"FW,MF",22.0,19.3,2,32,12,37.5,1.66,0.62,0.06,0.17,17.4,0.0,0,0,2.3,2.3,0.07,-0.3,-0.3,Matches
Navajo Bakboord,nl NED,DF,24.0,18.7,0,6,1,16.7,0.32,0.05,0.0,0.0,17.9,0.0,0,0,0.7,0.7,0.11,-0.7,-0.7,Matches
Sven Sonnenberg,de GER,DF,24.0,18.4,1,10,1,10.0,0.54,0.05,0.1,1.0,12.4,0.0,0,0,1.4,1.4,0.14,-0.4,-0.4,Matches
Anas Ouahim,de GER,"MF,FW",25.0,13.5,2,24,6,25.0,1.77,0.44,0.08,0.33,22.0,1.0,0,0,1.5,1.5,0.06,0.5,0.5,Matches
Mario Engels,de GER,"FW,MF",29.0,17.8,5,27,12,44.4,1.52,0.68,0.19,0.42,16.7,1.0,0,0,4.1,4.1,0.15,0.9,0.9,Matches
Jannes Wieckhoff,de GER,DF,22.0,15.1,0,11,3,27.3,0.73,0.2,0.0,0.0,16.8,0.0,0,0,1.0,1.0,0.09,-1.0,-1.0,Matches
Fredrik Oppegard,no NOR,DF,20.0,15.0,0,7,2,28.6,0.47,0.13,0.0,0.0,15.9,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Jizz Hornkamp,nl NED,FW,25.0,14.3,10,38,16,42.1,2.66,1.12,0.18,0.44,14.5,1.0,3,3,7.8,5.4,0.14,2.2,1.6,Matches
Ruben Roosken,nl NED,"DF,FW",23.0,14.6,0,4,1,25.0,0.27,0.07,0.0,0.0,25.4,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Ajdin Hrustic,au AUS,"MF,FW",27.0,12.9,1,22,5,22.7,1.7,0.39,0.05,0.2,25.9,2.0,0,0,1.1,1.1,0.05,-0.1,-0.1,Matches
Mohamed Sankoh,nl NED,FW,19.0,12.1,6,38,13,34.2,3.14,1.08,0.16,0.46,11.9,0.0,0,0,9.0,9.0,0.24,-3.0,-3.0,Matches
Stijn Bultman,nl NED,DF,18.0,12.4,0,2,0,0.0,0.16,0.0,0.0,0.0,10.7,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Jetro Willems,nl NED,DF,29.0,11.9,0,10,0,0.0,0.84,0.0,0.0,0.0,26.2,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Jordy Bruijn,nl NED,MF,27.0,7.6,1,11,6,54.5,1.46,0.79,0.09,0.17,20.9,0.0,0,0,1.2,1.2,0.11,-0.2,-0.2,Matches
Kelvin Leerdam,sr SUR,DF,33.0,8.7,0,1,0,0.0,0.12,0.0,0.0,0.0,11.7,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
