Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Michael Brouwer,nl NED,GK,30.0,34.0,840.0,1353.0,62.1,24916.0,18273.0,156.0,156.0,100.0,394.0,399.0,98.7,290.0,790.0,36.7,1,0.3,0.1,0.7,3.0,30.0,1.0,0.0,0.0,Matches
Brian De Keersmaecker,be BEL,MF,23.0,32.8,1116.0,1329.0,84.0,21546.0,5176.0,423.0,478.0,88.5,528.0,588.0,89.8,146.0,208.0,70.2,2,2.4,2.1,-0.4,15.0,131.0,9.0,1.0,133.0,Matches
Justin Hoogma,nl NED,DF,25.0,28.7,1348.0,1617.0,83.4,27724.0,10321.0,403.0,445.0,90.6,765.0,833.0,91.8,168.0,305.0,55.1,2,1.1,1.6,0.9,13.0,164.0,12.0,3.0,164.0,Matches
Emil Hansson,se SWE,"FW,MF",25.0,20.9,524.0,711.0,73.7,7631.0,2194.0,317.0,357.0,88.8,148.0,218.0,67.9,35.0,67.0,52.2,6,3.1,5.0,2.9,32.0,35.0,41.0,20.0,69.0,Matches
Bryan Limbombe,be BEL,"FW,MF",22.0,19.3,268.0,379.0,70.7,3603.0,1174.0,174.0,216.0,80.6,75.0,115.0,65.2,7.0,17.0,41.2,0,1.5,2.2,-1.5,15.0,20.0,17.0,4.0,41.0,Matches
Navajo Bakboord,nl NED,DF,24.0,18.7,677.0,847.0,79.9,12811.0,4019.0,253.0,287.0,88.2,344.0,400.0,86.0,72.0,124.0,58.1,1,1.7,1.4,-0.7,10.0,60.0,16.0,9.0,69.0,Matches
Sven Sonnenberg,de GER,DF,24.0,18.4,775.0,887.0,87.4,15639.0,5585.0,232.0,256.0,90.6,449.0,485.0,92.6,85.0,122.0,69.7,0,0.2,0.2,-0.2,3.0,58.0,2.0,0.0,48.0,Matches
Anas Ouahim,de GER,"MF,FW",25.0,13.5,302.0,387.0,78.0,5046.0,913.0,141.0,171.0,82.5,125.0,152.0,82.2,27.0,43.0,62.8,1,1.0,0.7,0.0,7.0,16.0,9.0,0.0,43.0,Matches
Mario Engels,de GER,"FW,MF",29.0,17.8,231.0,330.0,70.0,3954.0,1107.0,114.0,134.0,85.1,71.0,101.0,70.3,34.0,60.0,56.7,3,2.9,2.0,0.1,24.0,15.0,9.0,7.0,20.0,Matches
Jannes Wieckhoff,de GER,DF,22.0,15.1,516.0,667.0,77.4,8610.0,2700.0,246.0,287.0,85.7,221.0,265.0,83.4,39.0,76.0,51.3,1,0.9,0.8,0.1,9.0,23.0,10.0,5.0,35.0,Matches
