Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Michael Brouwer,nl NED,GK,30.0,34.0,1353.0,974.0,371.0,63.0,0.0,6.0,0,0.0,0.0,0.0,0.0,0.0,840.0,8.0,0.0,Matches
Brian De Keersmaecker,be BEL,MF,23.0,32.8,1329.0,1277.0,48.0,35.0,4.0,22.0,10,11.0,0.0,0.0,0.0,0.0,1116.0,4.0,19.0,Matches
Justin Hoogma,nl NED,DF,25.0,28.7,1617.0,1580.0,35.0,25.0,2.0,17.0,10,7.0,0.0,0.0,0.0,0.0,1348.0,2.0,12.0,Matches
Emil Hansson,se SWE,"FW,MF",25.0,20.9,711.0,680.0,26.0,4.0,1.0,2.0,83,14.0,6.0,3.0,1.0,0.0,524.0,5.0,32.0,Matches
Bryan Limbombe,be BEL,"FW,MF",22.0,19.3,379.0,370.0,8.0,0.0,1.0,0.0,36,7.0,0.0,0.0,0.0,0.0,268.0,1.0,13.0,Matches
Navajo Bakboord,nl NED,DF,24.0,18.7,847.0,691.0,154.0,18.0,1.0,3.0,38,136.0,0.0,0.0,0.0,0.0,677.0,2.0,21.0,Matches
Sven Sonnenberg,de GER,DF,24.0,18.4,887.0,854.0,31.0,19.0,1.0,6.0,1,3.0,0.0,0.0,0.0,0.0,775.0,2.0,6.0,Matches
Anas Ouahim,de GER,"MF,FW",25.0,13.5,387.0,373.0,14.0,6.0,6.0,0.0,5,5.0,1.0,0.0,0.0,0.0,302.0,0.0,7.0,Matches
Mario Engels,de GER,"FW,MF",29.0,17.8,330.0,240.0,89.0,11.0,0.0,4.0,64,12.0,40.0,9.0,13.0,1.0,231.0,1.0,15.0,Matches
Jannes Wieckhoff,de GER,DF,22.0,15.1,667.0,528.0,139.0,2.0,1.0,1.0,29,137.0,0.0,0.0,0.0,0.0,516.0,0.0,23.0,Matches
Fredrik Oppegard,no NOR,DF,20.0,15.0,629.0,506.0,120.0,4.0,0.0,1.0,38,116.0,0.0,0.0,0.0,0.0,468.0,3.0,21.0,Matches
Jizz Hornkamp,nl NED,FW,25.0,14.3,283.0,263.0,19.0,1.0,0.0,2.0,4,0.0,0.0,0.0,0.0,0.0,181.0,1.0,5.0,Matches
