Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Michael Brouwer,nl NED,GK,30.0,34,3060.0,90.0,100.0,34.0,34,90.0,34,0,0.0,0,0.97,41.0,74.0,-33.0,-0.97,0.0,41.8,68.1,-26.3,-0.77,0.0,Matches
Brian De Keersmaecker,be BEL,MF,23.0,33,2951.0,89.0,96.4,32.8,33,89.0,29,0,0.0,0,0.91,36.0,72.0,-36.0,-1.1,-3.57,38.7,66.1,-27.5,-0.84,-1.81,Matches
Justin Hoogma,nl NED,DF,25.0,30,2584.0,86.0,84.4,28.7,30,86.0,27,0,0.0,0,0.97,35.0,59.0,-24.0,-0.84,0.87,34.1,57.5,-23.4,-0.81,-0.27,Matches
Emil Hansson,se SWE,"FW,MF",25.0,24,1885.0,79.0,61.6,20.9,24,79.0,12,0,0.0,0,1.08,27.0,44.0,-17.0,-0.81,0.41,25.2,40.4,-15.2,-0.73,0.12,Matches
Bryan Limbombe,be BEL,"FW,MF",22.0,31,1735.0,56.0,56.7,19.3,20,69.0,3,11,32.0,2,1.03,23.0,40.0,-17.0,-0.88,0.2,23.5,37.0,-13.5,-0.7,0.17,Matches
Navajo Bakboord,nl NED,DF,24.0,22,1683.0,77.0,55.0,18.7,20,82.0,14,2,21.0,5,1.09,24.0,39.0,-15.0,-0.8,0.37,23.2,34.1,-11.0,-0.59,0.42,Matches
Sven Sonnenberg,de GER,DF,24.0,25,1655.0,66.0,54.1,18.4,18,84.0,16,7,22.0,4,1.12,25.0,35.0,-10.0,-0.54,0.93,25.0,34.5,-9.5,-0.52,0.56,Matches
Anas Ouahim,de GER,"MF,FW",25.0,18,1219.0,68.0,39.8,13.5,16,73.0,3,2,22.0,2,1.0,14.0,33.0,-19.0,-1.4,-0.72,16.7,25.4,-8.7,-0.64,0.21,Matches
Mario Engels,de GER,"FW,MF",29.0,34,1598.0,47.0,52.2,17.8,15,73.0,5,19,26.0,0,0.97,21.0,41.0,-20.0,-1.13,-0.33,22.9,32.7,-9.9,-0.56,0.45,Matches
Jannes Wieckhoff,de GER,DF,22.0,18,1360.0,76.0,44.4,15.1,15,84.0,10,3,32.0,10,0.72,18.0,33.0,-15.0,-0.99,-0.04,17.9,29.0,-11.1,-0.74,0.07,Matches
Fredrik Oppegard,no NOR,DF,20.0,15,1349.0,90.0,44.1,15.0,15,90.0,14,0,0.0,0,0.93,16.0,29.0,-13.0,-0.87,0.18,16.3,29.7,-13.4,-0.89,-0.22,Matches
Jizz Hornkamp,nl NED,FW,25.0,17,1287.0,76.0,42.1,14.3,15,82.0,6,2,31.0,0,1.0,17.0,28.0,-11.0,-0.77,0.35,15.8,28.8,-13.1,-0.91,-0.24,Matches
