Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Jordan Pickford,eng ENG,GK,29.0,38.0,24,0.63,14,10,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
James Tarkowski,eng ENG,DF,30.0,38.0,44,1.16,38,0,1,4,0,1,3,0.08,3,0,0,0,0,0,Matches
Jarrad Branthwaite,eng ENG,DF,21.0,34.6,25,0.72,20,0,0,1,3,1,4,0.12,3,0,0,0,1,0,Matches
James Garner,eng ENG,MF,22.0,33.4,98,2.94,58,22,3,6,4,5,8,0.24,3,1,0,1,1,2,Matches
Dwight McNeil,eng ENG,"MF,FW",23.0,32.1,130,4.05,77,33,5,6,6,3,9,0.28,3,4,0,1,1,0,Matches
Abdoulaye Doucouré,ml MLI,"FW,MF",30.0,29.2,67,2.29,59,0,0,6,1,1,5,0.17,3,0,0,2,0,0,Matches
Vitaliy Mykolenko,ua UKR,DF,24.0,27.4,37,1.35,32,0,1,4,0,0,3,0.11,1,0,0,2,0,0,Matches
Ashley Young,eng ENG,"DF,MF",38.0,25.3,58,2.29,38,10,1,4,3,2,1,0.04,0,0,0,0,1,0,Matches
Dominic Calvert-Lewin,eng ENG,FW,26.0,24.1,54,2.24,37,0,4,7,4,2,6,0.25,3,0,0,3,0,0,Matches
Jack Harrison,eng ENG,"MF,FW",26.0,24.6,66,2.68,46,2,3,7,6,2,7,0.28,5,0,0,1,1,0,Matches
Idrissa Gana Gueye,sn SEN,MF,33.0,20.9,52,2.48,37,0,0,5,4,6,4,0.19,4,0,0,0,0,0,Matches
Amadou Onana,be BEL,MF,21.0,23.2,56,2.41,47,0,1,3,4,1,1,0.04,0,0,0,0,0,1,Matches
Ben Godfrey,eng ENG,DF,25.0,12.4,17,1.37,9,1,0,5,0,2,3,0.24,1,0,0,1,0,1,Matches
Nathan Patterson,sct SCO,DF,21.0,11.2,20,1.79,14,3,0,1,0,2,2,0.18,2,0,0,0,0,0,Matches
Beto,gw GNB,FW,25.0,10.6,32,3.03,19,0,6,3,2,2,1,0.09,1,0,0,0,0,0,Matches
Séamus Coleman,ie IRL,DF,34.0,7.4,6,0.81,5,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Arnaut Danjuma,nl NED,"MF,FW",26.0,6.6,18,2.72,9,0,1,5,2,1,1,0.15,0,0,0,1,0,0,Matches
Michael Keane,eng ENG,DF,30.0,4.9,4,0.82,3,0,0,1,0,0,1,0.21,0,0,0,1,0,0,Matches
André Gomes,pt POR,"MF,FW",30.0,5.6,18,3.18,13,0,1,2,1,1,1,0.18,1,0,0,0,0,0,Matches
Alex Iwobi,ng NGA,MF,27.0,1.6,12,7.77,6,1,2,3,0,0,0,0.0,0,0,0,0,0,0,Matches
Lewis Dobbin,eng ENG,MF,20.0,2.6,6,2.33,3,0,0,2,1,0,0,0.0,0,0,0,0,0,0,Matches
Youssef Chermiti,pt POR,FW,19.0,2.3,7,3.03,5,0,1,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Neal Maupay,fr FRA,FW,26.0,1.2,3,2.41,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Thomas Cannon,ie IRL,FW,20.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Tyler Onyango,eng ENG,MF,20.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Lewis Warrington,eng ENG,FW,20.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,0,0,27.1,38.0,854,22.47,592,82,31,76,41,32,60,1.58,33,5,0,13,5,4,0
Opponent Total,0,0,26.3,38.0,951,25.03,695,79,53,75,33,16,81,2.13,56,3,5,9,7,1,0
