Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Jordan Pickford,eng ENG,GK,29.0,38.0,5,0,0,1,6,0,0,0,0,0,1,1,35,1,0,100.0,Matches
James Tarkowski,eng ENG,DF,30.0,38.0,11,0,0,45,25,1,6,56,42,0,1,0,186,140,61,69.7,Matches
Jarrad Branthwaite,eng ENG,DF,21.0,34.6,8,0,0,25,19,5,1,50,32,1,1,0,181,94,43,68.6,Matches
James Garner,eng ENG,MF,22.0,33.4,7,0,0,39,44,3,112,45,44,0,0,0,172,23,24,48.9,Matches
Dwight McNeil,eng ENG,"MF,FW",23.0,32.1,2,0,0,18,33,4,229,22,27,0,0,0,177,16,20,44.4,Matches
Abdoulaye Doucouré,ml MLI,"FW,MF",30.0,29.2,7,0,0,53,8,21,26,15,27,0,1,0,144,24,40,37.5,Matches
Vitaliy Mykolenko,ua UKR,DF,24.0,27.4,1,0,0,23,9,1,56,36,38,0,0,0,142,30,27,52.6,Matches
Ashley Young,eng ENG,"DF,MF",38.0,25.3,7,1,1,33,24,1,100,22,38,1,1,1,120,19,32,37.3,Matches
Dominic Calvert-Lewin,eng ENG,FW,26.0,24.1,2,0,0,31,32,24,3,4,6,0,0,0,46,137,144,48.8,Matches
Jack Harrison,eng ENG,"MF,FW",26.0,24.6,1,0,0,20,30,1,81,12,22,0,0,0,129,10,19,34.5,Matches
Idrissa Gana Gueye,sn SEN,MF,33.0,20.9,8,0,0,35,31,0,11,28,44,0,0,0,174,13,9,59.1,Matches
Amadou Onana,be BEL,MF,21.0,23.2,5,0,0,37,45,1,3,21,38,0,1,0,160,52,18,74.3,Matches
Ben Godfrey,eng ENG,DF,25.0,12.4,2,0,0,8,6,2,21,16,20,0,1,0,45,25,24,51.0,Matches
Nathan Patterson,sct SCO,DF,21.0,11.2,4,0,0,18,5,1,32,9,24,0,0,0,60,7,10,41.2,Matches
Beto,gw GNB,FW,25.0,10.6,2,0,0,21,19,10,5,1,6,0,0,0,36,47,56,45.6,Matches
Séamus Coleman,ie IRL,DF,34.0,7.4,0,0,0,6,5,0,13,7,14,0,0,1,39,1,4,20.0,Matches
Arnaut Danjuma,nl NED,"MF,FW",26.0,6.6,0,0,0,7,5,3,10,3,4,0,0,0,25,3,5,37.5,Matches
Michael Keane,eng ENG,DF,30.0,4.9,2,0,0,5,0,0,0,5,3,0,1,0,26,16,11,59.3,Matches
André Gomes,pt POR,"MF,FW",30.0,5.6,4,0,0,17,5,0,26,3,4,0,0,0,34,1,8,11.1,Matches
Alex Iwobi,ng NGA,MF,27.0,1.6,0,0,0,0,0,3,10,1,0,0,0,0,5,0,0,0.0,Matches
Lewis Dobbin,eng ENG,MF,20.0,2.6,1,0,0,3,6,0,7,1,7,0,0,0,20,2,1,66.7,Matches
Youssef Chermiti,pt POR,FW,19.0,2.3,3,0,0,11,4,6,0,1,2,0,0,0,9,15,19,44.1,Matches
Neal Maupay,fr FRA,FW,26.0,1.2,0,0,0,1,0,2,0,0,0,0,0,0,4,0,2,0.0,Matches
Thomas Cannon,ie IRL,FW,20.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
Tyler Onyango,eng ENG,MF,20.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
Lewis Warrington,eng ENG,FW,20.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,Matches
Squad Total,0,0,27.1,38.0,82,1,1,457,361,89,752,358,442,2,8,3,1970,676,577,54.0,0
Opponent Total,0,0,26.3,38.0,61,2,0,373,444,62,716,262,335,6,3,0,1916,577,676,46.0,0
