Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches
Guillaume Restes,fr FRA,GK,18.0,34,34,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rasmus Nicolaisen,dk DEN,DF,26.0,33,33,2925.0,32.5,2.0,0.0,2.0,2.0,0.0,0.0,6.0,1.0,1.1,1.1,0.6,1.7,5.0,95.0,11.0,0.06,0.0,0.06,0.06,0.06,0.03,0.02,0.05,0.03,0.05,Matches
Logan Costa,cv CPV,DF,22.0,31,29,2650.0,29.4,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.4,1.4,0.6,2.0,19.0,145.0,14.0,0.03,0.03,0.07,0.03,0.07,0.05,0.02,0.07,0.05,0.07,Matches
Thijs Dallinga,nl NED,FW,22.0,33,28,2510.0,27.9,14.0,2.0,16.0,13.0,1.0,3.0,6.0,0.0,14.1,11.8,1.2,13.0,32.0,38.0,164.0,0.5,0.07,0.57,0.47,0.54,0.51,0.04,0.55,0.42,0.47,Matches
Gabriel Suazo,cl CHI,DF,25.0,31,27,2357.0,26.2,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,3.0,3.7,44.0,114.0,166.0,0.0,0.15,0.15,0.0,0.15,0.03,0.12,0.14,0.03,0.14,Matches
Vincent Sierro,ch SUI,MF,27.0,30,25,2261.0,25.1,6.0,2.0,8.0,2.0,4.0,5.0,8.0,0.0,5.9,1.9,2.3,4.2,17.0,135.0,73.0,0.24,0.08,0.32,0.08,0.16,0.23,0.09,0.33,0.08,0.17,Matches
Cristian Cásseres Jr.,ve VEN,MF,23.0,32,23,1946.0,21.6,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,1.1,1.1,1.7,2.8,14.0,87.0,52.0,0.05,0.14,0.18,0.05,0.18,0.05,0.08,0.13,0.05,0.13,Matches
Aron Dønnum,no NOR,"FW,MF",25.0,27,19,1595.0,17.7,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,2.1,3.1,69.0,66.0,120.0,0.0,0.06,0.06,0.0,0.06,0.06,0.12,0.18,0.06,0.18,Matches
Mikkel Desler,dk DEN,DF,28.0,24,19,1544.0,17.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.1,1.0,0.7,1.7,30.0,81.0,96.0,0.0,0.06,0.06,0.0,0.06,0.06,0.04,0.1,0.06,0.1,Matches
Stijn Spierings,nl NED,MF,27.0,22,16,1516.0,16.8,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,0.6,1.0,16.0,157.0,22.0,0.0,0.06,0.06,0.0,0.06,0.02,0.03,0.06,0.02,0.06,Matches
Moussa Diarra,ml MLI,DF,22.0,22,15,1397.0,15.5,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.5,0.5,1.1,1.6,18.0,70.0,12.0,0.06,0.13,0.19,0.06,0.19,0.03,0.07,0.1,0.03,0.1,Matches
Niklas Schmidt,de GER,MF,25.0,22,15,1269.0,14.1,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.2,1.2,2.4,3.6,20.0,106.0,43.0,0.07,0.07,0.14,0.07,0.14,0.09,0.17,0.26,0.09,0.26,Matches
Frank Magri,cm CMR,"FW,MF",23.0,29,14,1438.0,16.0,5.0,2.0,7.0,5.0,0.0,0.0,5.0,0.0,3.1,3.1,1.6,4.7,31.0,34.0,121.0,0.31,0.13,0.44,0.31,0.44,0.19,0.1,0.29,0.19,0.29,Matches
Yann Gboho,fr FRA,"MF,FW",22.0,16,13,1193.0,13.3,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,1.2,1.2,1.7,2.9,65.0,48.0,97.0,0.23,0.15,0.38,0.23,0.38,0.09,0.13,0.22,0.09,0.22,Matches
Waren Kamanzi,no NOR,"DF,FW",22.0,24,12,1187.0,13.2,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,2.5,3.4,35.0,56.0,55.0,0.0,0.23,0.23,0.0,0.23,0.06,0.19,0.26,0.06,0.26,Matches
Christian Mawissa,fr FRA,DF,18.0,17,12,1118.0,12.4,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,0.3,1.3,26.0,39.0,11.0,0.16,0.0,0.16,0.16,0.16,0.08,0.02,0.1,0.08,0.1,Matches
Gelabert,es ESP,"MF,FW",22.0,16,10,754.0,8.4,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,1.3,2.1,14.0,33.0,57.0,0.12,0.24,0.36,0.12,0.36,0.09,0.16,0.25,0.09,0.25,Matches
Zakaria Aboukhlal,ma MAR,"MF,FW",23.0,13,9,754.0,8.4,3.0,0.0,3.0,2.0,1.0,1.0,2.0,0.0,2.8,2.0,0.2,2.2,23.0,20.0,75.0,0.36,0.0,0.36,0.24,0.24,0.33,0.02,0.36,0.24,0.26,Matches
Kévin Keben Biakolo,cm CMR,DF,19.0,8,7,521.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,5.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
Denis Genreau,au AUS,"MF,FW",24.0,9,5,464.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.7,6.0,14.0,27.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.14,0.07,0.14,Matches
Shavy Babicka,ga GAB,"FW,MF",23.0,12,4,373.0,4.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.7,17.0,8.0,64.0,0.24,0.0,0.24,0.24,0.24,0.14,0.03,0.17,0.14,0.17,Matches
Yanis Begraoui,ma MAR,"FW,MF",22.0,14,3,300.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,9.0,8.0,30.0,0.0,0.0,0.0,0.0,0.0,0.12,0.03,0.15,0.12,0.15,Matches
Ibrahim Cissoko,nl NED,"FW,MF",20.0,11,2,241.0,2.7,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.4,1.2,21.0,12.0,39.0,0.37,0.37,0.75,0.37,0.75,0.29,0.16,0.45,0.29,0.45,Matches
Naatan Skyttä,fi FIN,"MF,FW",21.0,8,0,120.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.6,1.1,1.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.4,0.44,0.84,0.36,0.81,Matches
Mamady Bangré,bf BFA,"FW,MF",22.0,8,0,101.0,1.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.7,0.8,10.0,9.0,12.0,0.0,0.89,0.89,0.0,0.89,0.12,0.59,0.71,0.12,0.71,Matches
Fares Chaïbi,dz ALG,"FW,MF",20.0,2,0,58.0,0.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,2.0,5.0,12.0,0.0,1.55,1.55,0.0,1.55,0.0,0.29,0.29,0.0,0.29,Matches
Ylies Aradj,fr FRA,DF,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Álex Domínguez,es ESP,GK,25.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Noah Edjouma,fr FRA,FW,17.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Noah Lahmadi,fr FRA,MF,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rafik Messali,fr FRA,MF,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Anthony Rouault,fr FRA,DF,22.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nicolas Wasbauer,fr FRA,DF,19.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Oliver Zandén,se SWE,DF,21.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Edhy Zuliani,it ITA,MF,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,23.8,34,374,3060.0,34.0,42.0,30.0,72.0,36.0,6.0,9.0,77.0,1.0,40.3,33.3,26.4,59.7,549.0,1405.0,1395.0,1.24,0.88,2.12,1.06,1.94,1.18,0.78,1.96,0.98,1.75,0
Opponent Total,0,0,25.9,34,374,3060.0,34.0,46.0,24.0,70.0,42.0,4.0,4.0,62.0,3.0,48.1,44.9,33.4,78.3,607.0,1343.0,1333.0,1.35,0.71,2.06,1.24,1.94,1.41,0.98,2.39,1.32,2.3,0
