Player,Nation,Pos,Age,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist,Matches
Guillaume Restes,fr FRA,GK,18.0,34.0,46,4,2,6,0,45.3,0.3,-0.7,-0.02,92,285,32.3,702,93,27.4,29.3,193,48.2,38.9,490,7,1.4,16,0.47,10.7,Matches
Squad Total,0,0,23.8,34.0,46,4,2,6,0,45.3,0.3,-0.7,-0.02,92,285,32.3,643,93,29.9,0.0,252,36.9,32.3,490,7,1.4,16,0.47,0.0,0
Opponent Total,0,0,25.9,34.0,42,6,1,6,0,43.9,0.28,1.9,0.05,153,436,35.1,1067,141,32.0,31.9,220,43.2,35.8,409,29,7.1,26,0.76,12.9,0
