Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Guillaume Restes,fr FRA,GK,18.0,34.0,3,0,0,1,11,0,0,0,0,0,1,0,42,2,0,100.0,Matches
Rasmus Nicolaisen,dk DEN,DF,26.0,32.5,6,1,1,45,22,0,0,42,30,0,2,0,150,108,36,75.0,Matches
Logan Costa,cv CPV,DF,22.0,29.4,6,0,0,38,10,1,12,23,24,0,0,0,158,64,37,63.4,Matches
Thijs Dallinga,nl NED,FW,22.0,27.9,6,0,0,37,45,20,14,3,15,1,0,0,68,59,43,57.8,Matches
Gabriel Suazo,cl CHI,DF,25.0,26.2,5,0,0,24,29,3,101,26,32,1,0,0,143,17,20,45.9,Matches
Vincent Sierro,ch SUI,MF,27.0,25.1,8,0,0,52,47,3,111,27,24,2,0,0,137,30,32,48.4,Matches
Cristian Cásseres Jr.,ve VEN,MF,23.0,21.6,1,0,0,42,35,0,22,27,34,0,1,0,136,15,26,36.6,Matches
Aron Dønnum,no NOR,"FW,MF",25.0,17.7,8,0,0,31,36,4,28,8,10,1,0,0,76,6,13,31.6,Matches
Mikkel Desler,dk DEN,DF,28.0,17.2,2,0,0,17,20,1,30,19,12,0,0,0,91,22,17,56.4,Matches
Stijn Spierings,nl NED,MF,27.0,16.8,5,0,0,40,18,0,11,26,40,1,0,0,150,15,9,62.5,Matches
Moussa Diarra,ml MLI,DF,22.0,15.5,5,0,0,22,18,0,16,20,12,0,0,0,63,21,16,56.8,Matches
Niklas Schmidt,de GER,MF,25.0,14.1,4,0,0,15,10,0,50,4,21,0,0,0,92,7,6,53.8,Matches
Frank Magri,cm CMR,"FW,MF",23.0,16.0,5,0,0,41,23,3,17,4,14,0,0,0,63,35,54,39.3,Matches
Yann Gboho,fr FRA,"MF,FW",22.0,13.3,1,0,0,9,38,2,15,4,4,2,0,0,56,5,7,41.7,Matches
Waren Kamanzi,no NOR,"DF,FW",22.0,13.2,1,0,0,12,14,0,20,9,24,0,0,0,47,9,21,30.0,Matches
Christian Mawissa,fr FRA,DF,18.0,12.4,3,0,0,13,9,0,4,22,15,0,0,0,76,19,27,41.3,Matches
Gelabert,es ESP,"MF,FW",22.0,8.4,1,0,0,10,14,0,9,5,8,0,0,0,45,9,10,47.4,Matches
Zakaria Aboukhlal,ma MAR,"MF,FW",23.0,8.4,2,0,0,17,15,8,5,1,8,1,0,0,21,6,7,46.2,Matches
Kévin Keben Biakolo,cm CMR,DF,19.0,5.8,1,0,0,10,5,0,3,8,2,0,0,0,32,6,9,40.0,Matches
Denis Genreau,au AUS,"MF,FW",24.0,5.2,0,0,0,9,10,0,7,6,9,0,0,0,41,6,6,50.0,Matches
Shavy Babicka,ga GAB,"FW,MF",23.0,4.1,0,0,0,5,4,1,13,0,8,0,0,0,18,5,6,45.5,Matches
Yanis Begraoui,ma MAR,"FW,MF",22.0,3.3,0,0,0,5,7,1,5,5,3,0,0,0,13,4,8,33.3,Matches
Ibrahim Cissoko,nl NED,"FW,MF",20.0,2.7,1,0,0,1,6,2,20,1,3,0,0,0,16,0,5,0.0,Matches
Naatan Skyttä,fi FIN,"MF,FW",21.0,1.3,0,0,0,1,2,0,2,0,4,0,0,0,10,0,3,0.0,Matches
Mamady Bangré,bf BFA,"FW,MF",22.0,1.1,2,0,0,3,0,1,4,4,2,0,0,0,12,1,3,25.0,Matches
Fares Chaïbi,dz ALG,"FW,MF",20.0,0.6,1,0,0,1,0,0,7,0,0,0,0,0,3,1,0,100.0,Matches
Squad Total,0,0,23.8,34.0,77,1,1,501,448,50,526,294,358,9,4,0,1759,472,421,52.9,0
Opponent Total,0,0,25.9,34.0,62,3,0,462,485,36,605,313,327,4,9,0,1719,421,472,47.1,0
