Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Guillaume Restes,fr FRA,GK,18.0,34.0,2,0.06,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Rasmus Nicolaisen,dk DEN,DF,26.0,32.5,16,0.49,8,0,1,4,1,2,1,0.03,1,0,0,0,0,0,Matches
Logan Costa,cv CPV,DF,22.0,29.4,21,0.71,21,0,0,0,0,0,2,0.07,2,0,0,0,0,0,Matches
Thijs Dallinga,nl NED,FW,22.0,27.9,49,1.76,33,0,4,8,2,2,9,0.32,6,0,0,2,1,0,Matches
Gabriel Suazo,cl CHI,DF,25.0,26.2,83,3.17,62,11,2,1,2,5,9,0.34,8,0,0,0,0,1,Matches
Vincent Sierro,ch SUI,MF,27.0,25.1,76,3.03,37,23,3,7,4,2,8,0.32,3,3,1,0,1,0,Matches
Cristian Cásseres Jr.,ve VEN,MF,23.0,21.6,37,1.71,26,5,1,2,0,3,4,0.18,4,0,0,0,0,0,Matches
Aron Dønnum,no NOR,"FW,MF",25.0,17.7,53,2.99,30,4,3,7,7,2,4,0.23,3,0,0,0,1,0,Matches
Mikkel Desler,dk DEN,DF,28.0,17.2,29,1.69,18,2,1,5,2,1,2,0.12,1,0,0,1,0,0,Matches
Stijn Spierings,nl NED,MF,27.0,16.8,41,2.44,34,1,1,3,1,1,3,0.18,3,0,0,0,0,0,Matches
Moussa Diarra,ml MLI,DF,22.0,15.5,21,1.35,17,1,0,1,2,0,6,0.39,4,0,0,0,2,0,Matches
Niklas Schmidt,de GER,MF,25.0,14.1,48,3.4,34,10,2,1,1,0,3,0.21,2,1,0,0,0,0,Matches
Frank Magri,cm CMR,"FW,MF",23.0,16.0,32,2.0,21,1,4,2,4,0,3,0.19,2,0,0,1,0,0,Matches
Yann Gboho,fr FRA,"MF,FW",22.0,13.3,39,2.94,27,0,7,1,4,0,7,0.53,5,0,0,0,2,0,Matches
Waren Kamanzi,no NOR,"DF,FW",22.0,13.2,23,1.74,19,2,0,1,0,1,3,0.23,3,0,0,0,0,0,Matches
Christian Mawissa,fr FRA,DF,18.0,12.4,15,1.21,12,0,1,1,0,1,1,0.08,1,0,0,0,0,0,Matches
Gelabert,es ESP,"MF,FW",22.0,8.4,21,2.5,15,3,1,1,1,0,3,0.36,2,1,0,0,0,0,Matches
Zakaria Aboukhlal,ma MAR,"MF,FW",23.0,8.4,20,2.39,10,0,2,3,3,2,2,0.24,0,0,0,1,1,0,Matches
Kévin Keben Biakolo,cm CMR,DF,19.0,5.8,4,0.69,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Denis Genreau,au AUS,"MF,FW",24.0,5.2,13,2.52,12,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Shavy Babicka,ga GAB,"FW,MF",23.0,4.1,9,2.17,7,0,0,2,0,0,2,0.48,2,0,0,0,0,0,Matches
Yanis Begraoui,ma MAR,"FW,MF",22.0,3.3,7,2.11,3,0,0,0,3,1,1,0.3,1,0,0,0,0,0,Matches
Ibrahim Cissoko,nl NED,"FW,MF",20.0,2.7,15,5.58,9,0,5,0,0,1,1,0.37,1,0,0,0,0,0,Matches
Naatan Skyttä,fi FIN,"MF,FW",21.0,1.3,10,7.5,7,1,1,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Mamady Bangré,bf BFA,"FW,MF",22.0,1.1,7,6.24,6,0,1,0,0,0,1,0.89,1,0,0,0,0,0,Matches
Fares Chaïbi,dz ALG,"FW,MF",20.0,0.6,3,4.66,2,1,0,0,0,0,1,1.55,0,1,0,0,0,0,Matches
Squad Total,0,0,23.8,34.0,694,20.41,475,66,40,52,37,24,76,2.24,55,6,1,5,8,1,0
Opponent Total,0,0,25.9,34.0,808,23.76,530,70,68,65,55,20,74,2.18,43,4,8,10,6,3,0
