Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Téji Savanier,fr FRA,MF,31.0,30.7,8,1,0,41,80,3,231,33,20,0,0,0,196,21,32,39.6,Matches
Benjamin Lecomte,fr FRA,GK,32.0,30.0,1,0,0,0,2,0,0,0,0,0,0,1,14,6,0,100.0,Matches
Joris Chotard,fr FRA,MF,21.0,28.7,5,0,0,30,18,0,33,44,52,0,1,0,207,25,23,52.1,Matches
Akor Adams,ng NGA,FW,23.0,25.0,2,0,0,39,22,26,12,5,4,0,0,0,55,54,69,43.9,Matches
Becir Omeragic,ch SUI,"DF,MF",21.0,25.7,4,0,0,18,16,0,3,27,29,0,0,0,108,30,41,42.3,Matches
Musa Al-Taamari,jo JOR,FW,26.0,21.4,0,0,0,11,51,8,22,4,16,2,0,0,101,10,19,34.5,Matches
Jordan Ferri,fr FRA,MF,31.0,22.6,6,0,0,48,43,0,38,13,22,0,1,0,174,10,20,33.3,Matches
Boubakar Kouyaté,ml MLI,DF,26.0,21.4,5,1,0,35,21,1,1,29,30,0,2,0,110,61,28,68.5,Matches
Issiaga Sylla,gn GUI,"DF,FW",29.0,16.2,3,0,0,21,10,3,43,23,17,0,0,0,90,18,15,54.5,Matches
Falaye Sacko,ml MLI,DF,28.0,15.4,0,0,0,8,8,0,27,24,16,0,0,1,107,15,23,39.5,Matches
Arnaud Nordin,fr FRA,"FW,MF",25.0,13.8,1,1,0,14,41,1,35,2,6,1,0,0,56,9,10,47.4,Matches
Christopher Jullien,fr FRA,DF,30.0,13.7,5,0,0,13,5,0,1,12,12,0,0,0,47,45,25,64.3,Matches
Wahbi Khazri,tn TUN,FW,32.0,12.6,6,0,0,19,23,7,11,3,17,0,0,0,57,9,13,40.9,Matches
Modibo Sagnan,ml MLI,DF,24.0,11.7,5,0,0,19,8,0,1,15,22,0,0,0,51,20,10,66.7,Matches
Maxime Estève,fr FRA,DF,21.0,11.1,2,0,0,11,7,0,2,18,12,0,0,1,52,18,13,58.1,Matches
Lucas Mincarelli,fr FRA,"DF,MF",19.0,10.9,1,1,0,4,10,0,26,8,16,0,1,0,50,10,13,43.5,Matches
Enzo Tchato,cm CMR,DF,20.0,12.5,2,0,0,15,5,0,49,11,17,0,0,0,42,10,11,47.6,Matches
Khalil Fayad,fr FRA,"FW,MF",19.0,11.4,2,0,0,22,24,1,13,14,15,0,0,0,54,12,14,46.2,Matches
Silvan Hefti,ch SUI,"DF,FW",25.0,7.9,1,0,0,5,8,0,19,8,15,0,0,0,39,3,8,27.3,Matches
Tanguy Coulibaly,fr FRA,"FW,MF",22.0,6.9,2,0,0,12,14,0,8,2,11,1,0,0,44,8,9,47.1,Matches
Dimitry Bertaud,cd COD,GK,25.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,100.0,Matches
Léo Leroy,fr FRA,MF,23.0,5.5,4,0,0,19,5,0,1,7,10,0,0,0,37,8,9,47.1,Matches
Théo Sainte-Luce,fr FRA,DF,24.0,3.8,1,0,0,3,4,0,7,3,7,0,0,0,23,3,4,42.9,Matches
Yann Karamoh,fr FRA,"FW,MF",25.0,3.2,1,0,0,7,7,2,5,0,0,0,0,0,17,2,13,13.3,Matches
Axel Gueguin,fr FRA,"DF,FW",18.0,1.5,0,0,0,0,3,0,2,2,5,0,0,0,10,2,2,50.0,Matches
Othmane Maamma,fr FRA,FW,17.0,1.0,0,0,0,0,1,0,4,0,3,0,0,0,9,0,1,0.0,Matches
Kelvin Yeboah,it ITA,FW,23.0,3.1,0,0,0,11,8,3,3,1,2,0,0,0,16,11,16,40.7,Matches
Sacha Delaye,fr FRA,"MF,FW",21.0,1.4,1,0,0,6,1,0,3,0,2,0,0,0,8,1,6,14.3,Matches
Elye Wahi,fr FRA,FW,20.0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,100.0,Matches
Yanis Issoufou,fr FRA,MF,16.0,0.1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,0.0,Matches
Mamadou Sakho,fr FRA,DF,33.0,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,50.0,Matches
Squad Total,0,0,26.1,34.0,68,4,0,432,447,55,601,308,379,4,5,3,1784,426,449,48.7,0
Opponent Total,0,0,25.8,34.0,81,5,3,473,406,49,669,302,362,5,7,2,1854,449,426,51.3,0
