Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches
Téji Savanier,fr FRA,MF,31.0,32,32,2765.0,30.7,9.0,6.0,15.0,2.0,7.0,7.0,8.0,1.0,9.1,3.6,6.9,10.5,39.0,224.0,108.0,0.29,0.2,0.49,0.07,0.26,0.29,0.22,0.52,0.12,0.34,Matches
Benjamin Lecomte,fr FRA,GK,32.0,30,30,2700.0,30.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.02,0.02,0.0,0.02,Matches
Joris Chotard,fr FRA,MF,21.0,31,30,2587.0,28.7,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.6,0.6,1.9,2.6,12.0,111.0,40.0,0.0,0.1,0.1,0.0,0.1,0.02,0.07,0.09,0.02,0.09,Matches
Akor Adams,ng NGA,FW,23.0,32,27,2252.0,25.0,8.0,1.0,9.0,8.0,0.0,0.0,2.0,0.0,12.4,12.4,1.9,14.3,40.0,17.0,127.0,0.32,0.04,0.36,0.32,0.36,0.5,0.07,0.57,0.5,0.57,Matches
Becir Omeragic,ch SUI,"DF,MF",21.0,28,26,2312.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,0.7,1.2,21.0,71.0,12.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches
Musa Al-Taamari,jo JOR,FW,26.0,27,24,1928.0,21.4,5.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,3.6,3.6,3.5,7.1,81.0,54.0,168.0,0.23,0.09,0.33,0.23,0.33,0.17,0.16,0.33,0.17,0.33,Matches
Jordan Ferri,fr FRA,MF,31.0,30,23,2031.0,22.6,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.6,0.6,1.9,2.5,37.0,173.0,68.0,0.04,0.04,0.09,0.04,0.09,0.03,0.09,0.11,0.03,0.11,Matches
Boubakar Kouyaté,ml MLI,DF,26.0,23,22,1928.0,21.4,0.0,2.0,2.0,0.0,0.0,0.0,5.0,1.0,0.8,0.8,1.3,2.1,4.0,58.0,3.0,0.0,0.09,0.09,0.0,0.09,0.04,0.06,0.1,0.04,0.1,Matches
Issiaga Sylla,gn GUI,"DF,FW",29.0,19,17,1455.0,16.2,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,1.4,1.4,1.7,3.1,29.0,43.0,51.0,0.06,0.12,0.19,0.06,0.19,0.09,0.11,0.19,0.09,0.19,Matches
Falaye Sacko,ml MLI,DF,28.0,19,15,1382.0,15.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,38.0,63.0,42.0,0.0,0.07,0.07,0.0,0.07,0.0,0.03,0.03,0.0,0.03,Matches
Arnaud Nordin,fr FRA,"FW,MF",25.0,20,15,1246.0,13.8,5.0,3.0,8.0,5.0,0.0,0.0,1.0,1.0,3.6,3.6,3.0,6.5,56.0,52.0,125.0,0.36,0.22,0.58,0.36,0.58,0.26,0.21,0.47,0.26,0.47,Matches
Christopher Jullien,fr FRA,DF,30.0,20,13,1233.0,13.7,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.1,1.1,0.1,1.2,1.0,26.0,4.0,0.07,0.0,0.07,0.07,0.07,0.08,0.0,0.09,0.08,0.09,Matches
Wahbi Khazri,tn TUN,FW,32.0,25,13,1131.0,12.6,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,3.3,3.3,1.2,4.5,27.0,33.0,76.0,0.08,0.0,0.08,0.08,0.08,0.26,0.1,0.36,0.26,0.36,Matches
Modibo Sagnan,ml MLI,DF,24.0,13,12,1054.0,11.7,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,1.2,1.2,0.3,1.5,7.0,25.0,5.0,0.17,0.0,0.17,0.17,0.17,0.1,0.03,0.13,0.1,0.13,Matches
Maxime Estève,fr FRA,DF,21.0,12,12,995.0,11.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,0.5,8.0,23.0,10.0,0.09,0.09,0.18,0.09,0.18,0.02,0.02,0.04,0.02,0.04,Matches
Lucas Mincarelli,fr FRA,"DF,MF",19.0,13,12,978.0,10.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.4,0.4,0.6,0.9,24.0,26.0,40.0,0.09,0.09,0.18,0.09,0.18,0.03,0.05,0.09,0.03,0.09,Matches
Enzo Tchato,cm CMR,DF,20.0,17,11,1125.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.3,0.6,26.0,46.0,57.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.05,0.03,0.05,Matches
Khalil Fayad,fr FRA,"FW,MF",19.0,23,11,1025.0,11.4,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,1.9,1.9,0.5,2.4,18.0,35.0,47.0,0.26,0.0,0.26,0.26,0.26,0.17,0.04,0.21,0.17,0.21,Matches
Silvan Hefti,ch SUI,"DF,FW",25.0,11,9,711.0,7.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,1.0,1.2,14.0,25.0,36.0,0.0,0.13,0.13,0.0,0.13,0.03,0.13,0.15,0.03,0.15,Matches
Tanguy Coulibaly,fr FRA,"FW,MF",22.0,16,7,623.0,6.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.6,2.6,0.8,3.3,27.0,13.0,48.0,0.14,0.0,0.14,0.14,0.14,0.37,0.11,0.48,0.37,0.48,Matches
Dimitry Bertaud,cd COD,GK,25.0,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Léo Leroy,fr FRA,MF,23.0,21,3,499.0,5.5,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,0.7,1.5,8.0,21.0,9.0,0.0,0.18,0.18,0.0,0.18,0.15,0.13,0.28,0.15,0.28,Matches
Théo Sainte-Luce,fr FRA,DF,24.0,6,3,346.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,8.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches
Yann Karamoh,fr FRA,"FW,MF",25.0,12,1,284.0,3.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.2,1.0,7.0,3.0,28.0,0.32,0.0,0.32,0.32,0.32,0.26,0.06,0.32,0.26,0.32,Matches
Axel Gueguin,fr FRA,"DF,FW",18.0,3,1,132.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches
Othmane Maamma,fr FRA,FW,17.0,2,1,88.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.7,7.0,2.0,3.0,1.02,0.0,1.02,1.02,1.02,0.27,0.47,0.74,0.27,0.74,Matches
Kelvin Yeboah,it ITA,FW,23.0,13,0,276.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.7,9.0,5.0,25.0,0.0,0.0,0.0,0.0,0.0,0.15,0.08,0.24,0.15,0.24,Matches
Sacha Delaye,fr FRA,"MF,FW",21.0,9,0,130.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.4,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.23,0.07,0.3,0.23,0.3,Matches
Elye Wahi,fr FRA,FW,20.0,1,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23,4.23,0.0,4.23,Matches
Yanis Issoufou,fr FRA,MF,16.0,1,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mamadou Sakho,fr FRA,DF,33.0,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Téo Allix,fr FRA,DF,19.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Belmin Dizdarević,ba BIH,GK,21.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cheikh Faye,sn SEN,DF,24.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Junior Ndiaye,fr FRA,FW,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,26.1,34,374,3060.0,34.0,41.0,26.0,67.0,34.0,7.0,7.0,68.0,4.0,46.0,40.9,31.1,72.0,553.0,1174.0,1155.0,1.21,0.76,1.97,1.0,1.76,1.35,0.91,2.27,1.2,2.12,0
Opponent Total,0,0,25.8,34,374,3060.0,34.0,45.0,32.0,77.0,41.0,4.0,5.0,81.0,5.0,50.9,46.9,36.7,83.6,770.0,1714.0,1698.0,1.32,0.94,2.26,1.21,2.15,1.5,1.08,2.58,1.38,2.46,0
