Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Téji Savanier,fr FRA,MF,31.0,30.7,2283,58,434,1212,682,52,2276,108,55,50.9,42,38.9,1525,8329,3398,39,59,8,59,38,1409,108,Matches
Benjamin Lecomte,fr FRA,GK,32.0,30.0,1082,846,1067,16,0,0,1082,0,0,0.0,0,0.0,699,4248,2923,0,0,0,0,0,467,0,Matches
Joris Chotard,fr FRA,MF,21.0,28.7,1481,118,483,809,201,18,1481,14,3,21.4,9,64.3,952,4381,1727,12,18,2,22,13,793,40,Matches
Akor Adams,ng NGA,FW,23.0,25.0,638,17,61,266,323,118,638,44,14,31.8,26,59.1,442,2673,1004,40,23,22,68,30,472,127,Matches
Becir Omeragic,ch SUI,"DF,MF",21.0,25.7,1283,184,614,616,69,19,1283,9,6,66.7,3,33.3,891,5610,3032,21,13,2,9,3,811,12,Matches
Musa Al-Taamari,jo JOR,FW,26.0,21.4,843,8,95,331,444,92,843,115,44,38.3,61,53.0,641,5046,2262,81,59,46,80,32,603,168,Matches
Jordan Ferri,fr FRA,MF,31.0,22.6,1525,51,347,877,320,18,1525,36,17,47.2,19,52.8,1231,6540,2900,37,43,5,45,33,1132,68,Matches
Boubakar Kouyaté,ml MLI,DF,26.0,21.4,1155,170,630,490,36,21,1155,3,3,100.0,0,0.0,704,3753,1773,4,3,1,15,2,622,3,Matches
Issiaga Sylla,gn GUI,"DF,FW",29.0,16.2,899,82,289,410,212,30,899,19,10,52.6,9,47.4,531,3116,1562,29,21,2,30,14,452,51,Matches
Falaye Sacko,ml MLI,DF,28.0,15.4,922,54,288,425,220,11,922,19,11,57.9,8,42.1,548,3276,1612,38,28,5,14,7,472,42,Matches
Arnaud Nordin,fr FRA,"FW,MF",25.0,13.8,551,6,66,227,271,66,551,55,33,60.0,15,27.3,441,3428,1667,56,48,25,42,19,422,125,Matches
Christopher Jullien,fr FRA,DF,30.0,13.7,688,169,402,275,13,10,688,2,1,50.0,0,0.0,402,2023,931,1,1,0,7,0,364,4,Matches
Wahbi Khazri,tn TUN,FW,32.0,12.6,483,14,67,233,192,52,483,38,14,36.8,23,60.5,363,2339,1031,27,22,10,31,14,351,76,Matches
Modibo Sagnan,ml MLI,DF,24.0,11.7,676,107,342,306,31,13,676,2,2,100.0,0,0.0,447,2290,1211,7,3,0,6,3,408,5,Matches
Maxime Estève,fr FRA,DF,21.0,11.1,493,79,256,218,26,9,493,5,2,40.0,3,60.0,282,1411,699,8,4,1,5,1,249,10,Matches
Lucas Mincarelli,fr FRA,"DF,MF",19.0,10.9,572,38,190,253,135,10,572,22,8,36.4,13,59.1,312,2156,998,24,27,1,11,15,276,40,Matches
Enzo Tchato,cm CMR,DF,20.0,12.5,741,39,222,332,196,10,741,5,4,80.0,1,20.0,462,2825,1543,26,31,3,9,2,425,57,Matches
Khalil Fayad,fr FRA,"FW,MF",19.0,11.4,473,12,95,242,139,24,473,23,10,43.5,11,47.8,338,1944,832,18,14,4,15,14,307,47,Matches
Silvan Hefti,ch SUI,"DF,FW",25.0,7.9,391,21,128,162,107,10,391,10,7,70.0,2,20.0,238,1488,736,14,9,1,5,6,209,36,Matches
Tanguy Coulibaly,fr FRA,"FW,MF",22.0,6.9,289,3,61,116,125,36,289,26,17,65.4,7,26.9,207,1736,871,27,24,14,31,15,192,48,Matches
Dimitry Bertaud,cd COD,GK,25.0,4.0,152,139,152,0,0,0,152,0,0,0.0,0,0.0,111,628,307,0,0,0,0,0,62,0,Matches
Léo Leroy,fr FRA,MF,23.0,5.5,270,18,98,130,48,6,270,14,5,35.7,9,64.3,168,944,408,8,5,1,8,5,145,9,Matches
Théo Sainte-Luce,fr FRA,DF,24.0,3.8,229,20,80,109,43,4,229,9,3,33.3,5,55.6,120,639,326,8,6,1,5,1,110,6,Matches
Yann Karamoh,fr FRA,"FW,MF",25.0,3.2,134,1,11,57,68,8,134,12,6,50.0,6,50.0,103,742,257,7,8,0,14,9,103,28,Matches
Axel Gueguin,fr FRA,"DF,FW",18.0,1.5,68,4,30,24,14,2,68,2,1,50.0,1,50.0,35,240,86,2,2,1,3,3,29,6,Matches
Othmane Maamma,fr FRA,FW,17.0,1.0,49,1,9,23,22,5,49,10,6,60.0,4,40.0,39,448,138,7,6,3,5,5,35,3,Matches
Kelvin Yeboah,it ITA,FW,23.0,3.1,126,7,23,43,61,18,126,14,8,57.1,4,28.6,89,615,280,9,6,6,13,6,85,25,Matches
Sacha Delaye,fr FRA,"MF,FW",21.0,1.4,72,0,8,24,41,9,72,3,2,66.7,1,33.3,48,284,132,2,4,1,6,0,45,8,Matches
Elye Wahi,fr FRA,FW,20.0,0.2,10,0,0,5,6,1,10,1,1,100.0,0,0.0,8,82,17,1,1,1,3,0,8,2,Matches
Yanis Issoufou,fr FRA,MF,16.0,0.1,3,0,1,1,2,0,3,1,0,0.0,1,100.0,5,31,0,0,1,0,0,1,3,1,Matches
Mamadou Sakho,fr FRA,DF,33.0,0.1,18,1,11,7,0,0,18,0,0,0.0,0,0.0,15,50,36,0,0,0,0,0,15,0,Matches
Squad Total,0,0,26.1,34.0,18599,2267,6560,8239,4047,672,18592,621,293,47.2,283,45.6,12397,73315,34699,553,489,166,561,291,11076,1155,0
Opponent Total,0,0,25.8,34.0,22267,2128,6110,10662,5755,860,22262,741,381,51.4,310,41.8,16071,93731,45022,770,685,185,596,309,14717,1698,0
