Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
Téji Savanier,fr FRA,MF,31.0,30.7,9,75,22,29.3,2.44,0.72,0.03,0.09,26.8,21,7,7,9.1,3.6,0.05,-0.1,-1.6,Matches
Benjamin Lecomte,fr FRA,GK,32.0,30.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Joris Chotard,fr FRA,MF,21.0,28.7,0,21,7,33.3,0.73,0.24,0.0,0.0,26.1,0,0,0,0.6,0.6,0.03,-0.6,-0.6,Matches
Akor Adams,ng NGA,FW,23.0,25.0,8,79,32,40.5,3.16,1.28,0.1,0.25,14.5,0,0,0,12.4,12.4,0.16,-4.4,-4.4,Matches
Becir Omeragic,ch SUI,"DF,MF",21.0,25.7,0,9,3,33.3,0.35,0.12,0.0,0.0,16.1,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Musa Al-Taamari,jo JOR,FW,26.0,21.4,5,46,19,41.3,2.15,0.89,0.11,0.26,17.8,0,0,0,3.6,3.6,0.08,1.4,1.4,Matches
Jordan Ferri,fr FRA,MF,31.0,22.6,1,9,1,11.1,0.4,0.04,0.11,1.0,22.0,1,0,0,0.6,0.6,0.07,0.4,0.4,Matches
Boubakar Kouyaté,ml MLI,DF,26.0,21.4,0,14,2,14.3,0.65,0.09,0.0,0.0,11.4,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
Issiaga Sylla,gn GUI,"DF,FW",29.0,16.2,1,13,5,38.5,0.8,0.31,0.08,0.2,14.6,0,0,0,1.4,1.4,0.11,-0.4,-0.4,Matches
Falaye Sacko,ml MLI,DF,28.0,15.4,0,1,0,0.0,0.07,0.0,0.0,0.0,27.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Arnaud Nordin,fr FRA,"FW,MF",25.0,13.8,5,29,11,37.9,2.09,0.79,0.17,0.45,16.0,0,0,0,3.6,3.6,0.12,1.4,1.4,Matches
Christopher Jullien,fr FRA,DF,30.0,13.7,1,7,1,14.3,0.51,0.07,0.14,1.0,8.0,0,0,0,1.1,1.1,0.16,-0.1,-0.1,Matches
Wahbi Khazri,tn TUN,FW,32.0,12.6,1,42,15,35.7,3.34,1.19,0.02,0.07,21.3,0,0,0,3.3,3.3,0.08,-2.3,-2.3,Matches
