Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Benjamin Lecomte,fr FRA,GK,32.0,30,30,2700,30.0,37,1.23,137,102,75.9,9,11,10,10,33.3,5,4,1,0,20.0,Matches
Dimitry Bertaud,cd COD,GK,25.0,4,4,360,4.0,11,2.75,34,23,67.6,1,1,2,0,0.0,0,0,0,0,0.0,Matches
Squad Total,0,0,26.1,34,34,3060,34.0,48,1.41,171,125,74.3,10,12,12,10,29.4,5,4,1,0,20.0,0
Opponent Total,0,0,25.8,34,34,3060,34.0,43,1.26,160,119,77.5,12,12,10,10,29.4,7,7,0,0,0.0,0
