Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Téji Savanier,fr FRA,MF,31.0,30.7,37,20,16,15,6,14,63,22.2,49,36,8,28,33,70,28,1,Matches
Benjamin Lecomte,fr FRA,GK,32.0,30.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,16,1,Matches
Joris Chotard,fr FRA,MF,21.0,28.7,81,52,45,25,11,48,96,50.0,48,47,21,26,44,125,60,0,Matches
Akor Adams,ng NGA,FW,23.0,25.0,12,4,3,4,5,3,7,42.9,4,9,2,7,5,17,11,0,Matches
Becir Omeragic,ch SUI,"DF,MF",21.0,25.7,48,29,31,13,4,20,33,60.6,13,51,29,22,27,75,65,0,Matches
Musa Al-Taamari,jo JOR,FW,26.0,21.4,20,16,10,5,5,9,21,42.9,12,18,2,16,4,24,5,0,Matches
Jordan Ferri,fr FRA,MF,31.0,22.6,36,22,16,17,3,20,67,29.9,47,19,1,18,13,49,23,0,Matches
Boubakar Kouyaté,ml MLI,DF,26.0,21.4,49,30,39,8,2,28,51,54.9,23,31,20,11,29,78,123,1,Matches
Issiaga Sylla,gn GUI,"DF,FW",29.0,16.2,28,17,20,6,2,16,34,47.1,18,21,7,14,23,51,53,0,Matches
Falaye Sacko,ml MLI,DF,28.0,15.4,28,16,13,10,5,21,32,65.6,11,19,7,12,24,52,37,0,Matches
Arnaud Nordin,fr FRA,"FW,MF",25.0,13.8,12,6,3,5,4,6,16,37.5,10,11,0,11,2,14,10,0,Matches
Christopher Jullien,fr FRA,DF,30.0,13.7,16,12,11,5,0,6,17,35.3,11,25,20,5,12,28,106,2,Matches
Wahbi Khazri,tn TUN,FW,32.0,12.6,24,17,8,12,4,14,35,40.0,21,10,0,10,3,27,7,0,Matches
Modibo Sagnan,ml MLI,DF,24.0,11.7,34,22,23,9,2,15,25,60.0,10,13,9,4,15,49,67,0,Matches
Maxime Estève,fr FRA,DF,21.0,11.1,16,12,11,5,0,10,15,66.7,5,13,9,4,18,34,50,0,Matches
Lucas Mincarelli,fr FRA,"DF,MF",19.0,10.9,29,16,19,6,4,17,34,50.0,17,17,4,13,8,37,27,0,Matches
Enzo Tchato,cm CMR,DF,20.0,12.5,26,17,18,4,4,11,25,44.0,14,20,7,13,11,37,25,0,Matches
Khalil Fayad,fr FRA,"FW,MF",19.0,11.4,28,15,17,7,4,9,22,40.9,13,15,3,12,14,42,6,0,Matches
Silvan Hefti,ch SUI,"DF,FW",25.0,7.9,21,15,10,7,4,15,29,51.7,14,7,2,5,8,29,11,0,Matches
Tanguy Coulibaly,fr FRA,"FW,MF",22.0,6.9,13,11,8,4,1,4,9,44.4,5,11,1,10,2,15,2,0,Matches
Dimitry Bertaud,cd COD,GK,25.0,4.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Léo Leroy,fr FRA,MF,23.0,5.5,19,10,8,8,3,6,21,28.6,15,12,3,9,7,26,8,0,Matches
Théo Sainte-Luce,fr FRA,DF,24.0,3.8,17,7,10,6,1,11,19,57.9,8,9,4,5,3,20,15,0,Matches
Yann Karamoh,fr FRA,"FW,MF",25.0,3.2,1,0,0,0,1,1,2,50.0,1,3,0,3,0,1,0,0,Matches
Axel Gueguin,fr FRA,"DF,FW",18.0,1.5,9,5,6,2,1,2,6,33.3,4,2,0,2,2,11,6,0,Matches
Othmane Maamma,fr FRA,FW,17.0,1.0,3,3,2,0,1,1,1,100.0,0,3,0,3,0,3,0,0,Matches
Kelvin Yeboah,it ITA,FW,23.0,3.1,4,2,2,2,0,1,3,33.3,2,3,2,1,1,5,3,0,Matches
Sacha Delaye,fr FRA,"MF,FW",21.0,1.4,7,2,2,2,3,1,6,16.7,5,2,0,2,0,7,1,0,Matches
Elye Wahi,fr FRA,FW,20.0,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Yanis Issoufou,fr FRA,MF,16.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Mamadou Sakho,fr FRA,DF,33.0,0.1,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,Matches
Squad Total,0,0,26.1,34.0,619,379,352,187,80,310,691,44.9,381,427,161,266,308,927,766,5,0
Opponent Total,0,0,25.8,34.0,574,362,273,224,77,283,576,49.1,293,410,121,289,302,876,703,10,0
