Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Maikel Mesa,es ESP,"MF,FW",33-017,33.3,21,13,4,17,0,9,29,31.0,20,24,4,20,13,34,15,0,Matches
Alejandro Francés,es ESP,DF,21-325,35.5,55,31,33,19,3,28,40,70.0,12,24,14,10,55,110,138,0,Matches
Jair Amador,gq EQG,DF,34-305,31.7,36,19,25,10,1,14,15,93.3,1,32,19,13,44,80,169,3,Matches
Ivan Monzón,es ESP,FW,21-180,27.3,22,13,3,9,10,7,15,46.7,8,12,1,11,2,24,21,0,Matches
Toni Moya,es ESP,MF,26-093,28.5,58,39,26,27,5,31,54,57.4,23,31,8,23,16,74,33,1,Matches
Marc Aguado,es ESP,MF,24-120,26.8,69,48,30,33,6,33,52,63.5,19,47,8,39,44,113,41,0,Matches
Fran Gámez,es ESP,DF,32-330,25.4,72,40,37,26,9,45,69,65.2,24,32,8,24,33,105,45,0,Matches
Santiago Mouriño,uy URU,DF,22-129,23.8,64,39,35,26,3,27,42,64.3,15,27,7,20,30,94,89,1,Matches
Germán Valera,es ESP,"MF,FW",22-097,24.6,36,21,16,15,5,13,33,39.4,20,25,2,23,19,55,25,0,Matches
Victor Mollejo,es ESP,"FW,MF",23-152,20.3,30,21,15,10,5,17,37,45.9,20,16,1,15,11,41,18,0,Matches
Francho Serrano,es ESP,MF,22-248,18.9,37,20,10,18,9,23,39,59.0,16,20,5,15,8,45,22,0,Matches
Jaume Grau,es ESP,MF,27-047,20.4,59,39,18,34,7,29,60,48.3,31,35,12,23,25,84,27,2,Matches
Édgar Badía,es ESP,GK,32-130,18.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,6,0,Matches
Quentin Lecoeuche,fr FRA,DF,30-138,17.3,22,12,13,9,0,13,21,61.9,8,17,4,13,20,42,37,0,Matches
Lluis López,es ESP,DF,27-108,14.6,18,11,12,6,0,6,11,54.5,5,13,5,8,12,30,61,1,Matches
Sinan Bakış,tr TUR,FW,30-060,12.4,7,4,2,4,1,0,4,0.0,4,6,2,4,1,8,13,0,Matches
Cristian Álvarez,ar ARG,GK,38-221,12.7,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,Matches
Rebollo,es ESP,GK,24-194,9.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,10,1,Matches
Manu Vallejo,es ESP,"FW,MF",27-128,10.3,18,13,8,5,5,13,28,46.4,15,14,0,14,7,25,8,0,Matches
Andrés Martín,es ESP,DF,22-242,8.4,34,18,23,8,3,15,22,68.2,7,8,1,7,19,53,27,0,Matches
Adrián Liso,es ESP,"FW,MF",19-080,8.1,14,8,6,5,3,4,13,30.8,9,7,0,7,6,20,2,0,Matches
Akim Zedadka,dz ALG,DF,29-022,7.6,17,8,10,5,2,13,17,76.5,4,10,2,8,12,29,26,0,Matches
Carlos Nieto,es ESP,DF,28-046,4.3,7,3,2,4,1,3,5,60.0,2,3,0,3,6,13,8,0,Matches
Sergio Bermejo,es ESP,"MF,FW",26-309,6.6,9,5,5,4,0,4,10,40.0,6,5,0,5,4,13,3,0,Matches
Sergi Enrich,es ESP,"FW,MF",34-116,7.6,14,11,1,8,5,8,13,61.5,5,5,0,5,4,18,16,0,Matches
Gaëtan Poussin,fr FRA,GK,25-160,2.3,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,2,2,Matches
Marcos Luna,es ESP,DF,21-077,1.9,3,3,3,0,0,2,5,40.0,3,1,1,0,3,6,7,0,Matches
Lucas Terrer,es ESP,MF,19-014,1.7,3,2,1,1,1,2,2,100.0,0,0,0,0,1,4,0,0,Matches
Raúl Guti,es ESP,MF,27-174,0.6,3,2,2,1,0,2,2,100.0,0,0,0,0,1,4,0,0,Matches
Alberto Vaquero,es ESP,"MF,FW",20-222,0.7,1,1,0,1,0,1,1,100.0,0,1,1,0,0,1,1,0,Matches
Pau Sans,es ESP,"MF,FW",19-210,0.4,1,0,0,0,1,1,4,25.0,3,1,0,1,0,1,1,0,Matches
Cuenca,es ESP,"FW,DF",21-227,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,Matches
Juan Sebastian Serrano,es ESP,FW,22-135,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Pablo Cortés,es ESP,DF,20-024,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Squad Total,0,0,27.1,42.0,730,444,340,305,85,363,644,56.4,281,416,105,311,397,1127,874,11,0
Opponent Total,0,0,27.7,42.0,611,392,267,274,70,281,555,50.6,274,416,116,300,314,925,1011,9,0
