Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Maikel Mesa,es ESP,"MF,FW",33-017,33.3,59,1.77,42,6,1,5,4,1,6,0.18,2,0,0,2,1,1,Matches
Alejandro Francés,es ESP,DF,21-325,35.5,45,1.27,33,3,2,2,2,3,5,0.14,4,0,0,0,1,0,Matches
Jair Amador,gq EQG,DF,34-305,31.7,14,0.44,10,1,0,2,0,1,2,0.06,1,0,0,1,0,0,Matches
Ivan Monzón,es ESP,FW,21-180,27.3,60,2.2,33,0,5,7,13,2,2,0.07,0,0,0,2,0,0,Matches
Toni Moya,es ESP,MF,26-093,28.5,105,3.68,57,36,4,7,0,1,8,0.28,4,1,1,2,0,0,Matches
Marc Aguado,es ESP,MF,24-120,26.8,39,1.46,37,0,0,0,2,0,2,0.07,2,0,0,0,0,0,Matches
Fran Gámez,es ESP,DF,32-330,25.4,67,2.64,53,11,0,0,1,2,7,0.28,6,0,0,0,0,1,Matches
Santiago Mouriño,uy URU,DF,22-129,23.8,24,1.01,12,3,3,0,5,1,2,0.08,1,0,0,0,1,0,Matches
Germán Valera,es ESP,"MF,FW",22-097,24.6,76,3.1,50,4,10,5,6,1,6,0.24,4,0,1,1,0,0,Matches
Victor Mollejo,es ESP,"FW,MF",23-152,20.3,30,1.48,20,0,4,2,2,2,2,0.1,2,0,0,0,0,0,Matches
Francho Serrano,es ESP,MF,22-248,18.9,50,2.64,35,4,2,2,5,2,3,0.16,1,0,1,1,0,0,Matches
Jaume Grau,es ESP,MF,27-047,20.4,25,1.22,20,0,0,1,1,3,4,0.2,3,0,0,1,0,0,Matches
Édgar Badía,es ESP,GK,32-130,18.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Quentin Lecoeuche,fr FRA,DF,30-138,17.3,40,2.32,22,14,2,0,1,1,2,0.12,1,1,0,0,0,0,Matches
Lluis López,es ESP,DF,27-108,14.6,8,0.55,5,0,1,1,0,1,2,0.14,2,0,0,0,0,0,Matches
Sinan Bakış,tr TUR,FW,30-060,12.4,15,1.21,7,0,4,4,0,0,1,0.08,1,0,0,0,0,0,Matches
Cristian Álvarez,ar ARG,GK,38-221,12.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Rebollo,es ESP,GK,24-194,9.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Manu Vallejo,es ESP,"FW,MF",27-128,10.3,28,2.72,17,3,4,1,2,1,3,0.29,2,0,0,0,0,1,Matches
Andrés Martín,es ESP,DF,22-242,8.4,16,1.91,15,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Adrián Liso,es ESP,"FW,MF",19-080,8.1,21,2.6,10,0,2,5,3,1,1,0.12,0,0,1,0,0,0,Matches
Akim Zedadka,dz ALG,DF,29-022,7.6,15,1.98,13,1,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Carlos Nieto,es ESP,DF,28-046,4.3,7,1.61,4,1,1,1,0,0,1,0.23,1,0,0,0,0,0,Matches
Sergio Bermejo,es ESP,"MF,FW",26-309,6.6,26,3.95,17,5,1,0,3,0,0,0.0,0,0,0,0,0,0,Matches
Sergi Enrich,es ESP,"FW,MF",34-116,7.6,16,2.09,11,0,0,5,0,0,0,0.0,0,0,0,0,0,0,Matches
Gaëtan Poussin,fr FRA,GK,25-160,2.3,1,0.43,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Marcos Luna,es ESP,DF,21-077,1.9,4,2.13,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Lucas Terrer,es ESP,MF,19-014,1.7,3,1.72,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Raúl Guti,es ESP,MF,27-174,0.6,2,3.27,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Alberto Vaquero,es ESP,"MF,FW",20-222,0.7,2,2.95,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Pau Sans,es ESP,"MF,FW",19-210,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Cuenca,es ESP,"FW,DF",21-227,0.1,2,15.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Juan Sebastian Serrano,es ESP,FW,22-135,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Pablo Cortés,es ESP,DF,20-024,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,0,0,27.1,42.0,800,19.05,534,93,49,51,50,23,59,1.4,37,2,4,10,3,3,0
Opponent Total,0,0,27.7,42.0,739,17.6,540,77,38,37,36,11,72,1.71,52,6,5,5,2,2,0
