Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Édgar Badía,es ESP,GK,32-130,18,18,1620,18.0,15,0.83,52,38,71.2,5,7,6,6,33.3,0,0,0,0,0.0,Matches
Cristian Álvarez,ar ARG,GK,38-221,13,13,1141,12.7,12,0.95,41,30,70.7,6,2,5,4,30.8,0,0,0,0,0.0,Matches
Rebollo,es ESP,GK,24-194,9,9,810,9.0,10,1.11,29,19,65.5,1,5,3,2,22.2,1,0,0,1,0.0,Matches
Gaëtan Poussin,fr FRA,GK,25-160,4,2,209,2.3,5,2.15,8,3,37.5,0,1,1,1,50.0,0,0,0,0,0.0,Matches
Squad Total,0,0,27.1,42,42,3780,42.0,42,1.0,130,90,67.7,12,15,15,13,31.0,1,0,0,1,0.0,0
Opponent Total,0,0,27.7,42,42,3780,42.0,42,1.0,152,113,74.3,15,15,12,15,35.7,3,3,0,0,0.0,0
