Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Maikel Mesa,es ESP,"MF,FW",33-017,41,2997.0,73.0,79.3,33.3,38,77.0,9,3,20.0,0,1.22,37.0,34.0,3.0,0.09,0.43,32.0,27.0,5.1,0.15,-0.01,Matches
Alejandro Francés,es ESP,DF,21-325,36,3195.0,89.0,84.5,35.5,35,90.0,35,1,45.0,2,1.25,34.0,32.0,2.0,0.06,0.36,35.1,28.2,6.8,0.19,0.25,Matches
Jair Amador,gq EQG,DF,34-305,34,2851.0,84.0,75.4,31.7,32,88.0,27,2,25.0,7,1.18,30.0,33.0,-3.0,-0.09,-0.39,31.7,28.0,3.7,0.12,-0.15,Matches
Ivan Monzón,es ESP,FW,21-180,36,2456.0,68.0,65.0,27.3,30,76.0,8,6,30.0,0,1.17,26.0,24.0,2.0,0.07,0.21,26.1,19.8,6.2,0.23,0.22,Matches
Toni Moya,es ESP,MF,26-093,36,2568.0,71.0,67.9,28.5,29,82.0,16,7,28.0,3,1.28,30.0,29.0,1.0,0.04,0.11,29.6,23.3,6.3,0.22,0.21,Matches
Marc Aguado,es ESP,MF,24-120,35,2411.0,69.0,63.8,26.8,29,80.0,12,6,17.0,2,1.26,29.0,19.0,10.0,0.37,1.03,22.6,22.3,0.2,0.01,-0.4,Matches
Fran Gámez,es ESP,DF,32-330,33,2285.0,69.0,60.4,25.4,25,87.0,19,8,15.0,3,1.36,28.0,26.0,2.0,0.08,0.2,24.0,21.2,2.8,0.11,-0.11,Matches
Santiago Mouriño,uy URU,DF,22-129,28,2142.0,77.0,56.7,23.8,25,83.0,18,3,24.0,11,1.14,26.0,27.0,-1.0,-0.04,-0.1,22.8,19.9,2.9,0.12,-0.07,Matches
Germán Valera,es ESP,"MF,FW",22-097,38,2210.0,58.0,58.5,24.6,24,78.0,5,14,24.0,0,1.18,23.0,26.0,-3.0,-0.12,-0.29,24.0,22.5,1.5,0.06,-0.22,Matches
Victor Mollejo,es ESP,"FW,MF",23-152,31,1825.0,59.0,48.3,20.3,20,81.0,7,11,19.0,0,1.35,18.0,17.0,1.0,0.05,0.1,19.5,17.9,1.6,0.08,-0.14,Matches
Francho Serrano,es ESP,MF,22-248,22,1704.0,77.0,45.1,18.9,20,83.0,12,2,26.0,0,1.41,18.0,13.0,5.0,0.26,0.48,17.5,15.0,2.5,0.13,-0.04,Matches
Jaume Grau,es ESP,MF,27-047,36,1838.0,51.0,48.6,20.4,18,83.0,13,18,19.0,6,1.31,20.0,26.0,-6.0,-0.29,-0.57,23.7,17.5,6.2,0.3,0.29,Matches
Édgar Badía,es ESP,GK,32-130,18,1620.0,90.0,42.9,18.0,18,90.0,18,0,0.0,3,1.22,18.0,15.0,3.0,0.17,0.29,16.2,15.0,1.1,0.06,-0.16,Matches
Quentin Lecoeuche,fr FRA,DF,30-138,26,1554.0,60.0,41.1,17.3,18,78.0,10,8,18.0,6,1.04,18.0,20.0,-2.0,-0.12,-0.2,17.7,16.7,1.0,0.06,-0.16,Matches
