Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Maikel Mesa,es ESP,"MF,FW",33-017,33.3,1107,23,114,662,346,79,1104,35,21,60.0,13,37.1,605,2605,879,16,20,6,46,55,780,112,Matches
Alejandro Francés,es ESP,DF,21-325,35.5,2506,195,955,1340,229,33,2506,22,11,50.0,8,36.4,1313,7544,4687,36,24,0,16,9,1533,19,Matches
Jair Amador,gq EQG,DF,34-305,31.7,1896,235,1004,854,51,36,1896,2,1,50.0,1,50.0,991,5324,2389,7,5,0,7,2,1135,5,Matches
Ivan Monzón,es ESP,FW,21-180,27.3,829,27,57,336,444,149,829,42,13,31.0,28,66.7,429,2269,878,40,20,23,107,40,667,150,Matches
Toni Moya,es ESP,MF,26-093,28.5,1921,39,306,1139,507,19,1921,36,26,72.2,10,27.8,948,4753,2195,40,36,3,32,17,1188,59,Matches
Marc Aguado,es ESP,MF,24-120,26.8,1566,67,408,1004,165,2,1566,9,5,55.6,3,33.3,748,3279,1354,4,10,0,15,3,929,12,Matches
Fran Gámez,es ESP,DF,32-330,25.4,1611,67,372,698,564,38,1611,39,19,48.7,19,48.7,748,4712,2741,85,73,8,44,20,863,144,Matches
Santiago Mouriño,uy URU,DF,22-129,23.8,1428,125,591,725,128,20,1428,26,15,57.7,8,30.8,688,4655,3094,50,29,2,23,3,760,13,Matches
Germán Valera,es ESP,"MF,FW",22-097,24.6,1092,27,165,452,506,73,1092,115,49,42.6,59,51.3,674,5308,2550,85,67,24,79,27,724,207,Matches
Victor Mollejo,es ESP,"FW,MF",23-152,20.3,817,22,102,347,374,62,817,21,9,42.9,10,47.6,440,2368,1060,32,30,5,47,18,617,132,Matches
Francho Serrano,es ESP,MF,22-248,18.9,953,25,138,511,318,36,953,25,8,32.0,17,68.0,491,2862,1657,46,43,8,26,11,642,78,Matches
Jaume Grau,es ESP,MF,27-047,20.4,989,41,220,659,125,15,989,24,14,58.3,8,33.3,430,2282,986,15,14,1,26,14,521,17,Matches
Édgar Badía,es ESP,GK,32-130,18.0,534,449,533,1,0,0,534,0,0,0.0,0,0.0,239,1426,855,0,0,0,0,0,172,0,Matches
Quentin Lecoeuche,fr FRA,DF,30-138,17.3,1021,42,259,516,259,2,1021,34,14,41.2,14,41.2,485,3096,1831,43,22,1,16,6,553,66,Matches
Lluis López,es ESP,DF,27-108,14.6,1008,87,514,478,18,3,1008,5,4,80.0,1,20.0,550,2848,1572,6,4,0,9,1,629,2,Matches
Sinan Bakış,tr TUR,FW,30-060,12.4,310,16,32,129,153,43,310,22,11,50.0,11,50.0,183,921,250,8,9,6,34,16,241,61,Matches
Cristian Álvarez,ar ARG,GK,38-221,12.7,438,378,435,3,0,0,438,0,0,0.0,0,0.0,238,1333,838,0,0,0,0,0,183,0,Matches
Rebollo,es ESP,GK,24-194,9.0,273,231,273,0,0,0,273,1,0,0.0,1,100.0,123,702,414,0,0,0,1,0,88,0,Matches
Manu Vallejo,es ESP,"FW,MF",27-128,10.3,482,5,51,198,239,45,482,30,10,33.3,19,63.3,246,1594,620,19,14,10,35,23,303,73,Matches
Andrés Martín,es ESP,DF,22-242,8.4,582,33,198,295,96,1,582,15,10,66.7,5,33.3,273,1381,740,17,10,1,7,9,279,28,Matches
Adrián Liso,es ESP,"FW,MF",19-080,8.1,266,0,29,94,147,25,266,29,8,27.6,20,69.0,176,1221,622,29,16,8,24,15,197,59,Matches
Akim Zedadka,dz ALG,DF,29-022,7.6,486,29,153,209,132,7,486,11,4,36.4,5,45.5,228,1498,797,23,15,3,14,14,243,46,Matches
Carlos Nieto,es ESP,DF,28-046,4.3,255,12,84,111,60,4,255,7,5,71.4,2,28.6,118,721,356,10,9,0,4,0,140,9,Matches
Sergio Bermejo,es ESP,"MF,FW",26-309,6.6,364,5,45,161,163,23,364,25,10,40.0,12,48.0,212,1694,744,27,18,7,21,13,253,55,Matches
Sergi Enrich,es ESP,"FW,MF",34-116,7.6,317,12,35,145,137,48,317,7,3,42.9,4,57.1,129,429,125,2,4,0,27,10,201,38,Matches
Gaëtan Poussin,fr FRA,GK,25-160,2.3,83,62,79,4,0,0,83,0,0,0.0,0,0.0,40,253,156,0,0,0,0,1,26,0,Matches
Marcos Luna,es ESP,DF,21-077,1.9,122,7,32,50,40,1,122,1,0,0.0,1,100.0,59,290,162,5,6,0,3,0,84,11,Matches
Lucas Terrer,es ESP,MF,19-014,1.7,60,1,7,45,10,0,60,4,4,100.0,0,0.0,33,164,62,3,2,0,4,2,44,5,Matches
Raúl Guti,es ESP,MF,27-174,0.6,32,1,4,21,9,1,32,0,0,0.0,0,0.0,7,53,18,0,1,0,0,1,20,3,Matches
Alberto Vaquero,es ESP,"MF,FW",20-222,0.7,32,1,6,15,11,0,32,0,0,0.0,0,0.0,19,80,42,2,1,0,0,0,20,2,Matches
Pau Sans,es ESP,"MF,FW",19-210,0.4,28,1,3,5,20,2,28,2,0,0.0,2,100.0,18,119,19,0,1,1,6,0,22,9,Matches
Cuenca,es ESP,"FW,DF",21-227,0.1,18,1,3,6,9,0,18,0,0,0.0,0,0.0,14,150,46,2,4,0,1,0,15,3,Matches
Juan Sebastian Serrano,es ESP,FW,22-135,0.1,9,0,2,8,0,0,9,2,0,0.0,0,0.0,6,22,20,0,0,0,1,0,8,0,Matches
Pablo Cortés,es ESP,DF,20-024,0.0,4,0,1,1,2,0,4,0,0,0.0,0,0.0,4,31,0,0,1,0,0,0,4,0,Matches
Squad Total,0,0,27.1,42.0,23439,2266,7210,11222,5262,767,23436,591,274,46.4,281,47.5,11905,67987,34759,652,508,117,675,330,14084,1418,0
Opponent Total,0,0,27.7,42.0,23101,2568,7882,10375,5069,722,23100,690,281,40.7,363,52.6,11781,66631,34229,649,429,155,686,367,13798,1358,0
