D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-12,21:00,La Liga 2,Matchweek 1,Sat,Home,W,2,0,Villarreal B,2.2,0.4,53,16838,Cristian Álvarez,4-4-2,Alejandro Quintero,Match Report,0.0
2023-08-18,21:30,La Liga 2,Matchweek 2,Fri,Home,W,1,0,Valladolid,0.4,0.4,44,21023,Cristian Álvarez,4-4-2,Rubén Ávalos,Match Report,0.0
2023-08-26,18:00,La Liga 2,Matchweek 3,Sat,Away,W,1,0,Tenerife,0.7,0.6,46,18848,Cristian Álvarez,4-4-1-1,Jon González,Match Report,0.0
2023-09-03,18:30,La Liga 2,Matchweek 4,Sun,Home,W,2,0,Eldense,0.7,0.5,58,26011,Cristian Álvarez,4-4-2,José López,Match Report,0.0
2023-09-10,18:30,La Liga 2,Matchweek 5,Sun,Away,W,3,1,Cartagena,1.6,1.0,49,8598,Cristian Álvarez,4-4-2,Saúl Ais,Match Report,0.0
2023-09-15,21:30,La Liga 2,Matchweek 6,Fri,Home,D,1,1,Racing Sant,0.7,1.2,63,27208,Cristian Álvarez,4-4-2,José Guzmán,Match Report,0.0
2023-09-25,21:00,La Liga 2,Matchweek 7,Mon,Away,L,0,1,Racing Ferrol,0.4,1.2,57,6520,Cristian Álvarez,4-4-2,Germán Cid Camacho,Match Report,0.0
2023-10-01,18:30,La Liga 2,Matchweek 8,Sun,Home,L,0,1,CD Mirandés,1.3,0.4,60,26127,Cristian Álvarez,4-4-2,Iosu Galech,Match Report,0.0
2023-10-05,19:00,La Liga 2,Matchweek 9,Thu,Away,W,1,0,FC Andorra,0.3,0.1,59,2521,Cristian Álvarez,4-1-2-1-2◆,Dámaso Arcediano,Match Report,0.0
2023-10-08,21:00,La Liga 2,Matchweek 10,Sun,Home,L,0,2,Alcorcón,1.1,1.0,64,23574,Jair Amador,4-4-2,Alejandro Quintero,Match Report,0.0
2023-10-14,18:30,La Liga 2,Matchweek 11,Sat,Away,D,2,2,Sporting Gijón,1.0,1.4,40,20698,Jair Amador,4-1-4-1,Rafael Sánchez,Match Report,0.0
2023-10-21,21:00,La Liga 2,Matchweek 12,Sat,Home,L,2,3,Eibar,1.5,1.4,45,24056,Cristian Álvarez,4-3-3,Oliver De La Fuente,Match Report,0.0
2023-10-30,21:00,La Liga 2,Matchweek 13,Mon,Away,D,1,1,Burgos,0.8,0.8,40,8532,Jair Amador,4-4-2,Luis Milla,Match Report,0.0
2023-11-06,21:00,La Liga 2,Matchweek 14,Mon,Home,D,0,0,Oviedo,1.8,1.1,52,18089,Jair Amador,4-2-3-1,Álvaro Moreno,Match Report,0.0
2023-11-11,18:30,La Liga 2,Matchweek 15,Sat,Away,L,0,2,Elche,0.8,0.8,49,15681,Jair Amador,4-2-3-1,Adrián Cordero,Match Report,0.0
2023-11-14,20:00,Copa del Rey,First round,Tue,Away,L,1,2,Atzeneta,0.0,0.0,50,2100,Lluis López,4-4-2,José Guzmán,Match Report,0.0
2023-11-18,18:30,La Liga 2,Matchweek 16,Sat,Home,L,0,2,Huesca,0.7,0.6,63,28667,Jair Amador,4-4-2,Jon González,Match Report,0.0
2023-11-25,18:30,La Liga 2,Matchweek 17,Sat,Away,L,0,1,Albacete,0.3,1.7,46,10571,Jair Amador,4-3-3,Manuel Orellana,Match Report,0.0
2023-12-02,18:30,La Liga 2,Matchweek 18,Sat,Home,W,1,0,Leganés,0.9,0.2,47,21728,Jair Amador,3-4-3,Salvador Lax,Match Report,0.0
2023-12-08,21:00,La Liga 2,Matchweek 19,Fri,Away,D,1,1,Espanyol,0.6,0.2,52,21993,Jair Amador,3-5-2,Dámaso Arcediano,Match Report,0.0
2023-12-17,18:30,La Liga 2,Matchweek 20,Sun,Away,D,1,1,Amorebieta,1.4,2.2,51,1604,Jair Amador,3-4-3,José López,Match Report,0.0
2023-12-20,19:00,La Liga 2,Matchweek 21,Wed,Home,D,2,2,Levante,1.2,0.7,54,20520,Jair Amador,4-3-3,Álvaro Moreno,Match Report,0.0
2024-01-15,20:30,La Liga 2,Matchweek 22,Mon,Away,D,1,1,Eldense,0.2,1.2,54,3981,Jair Amador,3-4-3,Miguel González,Match Report,0.0
2024-01-20,16:15,La Liga 2,Matchweek 23,Sat,Home,W,2,0,FC Andorra,0.8,0.6,40,17854,Lluis López,4-4-2,Germán Cid Camacho,Match Report,0.0
2024-01-27,16:15,La Liga 2,Matchweek 24,Sat,Away,D,0,0,Alcorcón,0.5,0.6,50,3972,Lluis López,4-4-2,Rubén Ávalos,Match Report,0.0
2024-02-05,20:30,La Liga 2,Matchweek 25,Mon,Home,W,3,0,Sporting Gijón,1.9,0.3,42,21147,Lluis López,5-3-2,Saúl Ais,Match Report,0.0
2024-02-11,18:30,La Liga 2,Matchweek 26,Sun,Away,L,0,1,Eibar,0.8,1.1,51,6265,Lluis López,4-4-2,Daniel Trujillo,Match Report,0.0
2024-02-16,20:30,La Liga 2,Matchweek 27,Fri,Home,L,1,2,Cartagena,1.5,0.7,73,23067,Lluis López,5-3-2,Iván Caparrós,Match Report,0.0
2024-02-24,18:30,La Liga 2,Matchweek 28,Sat,Away,D,0,0,Villarreal B,0.4,0.9,57,6325,Lluis López,4-2-3-1,Raúl González,Match Report,0.0
2024-03-03,18:30,La Liga 2,Matchweek 29,Sun,Home,L,0,1,Amorebieta,0.5,0.6,61,21235,Lluis López,4-4-2,Luis Milla,Match Report,0.0
2024-03-09,18:30,La Liga 2,Matchweek 30,Sat,Away,L,0,2,Valladolid,0.1,0.7,49,15787,Jair Amador,4-4-2,Alejandro Quintero,Match Report,0.0
2024-03-17,18:30,La Liga 2,Matchweek 31,Sun,Home,L,0,1,Espanyol,0.6,0.7,60,29468,Jair Amador,4-2-3-1,Dámaso Arcediano,Match Report,0.0
2024-03-24,18:30,La Liga 2,Matchweek 32,Sun,Away,D,0,0,CD Mirandés,0.4,0.5,53,3627,Jair Amador,4-4-2,Miguel González,Match Report,0.0
2024-03-31,16:15,La Liga 2,Matchweek 33,Sun,Home,W,3,1,Tenerife,0.7,1.2,34,18614,Jair Amador,4-4-2,Iván Caparrós,Match Report,0.0
2024-04-06,18:30,La Liga 2,Matchweek 34,Sat,Away,L,1,2,Levante,0.7,1.0,40,16360,Jair Amador,4-2-3-1,José Guzmán,Match Report,0.0
2024-04-14,18:30,La Liga 2,Matchweek 35,Sun,Home,D,1,1,Elche,0.9,1.7,40,24407,Jair Amador,4-1-4-1,Adrián Cordero,Match Report,0.0
2024-04-20,21:00,La Liga 2,Matchweek 36,Sat,Away,W,2,1,Huesca,1.0,0.8,38,8181,Lluis López,3-5-1-1,Rubén Ávalos,Match Report,0.0
2024-04-27,16:15,La Liga 2,Matchweek 37,Sat,Away,D,1,1,Leganés,1.7,0.4,61,9719,Jair Amador,5-3-2,Dámaso Arcediano,Match Report,0.0
