Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Maikel Mesa,es ESP,"MF,FW",33-017,33.3,8,0,0,41,55,9,10,13,13,1,0,0,120,28,32,46.7,Matches
Alejandro Francés,es ESP,DF,21-325,35.5,6,0,0,32,36,2,34,55,31,0,0,1,156,66,38,63.5,Matches
Jair Amador,gq EQG,DF,34-305,31.7,9,0,0,31,3,1,2,44,19,0,0,1,130,104,53,66.2,Matches
Ivan Monzón,es ESP,FW,21-180,27.3,1,0,0,32,58,32,16,2,13,0,0,0,43,147,138,51.6,Matches
Toni Moya,es ESP,MF,26-093,28.5,9,1,1,50,11,0,211,16,39,0,0,0,190,30,22,57.7,Matches
Marc Aguado,es ESP,MF,24-120,26.8,7,0,0,21,32,0,5,44,48,0,0,0,156,28,18,60.9,Matches
Fran Gámez,es ESP,DF,32-330,25.4,4,0,0,41,14,1,117,33,40,0,0,0,166,25,23,52.1,Matches
Santiago Mouriño,uy URU,DF,22-129,23.8,9,1,1,43,43,2,17,30,39,1,0,0,114,70,36,66.0,Matches
Germán Valera,es ESP,"MF,FW",22-097,24.6,2,0,0,28,60,5,66,19,21,0,0,0,146,15,33,31.3,Matches
Victor Mollejo,es ESP,"FW,MF",23-152,20.3,13,0,0,43,23,6,73,11,21,0,0,0,56,55,60,47.8,Matches
Francho Serrano,es ESP,MF,22-248,18.9,1,0,0,4,28,2,70,8,20,0,0,0,71,20,25,44.4,Matches
Jaume Grau,es ESP,MF,27-047,20.4,5,0,0,48,16,0,10,25,39,0,0,0,148,38,36,51.4,Matches
Édgar Badía,es ESP,GK,32-130,18.0,1,0,0,0,2,0,0,0,0,0,0,0,29,3,0,100.0,Matches
Quentin Lecoeuche,fr FRA,DF,30-138,17.3,5,0,0,11,31,0,85,20,12,0,0,0,67,13,9,59.1,Matches
Lluis López,es ESP,DF,27-108,14.6,1,1,0,14,7,2,1,12,11,0,0,0,68,39,22,63.9,Matches
Sinan Bakış,tr TUR,FW,30-060,12.4,4,0,0,15,7,11,1,1,4,0,0,0,22,27,33,45.0,Matches
Cristian Álvarez,ar ARG,GK,38-221,12.7,1,0,0,0,1,0,0,0,0,0,0,0,21,4,1,80.0,Matches
Rebollo,es ESP,GK,24-194,9.0,1,0,0,1,1,0,0,0,0,0,1,0,10,1,0,100.0,Matches
Manu Vallejo,es ESP,"FW,MF",27-128,10.3,1,0,0,9,16,2,31,7,13,0,0,0,46,10,21,32.3,Matches
Andrés Martín,es ESP,DF,22-242,8.4,1,0,0,5,7,0,15,19,18,0,0,0,62,13,15,46.4,Matches
Adrián Liso,es ESP,"FW,MF",19-080,8.1,2,0,0,11,22,4,37,6,8,0,0,0,28,8,19,29.6,Matches
Akim Zedadka,dz ALG,DF,29-022,7.6,3,0,0,7,10,0,28,12,8,0,0,0,44,15,8,65.2,Matches
Carlos Nieto,es ESP,DF,28-046,4.3,1,0,0,4,0,0,17,6,3,0,0,0,22,9,1,90.0,Matches
Sergio Bermejo,es ESP,"MF,FW",26-309,6.6,1,0,0,16,14,1,29,4,5,0,0,0,33,3,4,42.9,Matches
Sergi Enrich,es ESP,"FW,MF",34-116,7.6,2,1,0,17,7,2,1,4,11,0,0,0,20,36,53,40.4,Matches
Gaëtan Poussin,fr FRA,GK,25-160,2.3,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0.0,Matches
Marcos Luna,es ESP,DF,21-077,1.9,0,0,0,1,3,0,10,3,3,0,0,0,7,4,1,80.0,Matches
Lucas Terrer,es ESP,MF,19-014,1.7,0,0,0,3,0,0,1,1,2,0,0,0,8,0,5,0.0,Matches
Raúl Guti,es ESP,MF,27-174,0.6,0,0,0,0,0,0,1,1,2,0,0,0,5,1,0,100.0,Matches
Alberto Vaquero,es ESP,"MF,FW",20-222,0.7,0,0,0,0,0,0,1,0,1,0,0,0,5,1,1,50.0,Matches
Pau Sans,es ESP,"MF,FW",19-210,0.4,0,0,0,1,1,1,3,0,0,0,0,0,4,0,2,0.0,Matches
Cuenca,es ESP,"FW,DF",21-227,0.1,0,0,0,1,0,0,2,0,0,0,0,0,3,0,2,0.0,Matches
Juan Sebastian Serrano,es ESP,FW,22-135,0.1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0.0,Matches
Pablo Cortés,es ESP,DF,20-024,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
Squad Total,0,0,27.1,42.0,99,4,2,530,510,83,894,397,444,2,1,2,2004,813,711,53.3,0
Opponent Total,0,0,27.7,42.0,104,5,0,542,507,87,765,314,392,1,3,3,1961,711,813,46.7,0
