Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Alisson,br BRA,MF,30-361,9.6,3,0,0,12,16,0,7,9,10,0,0,0,49,5,5,50.0,Matches
Robert Arboleda,ec ECU,DF,32-242,8.5,0,0,0,6,3,1,0,9,6,0,0,0,33,18,7,72.0,Matches
Igor Vinícius de Souza,br BRA,DF,27-080,8.4,3,0,0,7,18,0,38,6,13,0,0,1,45,1,6,14.3,Matches
Jonathan Calleri,ar ARG,FW,30-271,8.3,2,0,0,12,23,12,6,1,4,0,0,0,8,28,16,63.6,Matches
Luciano,br BRA,"MF,FW",31-033,8.0,4,0,0,9,15,2,2,3,8,1,0,0,39,8,7,53.3,Matches
Diego,br BRA,DF,24-335,8.5,2,0,0,13,2,0,5,13,6,0,0,0,33,31,10,75.6,Matches
Rafael Pires,br BRA,GK,34-363,7.0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,100.0,Matches
Welington,br BRA,DF,23-122,6.6,0,0,0,6,11,0,24,7,11,0,0,0,19,10,9,52.6,Matches
Alan Franco,ar ARG,DF,27-253,5.5,3,0,0,5,3,0,0,3,6,0,0,0,31,8,8,50.0,Matches
Rodrigo Nestor,br BRA,"FW,MF",23-316,4.6,2,0,0,5,4,1,33,2,4,0,0,0,23,2,1,66.7,Matches
Michel Araujo,uy URU,"DF,FW",27-266,3.8,3,0,0,7,7,0,14,2,2,0,0,0,22,8,5,61.5,Matches
Damián Bobadilla,py PAR,MF,22-345,2.6,1,0,0,5,0,0,5,1,6,0,0,0,11,0,1,0.0,Matches
André Silva,br BRA,"FW,MF",27-017,3.3,0,0,0,6,4,1,8,3,0,0,0,0,10,6,4,60.0,Matches
Lucas Moura,br BRA,FW,31-312,3.0,1,0,0,5,5,0,5,5,2,0,0,0,10,7,9,43.8,Matches
Jandrei,br BRA,GK,31-111,3.0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0.0,Matches
Pablo Maia,br BRA,MF,22-162,2.9,0,0,0,6,4,0,0,0,2,0,0,0,13,1,3,25.0,Matches
Giuliano Galoppo,ar ARG,MF,25-002,2.6,2,0,0,6,3,0,4,4,3,0,0,0,7,6,3,66.7,Matches
Luiz Gustavo,br BRA,MF,36-333,2.6,1,0,0,4,0,0,2,3,3,0,0,0,13,1,2,33.3,Matches
Nahuel Ferraresi,ve VEN,DF,25-214,2.3,0,0,0,4,1,0,3,3,5,0,0,0,19,3,2,60.0,Matches
Juan Santos,br BRA,"MF,FW",22-106,1.7,0,0,0,1,1,0,0,1,1,0,0,0,2,1,7,12.5,Matches
Patryck,br BRA,DF,21-154,1.0,0,0,0,0,0,0,4,3,1,0,0,0,6,1,1,50.0,Matches
Wellington Rato,br BRA,"FW,MF",31-358,0.9,0,0,0,0,2,1,8,0,0,0,0,0,0,0,0,0.0,Matches
João Moreira,pt POR,DF,20-030,0.5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0.0,Matches
Erick,br BRA,"MF,DF",26-193,1.6,1,0,0,2,5,0,10,1,4,0,0,0,7,0,2,0.0,Matches
Ferreira,br BRA,"MF,FW",26-172,1.6,1,0,0,3,6,1,6,1,4,0,0,0,14,0,3,0.0,Matches
Rodrigo,br BRA,MF,20-096,0.6,0,0,0,1,1,0,3,0,2,0,0,0,2,0,0,0.0,Matches
William Gomes,br BRA,"DF,MF",18-097,0.5,1,0,0,1,0,1,7,0,1,0,0,0,4,1,2,33.3,Matches
James Rodríguez,co COL,MF,32-344,0.4,0,0,0,0,0,1,5,0,0,0,0,0,2,0,0,0.0,Matches
Squad Total,0,0,28.5,10.0,31,0,0,127,137,21,199,81,105,1,0,1,429,147,113,56.5,0
Opponent Total,0,0,28.0,10.0,32,5,2,145,121,8,157,71,88,0,1,1,404,112,147,43.2,0
