Player,Nation,Pos,Age,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist,Matches
Rafael Pires,br BRA,GK,34-363,7.0,6,0,0,1,1,5.1,0.29,0.1,0.02,25,55,45.5,151,21,26.5,30.7,33,45.5,36.5,71,4,5.6,2,0.29,13.6,Matches
Jandrei,br BRA,GK,31-111,3.0,3,0,0,1,0,2.2,0.2,-0.8,-0.27,19,38,50.0,89,16,30.3,32.3,28,39.3,38.8,46,2,4.3,1,0.33,12.4,Matches
Squad Total,0,0,28.5,10.0,9,0,0,2,1,7.3,0.26,-0.7,-0.07,44,93,47.3,240,37,27.9,0.0,61,42.6,37.5,117,6,5.1,3,0.3,0.0,0
Opponent Total,0,0,28.0,10.0,14,1,0,2,1,13.4,0.26,0.4,0.04,37,123,30.1,237,33,38.4,34.2,72,44.4,37.6,147,8,5.4,9,0.9,12.5,0
