Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
Alisson,br BRA,MF,30-361,9.6,0,7,3,42.9,0.73,0.31,0.0,0.0,26.7,1,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Robert Arboleda,ec ECU,DF,32-242,8.5,1,4,3,75.0,0.47,0.35,0.25,0.33,11.4,0,0,0,0.5,0.5,0.12,0.5,0.5,Matches
Igor Vinícius de Souza,br BRA,DF,27-080,8.4,0,4,0,0.0,0.47,0.0,0.0,0.0,10.3,0,0,0,0.8,0.8,0.2,-0.8,-0.8,Matches
Jonathan Calleri,ar ARG,FW,30-271,8.3,2,17,5,29.4,2.05,0.6,0.12,0.4,12.8,0,0,0,1.7,1.7,0.1,0.3,0.3,Matches
Luciano,br BRA,"MF,FW",31-033,8.0,3,19,7,36.8,2.37,0.87,0.11,0.29,17.5,0,1,1,2.5,1.7,0.09,0.5,0.3,Matches
Diego,br BRA,DF,24-335,8.5,0,4,2,50.0,0.47,0.24,0.0,0.0,10.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Rafael Pires,br BRA,GK,34-363,7.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Welington,br BRA,DF,23-122,6.6,0,4,1,25.0,0.61,0.15,0.0,0.0,23.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Alan Franco,ar ARG,DF,27-253,5.5,0,3,0,0.0,0.54,0.0,0.0,0.0,11.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Rodrigo Nestor,br BRA,"FW,MF",23-316,4.6,0,8,4,50.0,1.72,0.86,0.0,0.0,24.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Michel Araujo,uy URU,"DF,FW",27-266,3.8,0,11,3,27.3,2.89,0.79,0.0,0.0,18.1,0,0,0,0.9,0.9,0.09,-0.9,-0.9,Matches
Damián Bobadilla,py PAR,MF,22-345,2.6,1,6,1,16.7,2.32,0.39,0.17,1.0,23.0,0,0,0,0.3,0.3,0.05,0.7,0.7,Matches
André Silva,br BRA,"FW,MF",27-017,3.3,1,9,1,11.1,2.7,0.3,0.11,1.0,18.2,0,0,0,0.4,0.4,0.04,0.6,0.6,Matches
Lucas Moura,br BRA,FW,31-312,3.0,2,9,5,55.6,2.96,1.64,0.22,0.4,17.1,1,0,0,1.0,1.0,0.12,1.0,1.0,Matches
Jandrei,br BRA,GK,31-111,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Pablo Maia,br BRA,MF,22-162,2.9,0,6,0,0.0,2.08,0.0,0.0,0.0,27.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Giuliano Galoppo,ar ARG,MF,25-002,2.6,0,8,4,50.0,3.09,1.55,0.0,0.0,19.2,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
Luiz Gustavo,br BRA,MF,36-333,2.6,0,3,1,33.3,1.17,0.39,0.0,0.0,29.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Nahuel Ferraresi,ve VEN,DF,25-214,2.3,1,3,1,33.3,1.32,0.44,0.33,1.0,16.3,0,0,0,0.2,0.2,0.06,0.8,0.8,Matches
Juan Santos,br BRA,"MF,FW",22-106,1.7,0,3,1,33.3,1.74,0.58,0.0,0.0,16.9,0,0,0,0.6,0.6,0.19,-0.6,-0.6,Matches
Patryck,br BRA,DF,21-154,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Wellington Rato,br BRA,"FW,MF",31-358,0.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
João Moreira,pt POR,DF,20-030,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Erick,br BRA,"MF,DF",26-193,1.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Ferreira,br BRA,"MF,FW",26-172,1.6,2,6,3,50.0,3.83,1.91,0.33,0.67,16.0,0,0,0,0.5,0.5,0.08,1.5,1.5,Matches
Rodrigo,br BRA,MF,20-096,0.6,0,3,1,33.3,5.09,1.7,0.0,0.0,19.9,0,0,0,0.5,0.5,0.15,-0.5,-0.5,Matches
William Gomes,br BRA,"DF,MF",18-097,0.5,0,3,2,66.7,6.43,4.29,0.0,0.0,14.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
James Rodríguez,co COL,MF,32-344,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,28.5,10.0,13,140,48,34.3,14.0,4.8,0.09,0.25,18.2,2,1,1,11.5,10.7,0.08,1.5,1.3,0
Opponent Total,0,0,28.0,10.0,8,93,29,31.2,9.3,2.9,0.09,0.28,20.5,3,0,0,5.7,5.7,0.06,2.3,2.3,0
