Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Marcos Felipe,br BRA,GK,28-068,9.0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,5,0,Matches
Luciano Juba,br BRA,DF,24-296,9.0,8,7,4,3,1,4,12,33.3,8,8,2,6,15,23,26,0,Matches
Jean Lucas,br BRA,MF,25-364,8.8,13,8,4,8,1,6,14,42.9,8,12,2,10,8,21,5,0,Matches
Caio Alexandre,br BRA,MF,25-117,7.8,25,11,12,12,1,14,28,50.0,14,7,1,6,1,26,5,0,Matches
Everton Ribeiro,br BRA,"MF,FW",35-071,7.1,13,7,6,3,4,6,17,35.3,11,5,0,5,13,26,1,0,Matches
Gabriel,br BRA,DF,23-045,8.0,13,11,6,7,0,5,6,83.3,1,11,10,1,12,25,47,1,Matches
Cauly Oliveira Souza,br BRA,"MF,FW",28-279,7.5,5,2,0,2,3,1,4,25.0,3,3,1,2,1,6,5,0,Matches
Thaciano,br BRA,FW,29-039,6.8,3,3,1,2,0,0,4,0.0,4,4,0,4,3,6,7,0,Matches
Santiago Arias,co COL,DF,32-159,7.0,12,9,6,6,0,5,11,45.5,6,9,4,5,7,19,16,1,Matches
Everaldo Stum,br BRA,FW,32-351,5.0,1,1,0,1,0,0,3,0.0,3,5,2,3,1,2,7,0,Matches
Kanu,br BRA,DF,27-105,5.0,6,3,4,2,0,3,4,75.0,1,8,1,7,3,9,23,0,Matches
Víctor Cuesta,ar ARG,DF,35-214,3.6,9,7,1,7,1,5,8,62.5,3,1,0,1,3,12,16,0,Matches
Ademir Santos,br BRA,"FW,MF",29-125,3.0,6,4,1,1,4,2,4,50.0,2,2,0,2,2,8,4,0,Matches
Rezende,br BRA,"MF,DF",29-170,3.3,11,9,5,4,2,1,2,50.0,1,5,2,3,4,15,14,0,Matches
Gilberto,br BRA,DF,31-105,1.6,2,2,2,0,0,2,2,100.0,0,0,0,0,0,2,2,0,Matches
Oscar Estupiñan,co COL,"FW,MF",27-174,1.6,2,1,1,1,0,0,2,0.0,2,1,0,1,0,2,5,0,Matches
Biel,br BRA,"FW,MF",23-080,2.6,2,2,1,1,0,0,5,0.0,5,6,1,5,2,4,2,0,Matches
Carlos de Pena,uy URU,"MF,FW",32-101,1.5,3,2,0,2,1,2,4,50.0,2,2,1,1,3,6,2,0,Matches
Rafael Ratão,br BRA,FW,28-203,0.4,2,1,1,1,0,1,3,33.3,2,1,0,1,0,2,1,0,Matches
Cicinho,bg BUL,"DF,MF",35-177,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Yago,br BRA,MF,29-138,0.1,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0,Matches
Squad Total,0,0,28.5,9.0,137,91,56,63,18,58,135,43.0,77,91,27,64,78,215,193,2,0
Opponent Total,0,0,28.7,9.0,151,96,66,61,24,63,119,52.9,56,89,29,60,85,236,145,3,0
