Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Marcos Felipe,br BRA,GK,28-068,9.0,270,345,78.3,6988,4638,58,58,100.0,142,145,97.9,69,140,49.3,0,0.0,0.0,0.0,0,3,0,0,0,Matches
Luciano Juba,br BRA,DF,24-296,9.0,418,536,78.0,7157,3062,200,218,91.7,181,222,81.5,31,78,39.7,0,0.5,0.7,-0.5,12,32,12,4,43,Matches
Jean Lucas,br BRA,MF,25-364,8.8,265,325,81.5,3917,919,149,166,89.8,91,113,80.5,14,20,70.0,2,0.6,0.4,1.4,6,26,8,2,32,Matches
Caio Alexandre,br BRA,MF,25-117,7.8,452,498,90.8,7517,2125,206,216,95.4,205,223,91.9,29,39,74.4,0,0.6,0.4,-0.6,7,53,5,1,53,Matches
Everton Ribeiro,br BRA,"MF,FW",35-071,7.1,305,371,82.2,4578,1608,164,185,88.6,112,130,86.2,16,28,57.1,3,1.5,1.5,1.5,16,46,20,3,63,Matches
Gabriel,br BRA,DF,23-045,8.0,376,447,84.1,6889,2551,154,163,94.5,194,217,89.4,26,54,48.1,0,0.0,0.1,0.0,1,22,0,0,23,Matches
Cauly Oliveira Souza,br BRA,"MF,FW",28-279,7.5,272,346,78.6,4038,1023,149,170,87.6,97,125,77.6,14,27,51.9,3,1.4,1.4,1.6,20,34,5,1,35,Matches
Thaciano,br BRA,FW,29-039,6.8,112,151,74.2,1595,240,73,88,83.0,32,40,80.0,5,9,55.6,0,0.2,0.1,-0.2,4,9,2,1,10,Matches
Santiago Arias,co COL,DF,32-159,7.0,303,362,83.7,4601,1973,157,169,92.9,125,152,82.2,12,22,54.5,0,0.8,0.9,-0.8,6,17,12,5,31,Matches
Everaldo Stum,br BRA,FW,32-351,5.0,73,108,67.6,897,178,49,65,75.4,19,27,70.4,1,4,25.0,0,0.5,0.5,-0.5,3,2,1,0,8,Matches
Kanu,br BRA,DF,27-105,5.0,202,227,89.0,3641,1451,79,86,91.9,103,112,92.0,18,24,75.0,0,0.0,0.0,0.0,0,1,0,0,5,Matches
Víctor Cuesta,ar ARG,DF,35-214,3.6,150,168,89.3,2515,976,62,65,95.4,80,88,90.9,7,13,53.8,0,0.0,0.0,0.0,0,7,0,0,9,Matches
Ademir Santos,br BRA,"FW,MF",29-125,3.0,57,79,72.2,768,117,29,35,82.9,21,30,70.0,2,5,40.0,0,0.0,0.0,0.0,1,3,0,0,2,Matches
Rezende,br BRA,"MF,DF",29-170,3.3,138,149,92.6,2412,875,51,57,89.5,80,82,97.6,6,7,85.7,0,0.0,0.0,0.0,1,2,0,0,9,Matches
Gilberto,br BRA,DF,31-105,1.6,84,107,78.5,1252,422,47,55,85.5,31,36,86.1,5,8,62.5,0,0.1,0.1,-0.1,2,7,2,1,8,Matches
Oscar Estupiñan,co COL,"FW,MF",27-174,1.6,22,29,75.9,248,58,16,18,88.9,4,8,50.0,0,0,0.0,1,0.1,0.1,0.9,3,1,4,0,6,Matches
Biel,br BRA,"FW,MF",23-080,2.6,74,92,80.4,916,270,53,58,91.4,17,19,89.5,2,4,50.0,1,1.1,0.5,-0.1,9,1,7,0,11,Matches
Carlos de Pena,uy URU,"MF,FW",32-101,1.5,62,96,64.6,1197,555,27,31,87.1,20,35,57.1,11,23,47.8,1,1.0,0.6,0.0,3,9,3,0,10,Matches
Rafael Ratão,br BRA,FW,28-203,0.4,13,17,76.5,132,15,8,9,88.9,3,5,60.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Cicinho,bg BUL,"DF,MF",35-177,0.2,9,13,69.2,125,51,7,8,87.5,2,2,100.0,0,0,0.0,0,0.1,0.0,-0.1,1,0,1,1,1,Matches
Yago,br BRA,MF,29-138,0.1,10,11,90.9,182,55,3,3,100.0,7,7,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,2,Matches
Squad Total,0,0,28.5,9.0,3667,4477,81.9,61565,23162,1741,1923,90.5,1566,1818,86.1,268,505,53.1,11,8.5,7.7,2.5,95,275,82,19,362,0
Opponent Total,0,0,28.7,9.0,3586,4412,81.3,61484,20484,1647,1818,90.6,1501,1718,87.4,318,592,53.7,5,6.9,5.6,-1.9,92,300,45,16,336,0
