Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Marcos Felipe,br BRA,GK,28-068,9.0,345,253,91,39,1,7,0,0,0,0,0,0,270,1,0,Matches
Luciano Juba,br BRA,DF,24-296,9.0,536,454,79,13,0,4,31,54,12,2,8,0,418,3,5,Matches
Jean Lucas,br BRA,MF,25-364,8.8,325,311,13,5,0,2,6,8,0,0,0,0,265,1,10,Matches
Caio Alexandre,br BRA,MF,25-117,7.8,498,469,27,25,1,1,2,2,0,0,0,0,452,2,4,Matches
Everton Ribeiro,br BRA,"MF,FW",35-071,7.1,371,352,17,5,4,2,10,1,10,1,0,0,305,2,9,Matches
Gabriel,br BRA,DF,23-045,8.0,447,418,29,21,0,9,1,0,0,0,0,0,376,0,4,Matches
Cauly Oliveira Souza,br BRA,"MF,FW",28-279,7.5,346,308,37,15,2,0,27,1,13,0,11,0,272,1,3,Matches
Thaciano,br BRA,FW,29-039,6.8,151,140,8,0,0,2,5,0,0,0,0,0,112,3,5,Matches
Santiago Arias,co COL,DF,32-159,7.0,362,299,63,2,0,0,15,61,0,0,0,0,303,0,7,Matches
Everaldo Stum,br BRA,FW,32-351,5.0,108,107,1,0,0,1,6,1,0,0,0,0,73,0,3,Matches
Kanu,br BRA,DF,27-105,5.0,227,214,13,11,0,3,0,1,0,0,0,0,202,0,2,Matches
Víctor Cuesta,ar ARG,DF,35-214,3.6,168,159,9,8,0,0,1,0,0,0,0,0,150,0,1,Matches
Ademir Santos,br BRA,"FW,MF",29-125,3.0,79,76,3,0,0,0,7,3,0,0,0,0,57,0,1,Matches
Rezende,br BRA,"MF,DF",29-170,3.3,149,144,5,5,0,0,0,0,0,0,0,0,138,0,2,Matches
Gilberto,br BRA,DF,31-105,1.6,107,97,10,1,0,0,6,9,0,0,0,0,84,0,5,Matches
Oscar Estupiñan,co COL,"FW,MF",27-174,1.6,29,28,1,0,0,0,0,0,0,0,0,0,22,0,0,Matches
Biel,br BRA,"FW,MF",23-080,2.6,92,89,3,0,1,2,2,3,0,0,0,0,74,0,7,Matches
Carlos de Pena,uy URU,"MF,FW",32-101,1.5,96,78,18,12,1,1,13,0,6,2,4,0,62,0,1,Matches
Rafael Ratão,br BRA,FW,28-203,0.4,17,17,0,0,0,0,0,0,0,0,0,0,13,0,1,Matches
Cicinho,bg BUL,"DF,MF",35-177,0.2,13,12,1,0,0,0,2,1,0,0,0,0,9,0,1,Matches
Yago,br BRA,MF,29-138,0.1,11,10,1,1,0,0,0,0,0,0,0,0,10,0,0,Matches
Squad Total,0,0,28.5,9.0,4477,4035,429,163,10,34,134,145,41,5,23,0,3667,13,71,0
Opponent Total,0,0,28.7,9.0,4412,3973,401,108,9,38,173,175,43,19,16,1,3586,38,78,0
