Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Marcos Felipe,br BRA,GK,28-068,9.0,371,285,370,1,0,0,371,0,0,0.0,0,0.0,206,919,648,0,0,0,0,0,178,0,Matches
Luciano Juba,br BRA,DF,24-296,9.0,618,37,238,268,119,2,618,8,1,12.5,7,87.5,308,1221,733,7,7,0,5,2,366,18,Matches
Jean Lucas,br BRA,MF,25-364,8.8,435,5,67,217,157,16,435,25,15,60.0,8,32.0,274,1677,570,13,15,4,21,22,314,52,Matches
Caio Alexandre,br BRA,MF,25-117,7.8,566,8,122,371,75,1,566,4,2,50.0,2,50.0,363,1702,995,8,9,0,14,9,433,4,Matches
Everton Ribeiro,br BRA,"MF,FW",35-071,7.1,443,4,62,213,174,9,443,14,3,21.4,10,71.4,292,1321,668,17,22,3,14,15,350,32,Matches
Gabriel,br BRA,DF,23-045,8.0,539,75,289,231,21,7,539,0,0,0.0,0,0.0,289,1168,719,2,2,0,1,2,350,3,Matches
Cauly Oliveira Souza,br BRA,"MF,FW",28-279,7.5,407,4,23,205,186,21,407,21,11,52.4,9,42.9,245,1251,582,19,11,6,17,7,326,45,Matches
Thaciano,br BRA,FW,29-039,6.8,209,7,35,86,90,30,209,6,3,50.0,3,50.0,112,440,183,6,3,1,11,5,137,35,Matches
Santiago Arias,co COL,DF,32-159,7.0,417,18,128,192,99,6,417,5,1,20.0,3,60.0,197,880,480,13,6,0,2,3,232,40,Matches
Everaldo Stum,br BRA,FW,32-351,5.0,161,9,20,59,84,19,160,11,5,45.5,6,54.5,99,590,193,5,10,0,7,10,127,33,Matches
Kanu,br BRA,DF,27-105,5.0,273,45,170,103,1,1,273,2,0,0.0,1,50.0,155,630,374,0,0,0,1,0,192,0,Matches
Víctor Cuesta,ar ARG,DF,35-214,3.6,204,25,89,106,11,1,204,0,0,0.0,0,0.0,118,654,309,0,1,0,3,0,134,1,Matches
Ademir Santos,br BRA,"FW,MF",29-125,3.0,117,3,14,40,68,10,117,13,5,38.5,6,46.2,73,673,370,15,7,4,7,1,81,23,Matches
Rezende,br BRA,"MF,DF",29-170,3.3,193,26,105,82,8,3,193,1,1,100.0,0,0.0,87,438,178,1,1,0,4,5,119,1,Matches
Gilberto,br BRA,DF,31-105,1.6,120,4,26,55,39,5,120,6,2,33.3,2,33.3,73,405,267,10,2,1,2,0,90,19,Matches
Oscar Estupiñan,co COL,"FW,MF",27-174,1.6,47,5,6,20,22,3,47,3,0,0.0,3,100.0,21,82,8,0,2,0,2,3,33,9,Matches
Biel,br BRA,"FW,MF",23-080,2.6,126,5,22,47,59,15,126,7,4,57.1,3,42.9,73,463,273,8,7,2,7,1,83,32,Matches
Carlos de Pena,uy URU,"MF,FW",32-101,1.5,111,1,18,60,35,0,111,1,1,100.0,0,0.0,54,264,126,2,1,0,2,1,64,2,Matches
Rafael Ratão,br BRA,FW,28-203,0.4,28,1,4,10,14,4,28,2,2,100.0,0,0.0,15,40,24,1,0,1,3,1,21,7,Matches
Cicinho,bg BUL,"DF,MF",35-177,0.2,13,0,2,2,9,0,13,0,0,0.0,0,0.0,5,32,24,1,1,0,0,0,7,3,Matches
Yago,br BRA,MF,29-138,0.1,14,0,3,9,2,0,14,0,0,0.0,0,0.0,9,58,39,0,0,0,0,0,8,0,Matches
Squad Total,0,0,28.5,9.0,5412,567,1813,2377,1273,153,5411,129,56,43.4,63,48.8,3068,14908,7763,128,107,22,123,87,3645,359,0
Opponent Total,0,0,28.7,9.0,5312,442,1404,2837,1124,141,5312,141,77,54.6,58,41.1,3113,16718,8942,141,106,27,128,80,3550,333,0
