Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches
Marcos Felipe,br BRA,GK,28-068,9,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luciano Juba,br BRA,DF,24-296,9,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7,7.0,43.0,18.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,Matches
Jean Lucas,br BRA,MF,25-364,9,9,793.0,8.8,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.8,1.8,0.6,2.4,13.0,32.0,52.0,0.11,0.23,0.34,0.11,0.34,0.2,0.07,0.28,0.2,0.28,Matches
Caio Alexandre,br BRA,MF,25-117,9,9,703.0,7.8,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.2,0.2,0.6,0.8,8.0,53.0,4.0,0.26,0.0,0.26,0.26,0.26,0.02,0.08,0.1,0.02,0.1,Matches
Everton Ribeiro,br BRA,"MF,FW",35-071,9,9,636.0,7.1,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,1.5,2.1,17.0,63.0,32.0,0.0,0.42,0.42,0.0,0.42,0.09,0.22,0.3,0.09,0.3,Matches
Gabriel,br BRA,DF,23-045,8,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.0,0.3,2.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
Cauly Oliveira Souza,br BRA,"MF,FW",28-279,9,8,678.0,7.5,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.4,1.9,19.0,35.0,45.0,0.13,0.4,0.53,0.13,0.53,0.07,0.18,0.25,0.07,0.25,Matches
Thaciano,br BRA,FW,29-039,8,8,616.0,6.8,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.6,1.6,0.2,1.8,6.0,10.0,35.0,0.15,0.0,0.15,0.15,0.15,0.23,0.03,0.26,0.23,0.26,Matches
Santiago Arias,co COL,DF,32-159,7,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.8,0.9,13.0,31.0,40.0,0.0,0.0,0.0,0.0,0.0,0.02,0.11,0.13,0.02,0.13,Matches
Everaldo Stum,br BRA,FW,32-351,9,6,454.0,5.0,4.0,0.0,4.0,3.0,1.0,1.0,2.0,0.0,2.7,1.9,0.5,2.4,5.0,8.0,33.0,0.79,0.0,0.79,0.59,0.59,0.53,0.11,0.64,0.38,0.48,Matches
Kanu,br BRA,DF,27-105,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Víctor Cuesta,ar ARG,DF,35-214,4,4,328.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
Ademir Santos,br BRA,"FW,MF",29-125,8,3,274.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.4,15.0,2.0,23.0,0.33,0.0,0.33,0.33,0.33,0.11,0.01,0.12,0.11,0.12,Matches
Rezende,br BRA,"MF,DF",29-170,9,2,296.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,Matches
