Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Álex Remiro,es ESP,GK,28.0,37,37,3275,36.4,36,0.99,130,94,76.2,16,12,9,15,40.5,6,5,1,0,16.7,Matches
Unai Marrero,es ESP,GK,21.0,2,1,142,1.6,3,1.9,5,2,60.0,0,0,1,0,0.0,1,1,0,0,0.0,Matches
Squad Total,0,0,25.8,38,38,3417,38.0,39,1.03,135,96,75.6,16,12,10,15,39.5,7,6,1,0,14.3,0
Opponent Total,0,0,27.2,38,38,3420,38.0,51,1.34,151,103,68.9,10,12,16,10,26.3,4,4,0,0,0.0,0
