D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2024-04-04,19:00,Sudamericana,Group stage,Thu,Away,D,0.0,0.0,ec Univ Católica,0.0,0.0,41.0,3092.0,Neris,4-3-3,Ángel Arteaga,Match Report,0
2024-04-11,21:00,Sudamericana,Group stage,Thu,Home,D,3.0,3.0,co Alianza,0.0,0.0,65.0,18818.0,Lucas Silva,4-3-3,Roberto Pérez,Match Report,0
2024-04-14,17:00,Série A,Matchweek 1,Sun,Home,W,3.0,2.0,Botafogo (RJ),1.6,2.0,55.0,20701.0,Lucas Silva,4-3-3,Matheus Delgado Candançan,Match Report,0
2024-04-17,20:00,Série A,Matchweek 2,Wed,Away,D,1.0,1.0,Fortaleza,0.8,0.6,61.0,21726.0,Lucas Silva,4-3-3,Bruno Mota Correia,Match Report,0
2024-04-20,21:00,Série A,Matchweek 3,Sat,Away,L,0.0,3.0,Atlético Mineiro,0.8,1.1,44.0,39541.0,Lucas Silva,4-3-3,Ramon Abatti,Match Report,0
2024-04-23,18:00,Sudamericana,Group stage,Tue,Away,D,0.0,0.0,cl La Calera,0.0,0.0,62.0,1182.0,Lucas Romero,4-3-3,Mario Díaz,Match Report,0
2024-04-28,16:00,Série A,Matchweek 4,Sun,Home,W,3.0,1.0,Vitória,1.2,0.3,53.0,20083.0,Lucas Silva,4-3-3,Fabio Augusto de Sá Junior,Match Report,0
2024-05-04,21:00,Série A,Matchweek 5,Sat,Home,0,0.0,0.0,Internacional,0.0,0.0,0.0,0.0,0,0,0,0,Match Postponed
2024-05-07,19:30,Sudamericana,Group stage,Tue,Away,W,3.0,0.0,co Alianza,0.0,0.0,56.0,3068.0,Lucas Silva,4-3-3,Andrés Merlos,Match Report,0
2024-05-12,16:00,Série A,Matchweek 6,Sun,Away,W,1.0,0.0,Atl Goianiense,0.5,1.5,54.0,7576.0,Lucas Silva,4-3-3,Rodrigo José Pereira de Lima,Match Report,0
2024-05-16,21:00,Sudamericana,Group stage,Thu,Home,W,1.0,0.0,cl La Calera,0.0,0.0,54.0,17712.0,Lucas Silva,4-3-3,Ivo Méndez,Match Report,0
2024-05-30,21:00,Sudamericana,Group stage,Thu,Home,W,1.0,0.0,ec Univ Católica,0.0,0.0,62.0,55254.0,Lucas Silva,4-2-3-1,Maximiliano Ramírez,Match Report,0
2024-06-02,18:30,Série A,Matchweek 7,Sun,Away,L,0.0,2.0,São Paulo,0.6,0.6,45.0,44928.0,Lucas Silva,4-3-2-1,Lucas Paulo Torezin,Match Report,0
2024-06-13,19:00,Série A,Matchweek 8,Thu,Home,W,2.0,1.0,Cuiabá,1.0,1.6,51.0,0.0,Lucas Silva,4-3-2-1,Marcelo de Lima Henrique,Match Report,0
2024-06-16,18:30,Série A,Matchweek 9,Sun,Away,D,0.0,0.0,Vasco da Gama,0.2,1.0,50.0,0.0,Lucas Silva,4-3-2-1,Rafael Rodrigo Klein,Match Report,0
2024-06-19,21:30,Série A,Matchweek 10,Wed,Home,W,2.0,0.0,Fluminense,1.8,0.4,34.0,0.0,Lucas Silva,4-3-2-1,Matheus Delgado Candançan,Match Report,0
2024-06-23,16:00,Série A,Matchweek 11,Sun,Away,0,0.0,0.0,Bahia,0.0,0.0,0.0,0.0,0,0,0,Head-to-Head,0
2024-06-26,19:00,Série A,Matchweek 12,Wed,Home,0,0.0,0.0,Ath Paranaense,0.0,0.0,0.0,0.0,0,0,0,Head-to-Head,0
2024-06-30,18:30,Série A,Matchweek 13,Sun,Away,0,0.0,0.0,Flamengo,0.0,0.0,0.0,0.0,0,0,0,Head-to-Head,0
2024-07-03,20:00,Série A,Matchweek 14,Wed,Away,0,0.0,0.0,Criciúma,0.0,0.0,0.0,0.0,0,0,0,Head-to-Head,0
2024-07-07,16:00,Série A,Matchweek 15,Sun,Home,0,0.0,0.0,Corinthians,0.0,0.0,0.0,0.0,0,0,0,Head-to-Head,0
2024-07-10,0,Série A,Matchweek 16,Wed,Away,0,0.0,0.0,Grêmio,0.0,0.0,0.0,0.0,0,0,0,Head-to-Head,0
2024-07-17,0,Série A,Matchweek 17,Wed,Home,0,0.0,0.0,Red Bull Bragantino,0.0,0.0,0.0,0.0,0,0,0,Head-to-Head,0
2024-07-20,0,Série A,Matchweek 18,Sat,Away,0,0.0,0.0,Palmeiras,0.0,0.0,0.0,0.0,0,0,0,Head-to-Head,0
2024-07-24,0,Série A,Matchweek 19,Wed,Home,0,0.0,0.0,Juventude,0.0,0.0,0.0,0.0,0,0,0,Head-to-Head,0
2024-07-27,0,Série A,Matchweek 20,Sat,Away,0,0.0,0.0,Botafogo (RJ),0.0,0.0,0.0,0.0,0,0,0,Head-to-Head,0
2024-08-03,0,Série A,Matchweek 21,Sat,Home,0,0.0,0.0,Fortaleza,0.0,0.0,0.0,0.0,0,0,0,Head-to-Head,0
2024-08-10,0,Série A,Matchweek 22,Sat,Home,0,0.0,0.0,Atlético Mineiro,0.0,0.0,0.0,0.0,0,0,0,Head-to-Head,0
2024-08-17,0,Série A,Matchweek 23,Sat,Away,0,0.0,0.0,Vitória,0.0,0.0,0.0,0.0,0,0,0,Head-to-Head,0
2024-08-24,0,Série A,Matchweek 24,Sat,Away,0,0.0,0.0,Internacional,0.0,0.0,0.0,0.0,0,0,0,Head-to-Head,0
2024-08-31,0,Série A,Matchweek 25,Sat,Home,0,0.0,0.0,Atl Goianiense,0.0,0.0,0.0,0.0,0,0,0,Head-to-Head,0
2024-09-14,0,Série A,Matchweek 26,Sat,Home,0,0.0,0.0,São Paulo,0.0,0.0,0.0,0.0,0,0,0,Head-to-Head,0
2024-09-21,0,Série A,Matchweek 27,Sat,Away,0,0.0,0.0,Cuiabá,0.0,0.0,0.0,0.0,0,0,0,Head-to-Head,0
2024-09-28,0,Série A,Matchweek 28,Sat,Home,0,0.0,0.0,Vasco da Gama,0.0,0.0,0.0,0.0,0,0,0,Head-to-Head,0
