Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Anderson,br BRA,GK,26-107,9.0,1,0,0,0,1,0,0,0,0,0,0,0,10,2,0,100.0,Matches
William,br BRA,DF,29-078,9.0,2,0,0,8,4,0,46,12,17,0,0,0,59,10,6,62.5,Matches
Lucas Silva,br BRA,MF,31-125,7.3,1,0,0,6,6,0,11,1,4,0,0,1,38,6,11,35.3,Matches
João Marcelo,br BRA,DF,24-007,8.0,1,0,0,5,3,1,1,13,7,0,0,0,26,20,18,52.6,Matches
Matheus Pereira,pt POR,"FW,MF",28-046,7.9,4,0,0,9,28,2,41,2,4,0,0,0,21,6,6,50.0,Matches
Marlon,br BRA,DF,27-031,7.4,0,1,0,13,6,0,19,5,10,0,0,0,33,6,5,54.5,Matches
Rafael Silva,br BRA,FW,32-077,5.9,2,0,0,6,3,3,2,1,3,0,0,0,6,7,15,31.8,Matches
Zé Ivaldo,br BRA,DF,27-120,7.5,2,0,0,10,7,2,3,6,6,0,1,0,34,14,3,82.4,Matches
Lucas Romero,ar ARG,MF,30-063,6.5,3,1,1,6,8,0,0,4,16,0,0,0,33,10,5,66.7,Matches
Ramiro Benetti,br BRA,MF,31-029,5.0,1,0,0,8,6,0,3,3,5,0,0,0,17,5,5,50.0,Matches
Arthur,br BRA,FW,25-353,4.0,1,0,0,5,8,3,9,1,4,0,0,0,17,2,3,40.0,Matches
Gabriel Veron,br BRA,"MF,FW",21-291,3.6,0,0,0,3,1,0,3,1,2,0,0,0,14,3,4,42.9,Matches
Álvaro Barreal,ar ARG,"MF,FW",23-308,3.5,1,0,0,7,4,0,16,1,5,0,0,0,16,0,2,0.0,Matches
Neris,br BRA,DF,32-003,2.6,0,0,0,7,2,1,0,2,2,0,0,0,7,6,2,75.0,Matches
Robert,br BRA,MF,19-068,2.3,1,0,0,1,2,1,2,1,1,0,0,0,5,0,7,0.0,Matches
Machado,br BRA,MF,28-152,1.2,1,0,0,3,2,0,3,2,3,0,0,0,4,1,0,100.0,Matches
Kaiki,br BRA,DF,21-104,1.3,1,0,0,2,4,0,2,3,4,0,0,0,7,0,3,0.0,Matches
José Cifuentes,ec ECU,MF,25-100,0.8,0,0,0,1,0,0,0,0,2,0,0,0,8,1,1,50.0,Matches
Vitor Hugo Amorim,br BRA,MF,20-123,1.3,0,0,0,1,3,0,1,1,0,0,0,0,8,1,1,50.0,Matches
Rafael Elias,br BRA,FW,25-069,1.1,2,0,0,4,2,1,0,0,0,0,0,0,3,1,2,33.3,Matches
João Pedro,br BRA,"FW,MF",21-139,0.9,0,0,0,0,3,0,1,2,0,0,0,0,4,2,2,50.0,Matches
João Wellington,br BRA,MF,20-170,0.8,0,0,0,2,0,0,0,2,1,0,0,0,5,1,2,33.3,Matches
Mateus Vital,br BRA,MF,26-129,0.8,0,0,0,0,2,0,1,0,2,0,0,0,5,0,2,0.0,Matches
Arthur Rodrigues,br BRA,FW,20-129,0.5,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,50.0,Matches
Lucas Villalba,ar ARG,"DF,MF",29-306,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,Matches
Wesley Gasolina,br BRA,MF,24-099,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,Matches
Squad Total,0,0,27.4,9.0,25,2,1,108,106,15,164,63,98,0,1,1,381,105,109,49.1,0
Opponent Total,0,0,28.8,9.0,16,1,0,110,100,2,173,75,89,1,1,0,340,109,105,50.9,0
