Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Lukáš Hrádecký,fi FIN,GK,33.0,33.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,10,2,Matches
Granit Xhaka,ch SUI,MF,30.0,31.3,29,21,11,14,4,9,30,30.0,21,29,8,21,19,48,42,0,Matches
Álex Grimaldo,es ESP,DF,27.0,30.9,45,24,26,10,9,30,55,54.5,25,32,7,25,22,67,41,0,Matches
Jonathan Tah,de GER,DF,27.0,29.2,19,9,10,7,2,5,16,31.3,11,28,23,5,23,42,97,1,Matches
Jeremie Frimpong,nl NED,DF,22.0,25.0,26,17,12,7,7,8,20,40.0,12,26,0,26,7,33,17,0,Matches
Florian Wirtz,de GER,MF,20.0,26.4,27,18,7,14,6,9,29,31.0,20,36,2,34,9,36,3,0,Matches
Jonas Hofmann,de GER,MF,31.0,24.5,20,14,6,9,5,10,24,41.7,14,18,0,18,8,28,6,0,Matches
Edmond Tapsoba,bf BFA,DF,24.0,23.2,34,25,17,15,2,17,24,70.8,7,21,10,11,24,58,52,3,Matches
Exequiel Palacios,ar ARG,MF,24.0,20.3,60,34,28,26,6,26,53,49.1,27,24,0,24,29,89,20,2,Matches
Odilon Kossonou,ci CIV,DF,22.0,20.1,30,20,11,12,7,15,26,57.7,11,27,3,24,27,57,43,1,Matches
Robert Andrich,de GER,"MF,DF",28.0,18.8,30,18,8,14,8,13,24,54.2,11,15,4,11,20,50,17,0,Matches
Victor Boniface,ng NGA,FW,22.0,17.2,6,4,0,1,5,1,4,25.0,3,6,1,5,0,6,13,0,Matches
Piero Hincapié,ec ECU,DF,21.0,16.5,35,22,14,17,4,13,17,76.5,4,18,7,11,13,48,43,0,Matches
Josip Stanišić,hr CRO,DF,23.0,14.0,38,20,19,13,6,22,33,66.7,11,18,3,15,9,47,26,0,Matches
Patrik Schick,cz CZE,FW,27.0,11.8,6,4,0,3,3,1,5,20.0,4,2,0,2,1,7,7,0,Matches
Amine Adli,ma MAR,"MF,FW",23.0,10.0,16,7,2,10,4,7,17,41.2,10,10,2,8,6,22,5,0,Matches
Nathan Tella,ng NGA,"DF,MF",24.0,9.1,13,8,6,5,2,5,10,50.0,5,10,0,10,3,16,8,0,Matches
Adam Hložek,cz CZE,"MF,FW",21.0,5.1,10,4,2,4,4,3,7,42.9,4,4,1,3,2,12,1,0,Matches
Borja Iglesias,es ESP,FW,30.0,2.8,1,0,0,1,0,0,1,0.0,1,2,0,2,1,2,1,0,Matches
Arthur,br BRA,DF,20.0,2.0,4,3,2,0,2,2,2,100.0,0,1,1,0,0,4,7,0,Matches
Matej Kovar,cz CZE,GK,23.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Nadiem Amiri,de GER,MF,26.0,1.0,4,2,0,3,1,0,3,0.0,3,0,0,0,0,4,1,0,Matches
Gustavo Puerta,co COL,"DF,MF",20.0,0.5,5,3,2,2,1,1,2,50.0,1,2,0,2,0,5,0,0,Matches
Noah Mbamba,be BEL,MF,18.0,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,Matches
Squad Total,0,0,26.2,34.0,458,277,183,187,88,197,403,48.9,206,330,72,258,224,682,460,9,0
Opponent Total,0,0,26.5,34.0,661,376,365,226,70,328,676,48.5,348,472,160,312,363,1024,751,17,0
