Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Lukáš Hrádecký,fi FIN,GK,33.0,33.0,706,886,79.7,16511,12037,186,187,99.5,360,369,97.6,156,320,48.8,0,0.0,0.0,0.0,0,4,0,0,1,Matches
Granit Xhaka,ch SUI,MF,30.0,31.3,3020,3292,91.7,47359,13206,1681,1777,94.6,1063,1138,93.4,208,258,80.6,0,2.7,5.9,-2.7,41,370,54,0,392,Matches
Álex Grimaldo,es ESP,DF,27.0,30.9,1762,2148,82.0,24881,6698,1116,1208,92.4,500,606,82.5,88,200,44.0,13,9.1,11.1,3.9,78,79,71,22,162,Matches
Jonathan Tah,de GER,DF,27.0,29.2,2070,2193,94.4,32998,13638,1045,1077,97.0,908,962,94.4,89,110,80.9,1,0.3,0.9,0.7,5,164,1,0,133,Matches
Jeremie Frimpong,nl NED,DF,22.0,25.0,797,1026,77.7,10923,2301,541,622,87.0,206,279,73.8,29,49,59.2,7,5.9,5.4,1.1,45,20,36,15,49,Matches
Florian Wirtz,de GER,MF,20.0,26.4,1540,1855,83.0,20304,5621,1003,1124,89.2,395,462,85.5,62,98,63.3,11,7.5,9.7,3.5,73,95,82,7,224,Matches
Jonas Hofmann,de GER,MF,31.0,24.5,1214,1530,79.3,18608,4146,700,795,88.1,361,437,82.6,103,183,56.3,7,8.1,8.3,-1.1,78,71,41,5,119,Matches
Edmond Tapsoba,bf BFA,DF,24.0,23.2,1795,1973,91.0,29578,12526,878,930,94.4,758,813,93.2,118,167,70.7,1,1.0,1.4,0.0,9,193,8,0,164,Matches
Exequiel Palacios,ar ARG,MF,24.0,20.3,1856,2023,91.7,26250,8146,1153,1217,94.7,560,601,93.2,80,103,77.7,4,3.8,4.1,0.2,27,186,31,2,162,Matches
Odilon Kossonou,ci CIV,DF,22.0,20.1,1274,1428,89.2,19913,6199,680,733,92.8,497,535,92.9,75,105,71.4,0,0.7,1.5,-0.7,10,155,16,0,141,Matches
Robert Andrich,de GER,"MF,DF",28.0,18.8,1346,1494,90.1,20529,6451,749,789,94.9,487,542,89.9,74,105,70.5,2,1.8,2.2,0.2,22,117,19,3,97,Matches
Victor Boniface,ng NGA,FW,22.0,17.2,278,385,72.2,3892,732,162,209,77.5,87,103,84.5,13,24,54.2,8,3.7,3.3,4.3,22,13,13,0,34,Matches
Piero Hincapié,ec ECU,DF,21.0,16.5,1307,1435,91.1,19443,6533,758,788,96.2,469,509,92.1,52,91,57.1,2,0.5,0.9,1.5,6,99,9,0,102,Matches
Josip Stanišić,hr CRO,DF,23.0,14.0,961,1077,89.2,14733,4167,564,593,95.1,316,349,90.5,63,93,67.7,1,1.7,1.7,-0.7,11,88,20,4,92,Matches
Patrik Schick,cz CZE,FW,27.0,11.8,184,231,79.7,2218,317,129,155,83.2,42,50,84.0,3,4,75.0,0,1.0,1.6,-1.0,8,8,5,0,17,Matches
Amine Adli,ma MAR,"MF,FW",23.0,10.0,367,459,80.0,4683,1110,252,291,86.6,91,110,82.7,7,18,38.9,6,2.3,2.9,3.7,21,19,18,3,39,Matches
Nathan Tella,ng NGA,"DF,MF",24.0,9.1,279,351,79.5,3946,979,175,195,89.7,86,107,80.4,8,23,34.8,2,3.2,2.9,-1.2,14,9,18,5,28,Matches
Adam Hložek,cz CZE,"MF,FW",21.0,5.1,123,152,80.9,1739,280,78,88,88.6,34,42,81.0,6,8,75.0,3,0.9,1.2,2.1,9,5,2,0,13,Matches
Borja Iglesias,es ESP,FW,30.0,2.8,58,75,77.3,752,113,33,42,78.6,19,20,95.0,1,1,100.0,0,0.3,0.4,-0.3,3,3,3,0,5,Matches
Arthur,br BRA,DF,20.0,2.0,88,109,80.7,1360,367,53,58,91.4,28,39,71.8,6,8,75.0,2,0.3,0.4,1.7,5,2,6,5,7,Matches
Matej Kovar,cz CZE,GK,23.0,1.0,17,17,100.0,376,274,4,4,100.0,9,9,100.0,4,4,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Nadiem Amiri,de GER,MF,26.0,1.0,92,100,92.0,1039,238,70,72,97.2,17,19,89.5,1,1,100.0,0,0.0,0.1,0.0,1,8,2,0,6,Matches
Gustavo Puerta,co COL,"DF,MF",20.0,0.5,39,42,92.9,596,209,20,21,95.2,16,17,94.1,3,4,75.0,0,0.1,0.1,-0.1,1,4,1,0,8,Matches
Noah Mbamba,be BEL,MF,18.0,0.2,19,20,95.0,259,85,11,11,100.0,7,7,100.0,0,0,0.0,1,0.6,0.5,0.4,1,4,1,1,2,Matches
Squad Total,0,0,26.2,34.0,21192,24301,87.2,322890,106373,12041,12986,92.7,7316,8125,90.0,1249,1977,63.2,71,55.2,66.8,15.8,490,1716,457,72,1997,0
Opponent Total,0,0,26.5,34.0,11820,14960,79.0,208801,77623,5262,5958,88.3,5090,5928,85.9,1157,2298,50.3,18,22.1,26.5,-4.1,214,790,187,44,940,0
