Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Lukáš Hrádecký,fi FIN,GK,33.0,33.0,939,777,925,14,0,0,939,0,0,0.0,0,0.0,543,2958,1580,0,1,1,1,0,456,0,Matches
Granit Xhaka,ch SUI,MF,30.0,31.3,3558,94,485,2291,797,17,3558,28,16,57.1,9,32.1,2164,9461,4933,60,67,4,31,30,2955,53,Matches
Álex Grimaldo,es ESP,DF,27.0,30.9,2465,60,429,940,1112,106,2465,48,20,41.7,23,47.9,1346,6006,3113,77,56,15,50,18,1681,261,Matches
Jonathan Tah,de GER,DF,27.0,29.2,2434,207,790,1517,140,34,2434,9,5,55.6,4,44.4,1557,8072,4568,17,26,1,11,5,1812,4,Matches
Jeremie Frimpong,nl NED,DF,22.0,25.0,1329,19,158,406,784,205,1329,106,48,45.3,48,45.3,824,6275,3756,153,62,73,51,37,941,348,Matches
Florian Wirtz,de GER,MF,20.0,26.4,2252,7,146,906,1229,170,2251,162,79,48.8,74,45.7,1384,7896,4152,138,108,45,83,79,1815,306,Matches
Jonas Hofmann,de GER,MF,31.0,24.5,1718,3,122,676,928,110,1718,35,18,51.4,17,48.6,895,4657,2294,63,50,13,34,17,1353,221,Matches
Edmond Tapsoba,bf BFA,DF,24.0,23.2,2156,157,709,1290,177,23,2156,17,13,76.5,3,17.6,1495,8947,5271,49,45,1,13,7,1599,12,Matches
Exequiel Palacios,ar ARG,MF,24.0,20.3,2222,36,341,1461,439,21,2220,26,23,88.5,3,11.5,1296,4722,2297,24,24,2,22,13,1802,45,Matches
Odilon Kossonou,ci CIV,DF,22.0,20.1,1600,67,404,976,237,9,1600,40,23,57.5,17,42.5,953,5398,2880,48,35,4,12,15,1154,23,Matches
Robert Andrich,de GER,"MF,DF",28.0,18.8,1638,53,319,1049,281,16,1638,12,7,58.3,4,33.3,885,4005,1978,20,34,1,13,7,1235,14,Matches
Victor Boniface,ng NGA,FW,22.0,17.2,646,14,26,236,392,137,642,93,46,49.5,42,45.2,389,2221,1110,50,31,28,58,30,528,158,Matches
Piero Hincapié,ec ECU,DF,21.0,16.5,1597,100,472,895,237,25,1597,6,1,16.7,5,83.3,994,5078,3063,34,32,1,11,4,1237,50,Matches
Josip Stanišić,hr CRO,DF,23.0,14.0,1205,55,307,628,282,21,1205,20,12,60.0,6,30.0,729,4356,2590,49,37,4,14,5,877,63,Matches
Patrik Schick,cz CZE,FW,27.0,11.8,350,7,15,132,208,90,349,25,8,32.0,14,56.0,191,814,265,7,4,5,23,17,281,88,Matches
Amine Adli,ma MAR,"MF,FW",23.0,10.0,575,7,52,231,299,66,575,27,13,48.1,10,37.0,339,1768,1021,32,25,16,17,10,460,131,Matches
Nathan Tella,ng NGA,"DF,MF",24.0,9.1,482,7,56,152,279,60,482,43,7,16.3,30,69.8,296,1791,970,35,15,16,18,15,340,114,Matches
Adam Hložek,cz CZE,"MF,FW",21.0,5.1,222,4,21,99,105,29,222,14,4,28.6,9,64.3,135,812,386,14,9,5,10,13,177,33,Matches
Borja Iglesias,es ESP,FW,30.0,2.8,96,1,2,28,66,19,96,1,0,0.0,1,100.0,62,314,74,3,2,3,5,6,82,19,Matches
Arthur,br BRA,DF,20.0,2.0,131,7,35,42,56,8,131,5,2,40.0,3,60.0,79,485,307,8,6,2,2,3,88,28,Matches
Matej Kovar,cz CZE,GK,23.0,1.0,19,17,19,0,0,0,19,0,0,0.0,0,0.0,8,45,38,0,0,0,0,0,9,0,Matches
Nadiem Amiri,de GER,MF,26.0,1.0,116,2,9,62,48,2,116,6,1,16.7,4,66.7,57,313,187,5,4,1,2,0,96,6,Matches
Gustavo Puerta,co COL,"DF,MF",20.0,0.5,53,2,5,38,10,0,53,1,1,100.0,0,0.0,37,186,44,1,1,0,1,0,39,1,Matches
Noah Mbamba,be BEL,MF,18.0,0.2,27,0,0,11,16,0,27,3,1,33.3,2,66.7,19,77,24,1,2,1,1,2,24,1,Matches
Squad Total,0,0,26.2,34.0,27830,1703,5847,14080,8122,1168,27822,727,348,47.9,328,45.1,16677,86657,46901,888,676,242,483,333,21041,1979,0
Opponent Total,0,0,26.5,34.0,18788,2777,7483,7995,3487,521,18788,434,206,47.5,197,45.4,10116,50140,24268,398,310,89,500,261,11706,932,0
