Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Lukáš Hrádecký,fi FIN,GK,33.0,33.0,2,0.06,2,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
Granit Xhaka,ch SUI,MF,30.0,31.3,121,3.86,110,1,2,6,2,0,11,0.35,11,0,0,0,0,0,Matches
Álex Grimaldo,es ESP,DF,27.0,30.9,131,4.23,88,29,5,5,3,1,21,0.68,13,3,1,2,2,0,Matches
Jonathan Tah,de GER,DF,27.0,29.2,19,0.65,15,0,0,3,0,1,4,0.14,3,0,0,1,0,0,Matches
Jeremie Frimpong,nl NED,DF,22.0,25.0,84,3.36,59,0,15,5,5,0,9,0.36,6,0,2,0,1,0,Matches
Florian Wirtz,de GER,MF,20.0,26.4,166,6.3,128,8,15,4,9,2,24,0.91,18,2,4,0,0,0,Matches
Jonas Hofmann,de GER,MF,31.0,24.5,157,6.42,108,33,4,6,5,1,20,0.82,10,7,0,1,2,0,Matches
Edmond Tapsoba,bf BFA,DF,24.0,23.2,38,1.64,36,1,0,0,1,0,6,0.26,6,0,0,0,0,0,Matches
Exequiel Palacios,ar ARG,MF,24.0,20.3,53,2.6,47,0,2,1,2,1,7,0.34,7,0,0,0,0,0,Matches
Odilon Kossonou,ci CIV,DF,22.0,20.1,33,1.64,31,0,2,0,0,0,3,0.15,3,0,0,0,0,0,Matches
Robert Andrich,de GER,"MF,DF",28.0,18.8,54,2.88,47,0,0,4,2,1,6,0.32,6,0,0,0,0,0,Matches
Victor Boniface,ng NGA,FW,22.0,17.2,57,3.32,29,0,21,3,3,1,15,0.87,9,0,4,1,1,0,Matches
Piero Hincapié,ec ECU,DF,21.0,16.5,23,1.39,20,0,0,2,1,0,5,0.3,4,0,0,1,0,0,Matches
Josip Stanišić,hr CRO,DF,23.0,14.0,26,1.85,22,0,0,2,1,1,2,0.14,2,0,0,0,0,0,Matches
Patrik Schick,cz CZE,FW,27.0,11.8,30,2.54,19,0,3,5,2,1,3,0.25,0,0,0,2,1,0,Matches
Amine Adli,ma MAR,"MF,FW",23.0,10.0,52,5.22,39,0,6,3,4,0,9,0.9,5,0,2,1,1,0,Matches
Nathan Tella,ng NGA,"DF,MF",24.0,9.1,36,3.96,25,1,1,2,7,0,6,0.66,4,0,0,0,2,0,Matches
Adam Hložek,cz CZE,"MF,FW",21.0,5.1,16,3.14,12,0,1,3,0,0,4,0.78,4,0,0,0,0,0,Matches
Borja Iglesias,es ESP,FW,30.0,2.8,8,2.81,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Arthur,br BRA,DF,20.0,2.0,7,3.41,5,1,0,0,0,1,2,0.97,2,0,0,0,0,0,Matches
Matej Kovar,cz CZE,GK,23.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Nadiem Amiri,de GER,MF,26.0,1.0,1,1.02,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Gustavo Puerta,co COL,"DF,MF",20.0,0.5,2,3.91,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Noah Mbamba,be BEL,MF,18.0,0.2,1,5.63,1,0,0,0,0,0,1,5.63,1,0,0,0,0,0,Matches
Squad Total,0,0,26.2,34.0,1117,32.85,854,74,77,54,47,11,159,4.68,115,12,13,9,10,0,0
Opponent Total,0,0,26.5,34.0,494,14.53,375,49,19,28,16,7,39,1.15,26,5,2,4,2,0,0
