Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Leonardo Román,es ESP,GK,23-351,42,42,3780,42.0,39,0.93,153,114,79.1,17,13,12,14,33.3,7,7,0,0,0.0,Matches
Squad Total,0,0,27.6,42,42,3780,42.0,39,0.93,153,114,79.1,17,13,12,14,33.3,7,7,0,0,0.0,0
Opponent Total,0,0,27.5,42,42,3780,42.0,55,1.31,164,110,68.9,12,13,17,13,31.0,4,4,0,0,0.0,0
