Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Leonardo Román,es ESP,GK,23-351,42.0,1003,1255,79.9,26116,18751,188,189,99.5,548,552,99.3,259,504,51.4,0,0.1,0.0,-0.1,1,10,0,0,0,Matches
Dani Calvo,es ESP,DF,30-081,39.0,2096,2404,87.2,41735,15915,625,688,90.8,1254,1363,92.0,204,296,68.9,2,2.3,1.4,-0.3,9,125,10,3,168,Matches
Viti,es ESP,"DF,MF",26-279,37.0,1138,1427,79.7,18080,5521,566,646,87.6,487,600,81.2,58,96,60.4,5,3.7,4.0,1.3,34,55,39,19,91,Matches
Santiago Colombatto,ar ARG,MF,27-156,34.7,1794,2286,78.5,34719,12185,656,741,88.5,882,1011,87.2,237,452,52.4,9,5.7,7.0,3.3,70,214,49,15,267,Matches
Abel,es ESP,DF,23-305,36.1,1436,2017,71.2,24001,8570,733,852,86.0,564,757,74.5,116,280,41.4,3,3.0,4.5,0.0,31,87,58,41,116,Matches
Oier Luengo,es ESP,DF,26-223,33.2,1378,1702,81.0,27608,9584,426,496,85.9,768,859,89.4,169,289,58.5,0,0.3,0.4,-0.3,3,72,6,2,73,Matches
Sebas Moyano,es ESP,"FW,MF",27-090,30.4,580,827,70.1,9124,2131,304,364,83.5,199,268,74.3,50,106,47.2,4,3.2,3.3,0.8,36,42,39,13,100,Matches
Jaime Seoane,es ESP,"MF,FW",27-151,27.4,944,1187,79.5,17028,5302,402,466,86.3,414,495,83.6,102,162,63.0,2,2.1,3.4,-0.1,33,121,38,13,155,Matches
Borja Bastón,es ESP,FW,31-301,26.7,320,470,68.1,4015,501,196,263,74.5,89,123,72.4,9,13,69.2,2,0.7,1.5,1.3,18,9,5,2,20,Matches
Luismi,es ESP,MF,32-047,17.5,793,922,86.0,16020,5265,290,326,89.0,366,404,90.6,126,162,77.8,0,0.7,0.9,-0.7,11,84,5,2,79,Matches
David Costas,es ESP,DF,29-087,17.8,909,1073,84.7,19718,6679,215,253,85.0,537,580,92.6,149,221,67.4,1,0.5,0.2,0.5,4,54,1,1,61,Matches
Mascarenhas,pt POR,"FW,MF",24-037,16.3,119,216,55.1,1877,628,56,92,60.9,48,72,66.7,8,20,40.0,1,1.8,1.0,-0.8,9,8,8,4,17,Matches
Paulino,es ESP,"FW,MF",26-360,16.2,549,723,75.9,10031,2266,257,304,84.5,203,249,81.5,72,120,60.0,1,2.8,2.2,-1.8,22,50,21,9,70,Matches
Alexandre Alemão,br BRA,FW,26-081,16.2,184,271,67.9,2491,410,108,145,74.5,53,69,76.8,8,14,57.1,1,2.0,1.7,-1.0,15,12,3,1,18,Matches
Jaime Suárez Juesas,es ESP,MF,27-173,15.8,699,830,84.2,12849,3718,287,326,88.0,332,370,89.7,74,102,72.5,0,0.7,1.6,-0.7,13,92,7,1,108,Matches
