Player,Nation,Pos,Age,MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches
Leonardo Román,es ESP,GK,23-351,42,42,3780.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Dani Calvo,es ESP,DF,30-081,40,40,3513.0,39.0,2.0,2.0,4.0,2.0,0.0,0.0,9.0,1.0,0.9,0.9,2.3,3.2,20.0,168.0,12.0,0.05,0.05,0.1,0.05,0.1,0.02,0.06,0.08,0.02,0.08,Matches
Viti,es ESP,"DF,MF",26-279,41,38,3330.0,37.0,0.0,5.0,5.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,3.7,4.5,123.0,91.0,181.0,0.0,0.14,0.14,0.0,0.14,0.02,0.1,0.12,0.02,0.12,Matches
Santiago Colombatto,ar ARG,MF,27-156,37,37,3122.0,34.7,3.0,9.0,12.0,2.0,1.0,1.0,11.0,1.0,2.7,1.9,5.7,7.7,57.0,267.0,85.0,0.09,0.26,0.35,0.06,0.32,0.08,0.16,0.24,0.06,0.22,Matches
Abel,es ESP,DF,23-305,39,36,3246.0,36.1,1.0,3.0,4.0,1.0,0.0,0.0,9.0,0.0,0.8,0.8,3.0,3.8,128.0,116.0,283.0,0.03,0.08,0.11,0.03,0.11,0.02,0.08,0.1,0.02,0.1,Matches
Oier Luengo,es ESP,DF,26-223,36,34,2987.0,33.2,2.0,0.0,2.0,2.0,0.0,0.0,6.0,1.0,2.4,2.4,0.3,2.7,15.0,73.0,21.0,0.06,0.0,0.06,0.06,0.06,0.07,0.01,0.08,0.07,0.08,Matches
Sebas Moyano,es ESP,"FW,MF",27-090,41,32,2740.0,30.4,8.0,4.0,12.0,8.0,0.0,0.0,3.0,0.0,6.7,6.7,3.2,9.9,88.0,100.0,210.0,0.26,0.13,0.39,0.26,0.39,0.22,0.11,0.33,0.22,0.33,Matches
Jaime Seoane,es ESP,"MF,FW",27-151,38,30,2468.0,27.4,4.0,2.0,6.0,4.0,0.0,0.0,7.0,1.0,3.7,3.7,2.1,5.8,59.0,155.0,130.0,0.15,0.07,0.22,0.15,0.22,0.13,0.08,0.21,0.13,0.21,Matches
Borja Bastón,es ESP,FW,31-301,38,28,2404.0,26.7,10.0,2.0,12.0,8.0,2.0,2.0,0.0,0.0,10.7,9.1,0.7,9.9,13.0,20.0,103.0,0.37,0.07,0.45,0.3,0.37,0.4,0.03,0.43,0.34,0.37,Matches
Luismi,es ESP,MF,32-047,20,19,1576.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.6,0.6,0.7,1.2,4.0,79.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,Matches
