Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Sergi,es ESP,DF,32-062,40.7,2182,2094,79,77,2,25,0,2,0,0,0,0,1857,9,6,Matches
Enric Franquesa,es ESP,DF,27-116,40.5,1610,1250,356,15,0,6,111,341,0,0,0,0,1192,4,59,Matches
Diego Conde,es ESP,GK,25-237,39.1,1061,586,471,139,0,2,0,0,0,0,0,0,568,4,1,Matches
Jorge Sáenz,es ESP,DF,27-217,35.2,1670,1603,63,61,1,9,1,2,0,0,0,0,1326,4,11,Matches
Diego,es ESP,FW,24-064,31.1,583,572,7,1,3,2,22,5,0,0,0,0,344,4,11,Matches
Yvan Neyou,cm CMR,MF,27-170,28.8,1336,1298,32,26,1,9,14,4,2,2,0,0,1142,6,11,Matches
Francisco Portillo,es ESP,"MF,FW",34-008,27.4,1448,1268,164,47,6,0,104,5,77,30,36,1,1184,16,20,Matches
Dani Raba,es ESP,"MF,FW",28-236,23.9,861,725,128,40,15,4,84,27,46,21,15,1,579,8,39,Matches
Iker Undabarrena,es ESP,MF,29-034,24.7,1244,1205,35,27,4,6,10,2,2,1,1,0,1081,4,18,Matches
Miguel,es ESP,FW,24-292,24.8,373,366,6,0,1,5,14,0,0,0,0,0,239,1,20,Matches
Allan Nyom,cm CMR,DF,36-042,22.3,974,764,209,20,1,3,47,189,0,0,0,0,739,1,19,Matches
Jorge Miramón,es ESP,"DF,FW",35-019,22.1,989,805,181,10,0,3,54,171,0,0,0,0,723,3,15,Matches
Aritz Arambarri,es ESP,DF,26-142,17.9,790,754,34,18,0,3,2,16,0,0,0,0,642,2,8,Matches
Julián Chicco,ar ARG,MF,26-160,16.3,659,641,17,15,1,3,6,2,0,0,0,0,546,1,11,Matches
Seydouba Cissé,gn GUI,"MF,FW",23-132,15.1,668,617,48,13,4,0,27,24,5,4,1,0,550,3,11,Matches
Naïs Djouahra,fr FRA,"MF,FW",24-211,11.1,350,306,42,14,0,1,40,4,24,13,7,0,260,2,9,Matches
Juan Cruz,es ESP,"FW,MF",24-057,10.6,381,313,65,7,2,2,59,41,17,4,5,0,244,3,12,Matches
Luis Perea,es ESP,MF,26-301,9.1,260,254,6,6,0,2,2,0,0,0,0,0,186,0,4,Matches
Darko Brašanac,rs SRB,"MF,FW",32-130,7.3,268,262,6,4,0,1,2,0,0,0,0,0,223,0,4,Matches
Oscar Ureña,es ESP,"MF,FW",21-172,5.2,138,135,1,0,0,0,30,1,0,0,0,0,84,2,8,Matches
Dani Jiménez,es ESP,GK,34-108,2.9,71,42,29,12,0,0,0,0,0,0,0,0,38,0,0,Matches
Naim García,es ESP,"MF,FW",22-010,3.0,76,69,7,1,1,0,9,5,1,0,1,0,47,0,3,Matches
Darío Poveda,es ESP,FW,27-100,0.7,16,16,0,0,0,0,1,0,0,0,0,0,10,0,0,Matches
Borja López,es ESP,DF,30-140,0.5,26,26,0,0,0,1,0,0,0,0,0,0,21,0,0,Matches
Diyaeddine Abzi,ca CAN,"DF,MF",25-211,0.4,27,24,3,0,0,0,0,3,0,0,0,0,22,0,0,Matches
Lalo Aguilar,es ESP,"DF,MF",22-010,0.2,13,10,3,0,0,0,0,3,0,0,0,0,9,0,1,Matches
Sergio Navarro,es ESP,MF,23-126,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,Matches
Sydney Osazuwa,es ESP,"DF,MF",17-061,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,0,0,28.3,42.0,18076,16007,1992,553,42,87,639,847,174,75,66,2,13857,77,302,0
Opponent Total,0,0,27.6,42.0,21572,19403,2109,599,40,150,812,936,181,58,73,1,17276,60,390,0
