Player,Nation,Pos,Age,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist,Matches
Diego Conde,es ESP,GK,25-237,39.1,26,6,2,2,0,28.0,0.22,2.0,0.05,211,684,30.8,725,107,55.0,42.9,332,85.8,61.0,578,37,6.4,29,0.74,12.4,Matches
Dani Jiménez,es ESP,GK,34-108,2.9,1,0,0,0,0,0.9,0.12,-0.1,-0.02,22,55,40.0,54,5,74.1,49.2,17,88.2,63.0,34,2,5.9,2,0.69,13.8,Matches
Squad Total,0,0,28.3,42.0,27,6,2,2,0,28.9,0.21,1.9,0.05,233,739,31.5,779,112,56.4,0.0,349,86.0,61.1,612,39,6.4,31,0.74,0.0,0
Opponent Total,0,0,27.6,42.0,56,6,0,7,1,53.7,0.32,-1.3,-0.03,163,424,38.4,965,202,30.3,32.3,295,44.7,39.6,479,34,7.1,30,0.71,12.8,0
