Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Sergi,es ESP,DF,32-062,40.7,2556,280,1281,1221,65,30,2556,2,1,50.0,1,50.0,1401,6524,3700,12,15,0,14,4,1686,5,Matches
Enric Franquesa,es ESP,DF,27-116,40.5,2017,68,589,876,577,63,2017,107,57,53.3,43,40.2,970,6528,3478,115,61,24,61,20,1051,207,Matches
Diego Conde,es ESP,GK,25-237,39.1,1119,947,1112,7,0,0,1119,0,0,0.0,0,0.0,461,2840,1836,0,0,0,2,0,301,0,Matches
Jorge Sáenz,es ESP,DF,27-217,35.2,2017,246,1049,938,38,22,2017,14,6,42.9,5,35.7,1001,4629,2914,8,7,0,11,1,1241,6,Matches
Diego,es ESP,FW,24-064,31.1,912,21,66,383,471,134,910,22,9,40.9,11,50.0,499,2312,709,27,25,12,93,38,723,163,Matches
Yvan Neyou,cm CMR,MF,27-170,28.8,1596,37,318,1075,223,16,1595,36,15,41.7,16,44.4,893,4855,2388,39,41,1,27,13,1086,28,Matches
Francisco Portillo,es ESP,"MF,FW",34-008,27.4,1636,23,210,926,516,34,1636,52,31,59.6,18,34.6,926,4570,2083,42,42,4,41,45,1168,97,Matches
Dani Raba,es ESP,"MF,FW",28-236,23.9,1215,11,92,514,633,95,1213,87,37,42.5,43,49.4,704,3903,1652,51,40,21,85,44,821,159,Matches
Iker Undabarrena,es ESP,MF,29-034,24.7,1455,52,265,1012,184,10,1455,12,6,50.0,6,50.0,736,2965,1204,16,12,0,16,17,959,22,Matches
Miguel,es ESP,FW,24-292,24.8,698,18,46,241,427,119,697,78,37,47.4,39,50.0,451,2442,1065,40,43,17,98,48,543,180,Matches
Allan Nyom,cm CMR,DF,36-042,22.3,1146,72,385,528,246,11,1146,14,8,57.1,4,28.6,515,2381,1136,30,24,2,19,4,596,54,Matches
Jorge Miramón,es ESP,"DF,FW",35-019,22.1,1218,48,310,504,425,39,1218,39,19,48.7,18,46.2,557,3744,2246,75,47,7,39,5,642,111,Matches
Aritz Arambarri,es ESP,DF,26-142,17.9,969,115,491,448,33,8,969,3,3,100.0,0,0.0,502,2651,1542,5,3,0,7,1,596,2,Matches
Julián Chicco,ar ARG,MF,26-160,16.3,804,30,181,507,123,16,804,21,10,47.6,10,47.6,402,2044,835,18,13,2,13,10,524,29,Matches
Seydouba Cissé,gn GUI,"MF,FW",23-132,15.1,810,17,159,454,208,15,810,21,15,71.4,4,19.0,414,2347,1180,31,23,3,18,17,493,33,Matches
Naïs Djouahra,fr FRA,"MF,FW",24-211,11.1,513,10,64,249,208,18,513,42,20,47.6,20,47.6,261,1789,800,26,23,2,27,10,308,42,Matches
Juan Cruz,es ESP,"FW,MF",24-057,10.6,476,7,83,144,263,30,476,49,26,53.1,22,44.9,295,2124,1191,38,26,12,17,11,310,90,Matches
Luis Perea,es ESP,MF,26-301,9.1,383,29,109,223,63,5,383,22,12,54.5,6,27.3,170,1397,533,13,11,1,19,8,187,12,Matches
Darko Brašanac,rs SRB,"MF,FW",32-130,7.3,330,11,80,187,65,11,330,6,4,66.7,2,33.3,142,625,252,4,2,0,8,3,205,15,Matches
Oscar Ureña,es ESP,"MF,FW",21-172,5.2,219,7,26,77,124,13,219,34,15,44.1,12,35.3,150,1244,668,31,12,6,14,7,155,55,Matches
Dani Jiménez,es ESP,GK,34-108,2.9,79,67,79,0,0,0,79,0,0,0.0,0,0.0,28,194,76,0,0,0,0,0,25,0,Matches
Naim García,es ESP,"MF,FW",22-010,3.0,130,6,29,55,48,4,130,10,5,50.0,5,50.0,66,413,111,5,4,2,16,8,68,17,Matches
Darío Poveda,es ESP,FW,27-100,0.7,32,1,2,11,19,4,32,3,0,0.0,3,100.0,17,100,53,2,2,2,3,2,22,3,Matches
Borja López,es ESP,DF,30-140,0.5,28,0,13,15,0,0,28,0,0,0.0,0,0.0,19,113,76,2,0,0,0,0,19,2,Matches
Diyaeddine Abzi,ca CAN,"DF,MF",25-211,0.4,36,2,9,18,9,3,36,4,0,0.0,4,100.0,15,104,41,1,0,2,0,0,26,2,Matches
Lalo Aguilar,es ESP,"DF,MF",22-010,0.2,15,1,6,7,3,0,15,0,0,0.0,0,0.0,5,34,20,1,0,0,1,0,3,0,Matches
Sergio Navarro,es ESP,MF,23-126,0.0,4,0,0,2,2,0,4,1,1,100.0,0,0.0,4,26,5,1,1,0,0,2,3,1,Matches
Sydney Osazuwa,es ESP,"DF,MF",17-061,0.0,1,0,0,0,1,0,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,0,0,28.3,42.0,22414,2126,7054,10622,4974,700,22408,679,337,49.6,292,43.0,11604,62898,31794,633,477,120,649,318,13761,1335,0
Opponent Total,0,0,27.6,42.0,25821,2177,7658,12579,5790,669,25815,678,320,47.2,304,44.8,14203,77912,40336,725,561,127,632,296,17090,1600,0
