D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-13,22:00,La Liga 2,Matchweek 1,Sun,Home,L,0,1,FC Andorra,1.2,2.1,33.0,5007,Sergi,4-2-3-1,Rafael Sánchez,Match Report,0.0
2023-08-19,22:00,La Liga 2,Matchweek 2,Sat,Away,W,2,0,Alcorcón,0.4,0.6,51.0,2722,Sergi,4-2-3-1,Luis Milla,Match Report,0.0
2023-08-27,21:30,La Liga 2,Matchweek 3,Sun,Home,W,2,0,Albacete,1.9,0.9,33.0,6927,Sergi,4-5-1,Iván Caparrós,Match Report,0.0
2023-09-03,16:15,La Liga 2,Matchweek 4,Sun,Away,W,1,0,Eibar,0.1,1.3,23.0,4916,Sergi,4-4-2,Daniel Trujillo,Match Report,0.0
2023-09-09,21:00,La Liga 2,Matchweek 5,Sat,Home,W,2,0,Huesca,0.9,0.3,54.0,6948,Sergi,4-4-2,Dámaso Arcediano,Match Report,0.0
2023-09-17,18:30,La Liga 2,Matchweek 6,Sun,Away,L,0,1,Elche,0.9,1.5,43.0,16154,Sergi,4-4-2,José López,Match Report,0.0
2023-09-24,18:30,La Liga 2,Matchweek 7,Sun,Away,W,3,1,CD Mirandés,1.4,0.4,46.0,3040,Sergi,4-4-2,Miguel González,Match Report,0.0
2023-09-29,21:00,La Liga 2,Matchweek 8,Fri,Home,W,2,1,Racing Sant,0.9,0.9,44.0,8953,Sergi,4-2-3-1,Jon González,Match Report,0.0
2023-10-04,21:30,La Liga 2,Matchweek 9,Wed,Away,L,0,1,Burgos,0.6,0.4,60.0,8254,Sergi,4-4-1-1,Iván Caparrós,Match Report,0.0
2023-10-07,21:00,La Liga 2,Matchweek 10,Sat,Home,D,0,0,Oviedo,0.7,0.4,38.0,8249,Sergi,4-3-3,Rubén Ávalos,Match Report,0.0
2023-10-15,18:30,La Liga 2,Matchweek 11,Sun,Home,W,6,0,Amorebieta,2.3,0.7,46.0,7696,Sergi,4-4-2,Andrés Fuentes,Match Report,0.0
2023-10-20,21:00,La Liga 2,Matchweek 12,Fri,Away,W,1,0,Espanyol,1.6,0.8,39.0,20599,Sergi,5-4-1,Miguel Sesma,Match Report,0.0
2023-10-29,18:30,La Liga 2,Matchweek 13,Sun,Home,W,1,0,Villarreal B,0.8,0.7,48.0,7008,Sergi,5-3-2,Germán Cid Camacho,Match Report,0.0
2023-11-01,12:00,Copa del Rey,First round,Wed,Away,W,2,0,Llerenense,0.0,0.0,0.0,1000,Allan Nyom,5-3-2,Oliver De La Fuente,Match Report,0.0
2023-11-05,18:30,La Liga 2,Matchweek 14,Sun,Away,W,3,0,Cartagena,2.2,0.7,49.0,6805,Sergi,5-4-1,Iosu Galech,Match Report,0.0
2023-11-10,20:30,La Liga 2,Matchweek 15,Fri,Home,W,2,1,Levante,1.4,0.3,41.0,8416,Sergi,5-3-2,Luis Milla,Match Report,0.0
2023-11-17,21:00,La Liga 2,Matchweek 16,Fri,Away,D,1,1,Valladolid,0.6,0.8,35.0,19914,Sergi,5-4-1,José López,Match Report,0.0
2023-11-26,14:00,La Liga 2,Matchweek 17,Sun,Home,D,2,2,Racing Ferrol,3.4,0.5,59.0,8704,Sergi,5-3-2,Miguel González,Match Report,0.0
2023-12-02,18:30,La Liga 2,Matchweek 18,Sat,Away,L,0,1,Zaragoza,0.2,0.9,53.0,21728,Sergi,4-4-2,Salvador Lax,Match Report,0.0
2023-12-07,20:00,Copa del Rey,Second round,Thu,Away,L,0,1,Racing Ferrol,0.0,0.0,0.0,6600,Jorge Sáenz,5-4-1,Rubén Ávalos,Match Report,0.0
2023-12-10,18:30,La Liga 2,Matchweek 19,Sun,Home,D,1,1,Eldense,1.5,0.2,66.0,7547,Sergi,4-2-3-1,José Guzmán,Match Report,0.0
