Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Sergi,es ESP,DF,32-062,40.7,22,0.54,19,0,1,2,0,0,4,0.1,2,0,0,2,0,0,Matches
Enric Franquesa,es ESP,DF,27-116,40.5,61,1.51,35,7,11,3,5,0,8,0.2,6,1,1,0,0,0,Matches
Diego Conde,es ESP,GK,25-237,39.1,6,0.15,3,3,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
Jorge Sáenz,es ESP,DF,27-217,35.2,17,0.48,12,0,0,4,1,0,5,0.14,4,0,0,1,0,0,Matches
Diego,es ESP,FW,24-064,31.1,54,1.74,37,0,1,10,6,0,4,0.13,3,0,0,0,1,0,Matches
Yvan Neyou,cm CMR,MF,27-170,28.8,32,1.11,25,1,2,2,0,2,2,0.07,1,0,0,0,0,1,Matches
Francisco Portillo,es ESP,"MF,FW",34-008,27.4,102,3.72,70,24,4,1,3,0,11,0.4,6,4,1,0,0,0,Matches
Dani Raba,es ESP,"MF,FW",28-236,23.9,108,4.51,66,14,8,4,13,3,17,0.71,9,2,2,1,3,0,Matches
Iker Undabarrena,es ESP,MF,29-034,24.7,42,1.7,41,1,0,0,0,0,4,0.16,4,0,0,0,0,0,Matches
Miguel,es ESP,FW,24-292,24.8,52,2.1,31,0,10,7,4,0,10,0.4,3,0,5,1,1,0,Matches
Allan Nyom,cm CMR,DF,36-042,22.3,27,1.21,23,2,1,0,1,0,3,0.13,2,0,0,0,1,0,Matches
Jorge Miramón,es ESP,"DF,FW",35-019,22.1,63,2.85,53,2,2,4,1,1,7,0.32,6,0,0,1,0,0,Matches
Aritz Arambarri,es ESP,DF,26-142,17.9,2,0.11,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Julián Chicco,ar ARG,MF,26-160,16.3,20,1.23,16,0,1,1,0,2,1,0.06,1,0,0,0,0,0,Matches
Seydouba Cissé,gn GUI,"MF,FW",23-132,15.1,26,1.72,22,1,1,2,0,0,3,0.2,3,0,0,0,0,0,Matches
Naïs Djouahra,fr FRA,"MF,FW",24-211,11.1,20,1.8,12,2,4,2,0,0,3,0.27,2,0,0,1,0,0,Matches
Juan Cruz,es ESP,"FW,MF",24-057,10.6,33,3.11,25,4,1,2,1,0,5,0.47,4,1,0,0,0,0,Matches
Luis Perea,es ESP,MF,26-301,9.1,9,0.99,7,0,1,0,1,0,1,0.11,1,0,0,0,0,0,Matches
Darko Brašanac,rs SRB,"MF,FW",32-130,7.3,7,0.96,7,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
Oscar Ureña,es ESP,"MF,FW",21-172,5.2,15,2.89,9,0,1,3,2,0,1,0.19,0,0,0,1,0,0,Matches
Dani Jiménez,es ESP,GK,34-108,2.9,1,0.34,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Naim García,es ESP,"MF,FW",22-010,3.0,4,1.32,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Darío Poveda,es ESP,FW,27-100,0.7,1,1.38,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Borja López,es ESP,DF,30-140,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Diyaeddine Abzi,ca CAN,"DF,MF",25-211,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Lalo Aguilar,es ESP,"DF,MF",22-010,0.2,2,8.57,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Sergio Navarro,es ESP,MF,23-126,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Sydney Osazuwa,es ESP,"DF,MF",17-061,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,0,0,28.3,42.0,726,17.29,521,62,49,48,38,8,91,2.17,59,8,9,8,6,1,0
Opponent Total,0,0,27.6,42.0,797,18.98,585,79,43,42,38,10,49,1.17,32,3,5,2,5,2,0
