Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Sergi,es ESP,DF,32-062,40.7,6,0,0,34,23,4,0,34,23,0,3,0,168,76,71,51.7,Matches
Enric Franquesa,es ESP,DF,27-116,40.5,6,0,0,34,39,8,111,30,46,0,0,0,180,24,36,40.0,Matches
Diego Conde,es ESP,GK,25-237,39.1,0,0,0,0,6,0,0,0,0,0,0,0,38,10,0,100.0,Matches
Jorge Sáenz,es ESP,DF,27-217,35.2,8,0,0,31,32,3,1,30,34,0,1,0,128,98,53,64.9,Matches
Diego,es ESP,FW,24-064,31.1,3,0,0,49,53,18,22,2,5,1,0,0,52,117,141,45.3,Matches
Yvan Neyou,cm CMR,MF,27-170,28.8,12,1,0,47,36,0,14,35,42,0,0,0,146,41,22,65.1,Matches
Francisco Portillo,es ESP,"MF,FW",34-008,27.4,2,0,0,27,28,2,104,12,14,0,0,0,140,10,31,24.4,Matches
Dani Raba,es ESP,"MF,FW",28-236,23.9,9,0,0,75,71,14,84,16,31,2,0,0,107,9,20,31.0,Matches
Iker Undabarrena,es ESP,MF,29-034,24.7,10,0,0,30,30,1,10,36,20,0,0,0,131,29,29,50.0,Matches
Miguel,es ESP,FW,24-292,24.8,10,0,0,40,46,10,14,7,8,1,0,0,55,24,59,28.9,Matches
Allan Nyom,cm CMR,DF,36-042,22.3,6,0,0,31,17,4,47,15,24,1,1,0,104,26,25,51.0,Matches
Jorge Miramón,es ESP,"DF,FW",35-019,22.1,4,0,0,32,27,2,54,23,26,0,1,0,125,12,22,35.3,Matches
Aritz Arambarri,es ESP,DF,26-142,17.9,5,0,0,23,6,1,2,24,8,0,0,0,68,29,20,59.2,Matches
Julián Chicco,ar ARG,MF,26-160,16.3,6,1,0,23,12,1,6,19,18,0,0,0,94,22,20,52.4,Matches
Seydouba Cissé,gn GUI,"MF,FW",23-132,15.1,4,1,0,27,11,0,27,17,21,0,0,0,107,10,17,37.0,Matches
Naïs Djouahra,fr FRA,"MF,FW",24-211,11.1,1,0,0,9,5,1,40,4,11,0,0,0,51,6,13,31.6,Matches
Juan Cruz,es ESP,"FW,MF",24-057,10.6,2,0,0,9,10,0,59,5,6,0,0,0,48,7,10,41.2,Matches
Luis Perea,es ESP,MF,26-301,9.1,6,0,0,9,13,2,2,3,11,0,0,0,55,30,21,58.8,Matches
Darko Brašanac,rs SRB,"MF,FW",32-130,7.3,3,0,0,10,7,0,2,7,10,0,0,0,29,9,18,33.3,Matches
Oscar Ureña,es ESP,"MF,FW",21-172,5.2,0,0,0,10,19,5,30,0,5,0,0,0,25,4,7,36.4,Matches
Dani Jiménez,es ESP,GK,34-108,2.9,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0.0,Matches
Naim García,es ESP,"MF,FW",22-010,3.0,1,0,0,10,2,1,9,3,3,0,0,0,19,3,2,60.0,Matches
Darío Poveda,es ESP,FW,27-100,0.7,0,0,0,0,3,0,1,1,1,0,0,0,4,2,1,66.7,Matches
Borja López,es ESP,DF,30-140,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,66.7,Matches
Diyaeddine Abzi,ca CAN,"DF,MF",25-211,0.4,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,100.0,Matches
Lalo Aguilar,es ESP,"DF,MF",22-010,0.2,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,100.0,Matches
Sergio Navarro,es ESP,MF,23-126,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,Matches
Sydney Osazuwa,es ESP,"DF,MF",17-061,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
Squad Total,0,0,28.3,42.0,104,3,0,562,497,77,639,323,367,5,6,0,1888,603,640,48.5,0
Opponent Total,0,0,27.6,42.0,104,4,1,523,520,60,812,315,367,3,6,1,1823,640,603,51.5,0
