Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Łukasz Skorupski,pl POL,GK,32.0,32,32,2880,32.0,29,0.91,106,77,75.5,14,13,5,13,40.6,6,3,1,2,25.0,Matches
Federico Ravaglia,it ITA,GK,23.0,6,6,535,5.9,3,0.5,18,13,83.3,4,1,1,4,66.7,1,0,1,0,100.0,Matches
Nicola Bagnolini,it ITA,GK,19.0,1,0,5,0.1,0,0.0,1,1,100.0,0,0,0,0,0.0,0,0,0,0,0.0,Matches
Squad Total,0,0,25.2,38,38,3420,38.0,32,0.84,125,91,76.8,18,14,6,17,44.7,7,3,2,2,40.0,0
Opponent Total,0,0,26.6,38,38,3420,38.0,54,1.42,163,111,69.3,6,14,18,10,26.3,5,4,0,1,0.0,0
