Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Łukasz Skorupski,pl POL,GK,32.0,32.0,2,0.06,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Joshua Zirkzee,nl NED,FW,22.0,30.7,97,3.17,70,0,16,9,2,0,10,0.33,6,0,2,2,0,0,Matches
Lewis Ferguson,sct SCO,MF,23.0,30.1,83,2.75,67,2,2,5,6,1,9,0.3,6,0,1,0,2,0,Matches
Remo Freuler,ch SUI,MF,31.0,29.2,56,1.92,50,2,1,1,1,1,5,0.17,4,0,0,1,0,0,Matches
Sam Beukema,nl NED,DF,24.0,28.3,21,0.74,19,0,0,2,0,0,1,0.04,1,0,0,0,0,0,Matches
Stefan Posch,at AUT,DF,26.0,26.8,44,1.64,36,5,1,2,0,0,4,0.15,3,0,0,1,0,0,Matches
Riccardo Calafiori,it ITA,DF,21.0,26.1,46,1.77,36,0,2,5,0,3,8,0.31,5,0,0,3,0,0,Matches
Victor Bernth Kristiansen,dk DEN,DF,20.0,25.6,43,1.68,37,1,2,2,1,0,7,0.27,5,0,0,1,1,0,Matches
Michel Aebischer,ch SUI,MF,26.0,24.8,40,1.61,32,2,2,2,2,0,1,0.04,1,0,0,0,0,0,Matches
Jhon Lucumí,co COL,DF,25.0,24.6,20,0.81,17,0,1,2,0,0,1,0.04,0,0,0,1,0,0,Matches
Alexis Saelemaekers,be BEL,"FW,MF",24.0,21.0,85,4.06,52,18,6,5,4,0,10,0.48,6,0,1,1,2,0,Matches
Dan Ndoye,ch SUI,"FW,MF",22.0,19.7,62,3.15,39,1,9,6,6,1,3,0.15,2,0,0,1,0,0,Matches
Riccardo Orsolini,it ITA,"FW,MF",26.0,19.9,84,4.22,51,18,8,3,4,0,7,0.35,2,1,2,1,1,0,Matches
Giovanni Fabbian,it ITA,"MF,FW",20.0,11.7,23,1.96,18,0,1,3,0,1,2,0.17,1,0,1,0,0,0,Matches
Charalambos Lykogiannis,gr GRE,DF,29.0,10.0,19,1.89,13,4,1,1,0,0,3,0.3,2,0,1,0,0,0,Matches
Nikola Moro,hr CRO,MF,25.0,9.3,22,2.35,16,1,2,0,1,2,2,0.21,2,0,0,0,0,0,Matches
Kacper Urbanski,pl POL,"MF,FW",18.0,10.3,35,3.4,24,5,3,3,0,0,1,0.1,0,0,0,1,0,0,Matches
Lorenzo De Silvestri,it ITA,DF,35.0,7.5,4,0.53,4,0,0,0,0,0,1,0.13,1,0,0,0,0,0,Matches
Federico Ravaglia,it ITA,GK,23.0,5.9,1,0.17,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Oussama El Azzouzi,ma MAR,MF,22.0,6.1,10,1.65,8,1,0,0,1,0,3,0.49,3,0,0,0,0,0,Matches
Jens Odgaard,dk DEN,"FW,MF",24.0,4.8,8,1.67,7,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Jesper Karlsson,se SWE,FW,25.0,3.8,11,2.88,7,3,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Santiago Castro,ar ARG,FW,18.0,2.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Sydney van Hooijdonk,nl NED,FW,23.0,2.4,2,0.85,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Tommaso Corazza,it ITA,DF,19.0,2.2,3,1.38,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Nicolás Domínguez,ar ARG,MF,25.0,1.1,2,1.78,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Kevin Bonifazi,it ITA,DF,27.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Nicola Bagnolini,it ITA,GK,19.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,0,0,25.2,38.0,823,21.66,611,64,57,52,30,9,78,2.05,50,1,8,13,6,0,0
Opponent Total,0,0,26.6,38.0,684,18.0,467,67,41,46,47,16,51,1.34,37,2,1,5,5,1,0
