Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Marvin Schwäbe,de GER,GK,28.0,34.0,1014,1305,77.7,26489,17868,171,172,99.4,553,565,97.9,289,557,51.9,0,0.1,0.2,-0.1,2,23,1,0,3,Matches
Julian Chabot,de GER,DF,25.0,30.0,1361,1616,84.2,25807,10115,498,548,90.9,725,798,90.9,127,245,51.8,0,0.4,1.5,-0.4,9,81,5,1,71,Matches
Timo Hübers,de GER,DF,27.0,30.9,1473,1743,84.5,28520,10485,448,501,89.4,879,951,92.4,130,250,52.0,0,0.5,1.0,-0.5,6,105,7,1,104,Matches
Eric Martel,de GER,MF,21.0,27.3,913,1126,81.1,14506,3416,421,495,85.1,422,488,86.5,38,73,52.1,1,1.1,0.8,-0.1,12,83,6,3,75,Matches
Florian Kainz,at AUT,"MF,FW",30.0,24.4,770,1119,68.8,14316,4837,322,379,85.0,328,419,78.3,100,248,40.3,4,3.3,4.5,0.7,53,76,31,13,124,Matches
Dejan Ljubicic,at AUT,"MF,FW",25.0,22.8,670,843,79.5,10615,2716,348,400,87.0,250,307,81.4,51,79,64.6,2,3.0,2.0,-1.0,28,54,20,5,84,Matches
Linton Maina,de GER,"FW,MF",24.0,21.1,484,661,73.2,6983,1773,295,343,86.0,161,209,77.0,21,46,45.7,3,3.1,3.3,-0.1,20,28,16,5,61,Matches
Jan Thielmann,de GER,"FW,DF",21.0,17.5,364,551,66.1,6590,2186,150,201,74.6,172,225,76.4,38,79,48.1,0,1.1,1.2,-1.1,16,25,13,8,51,Matches
Max Finkgräfe,de GER,"DF,FW",19.0,19.5,598,859,69.6,10280,4077,277,339,81.7,270,355,76.1,45,118,38.1,0,1.6,1.6,-1.6,23,46,12,7,53,Matches
Rasmus Carstensen,dk DEN,"DF,FW",22.0,18.4,594,827,71.8,8927,3429,330,386,85.5,231,302,76.5,23,69,33.3,0,2.6,3.3,-2.6,16,27,20,9,52,Matches
Denis Huseinbasic,ba BIH,MF,22.0,18.1,674,791,85.2,11058,2909,324,364,89.0,287,310,92.6,46,74,62.2,3,0.7,0.7,2.3,16,68,9,2,93,Matches
Davie Selke,de GER,FW,28.0,14.1,144,234,61.5,1808,325,86,123,69.9,42,73,57.5,3,4,75.0,0,0.4,0.3,-0.4,11,12,4,0,17,Matches
Faride Alidou,de GER,"FW,MF",22.0,14.2,196,305,64.3,3211,831,97,134,72.4,69,100,69.0,20,41,48.8,0,0.6,0.7,-0.6,14,14,7,3,33,Matches
Luca Waldschmidt,de GER,"MF,FW",27.0,12.7,320,448,71.4,5187,1308,150,180,83.3,125,163,76.7,31,60,51.7,0,1.2,1.8,-1.2,16,23,10,4,46,Matches
Benno Schmitz,de GER,DF,28.0,12.8,502,709,70.8,7950,3765,258,301,85.7,189,261,72.4,39,88,44.3,1,0.3,1.1,0.7,5,41,16,6,70,Matches
Leart Paqarada,xk KVX,DF,28.0,11.9,490,717,68.3,8479,3953,243,282,86.2,178,228,78.1,57,149,38.3,0,1.7,3.0,-1.7,22,34,17,9,45,Matches
Sargis Adamyan,am ARM,"FW,MF",30.0,8.9,132,189,69.8,1883,483,73,94,77.7,44,64,68.8,5,9,55.6,2,2.0,1.1,0.0,12,16,3,0,18,Matches
Steffen Tigges,de GER,FW,25.0,8.1,118,203,58.1,1535,310,69,115,60.0,38,59,64.4,2,6,33.3,0,1.6,0.7,-1.6,10,6,5,0,10,Matches
Luca Kilian,de GER,DF,23.0,7.1,241,317,76.0,4399,1173,87,103,84.5,131,154,85.1,19,51,37.3,0,0.0,0.0,0.0,1,11,0,0,12,Matches
Dominique Heintz,de GER,DF,29.0,6.3,349,423,82.5,6540,2053,130,144,90.3,186,205,90.7,31,63,49.2,0,0.5,0.7,-0.5,7,24,6,5,30,Matches
Mark Uth,de GER,"MF,FW",31.0,4.1,111,168,66.1,1871,584,54,57,94.7,34,51,66.7,15,35,42.9,1,1.4,0.7,-0.4,10,10,3,1,13,Matches
Jacob Christensen,dk DEN,MF,22.0,2.4,66,85,77.6,1160,453,28,32,87.5,31,38,81.6,6,13,46.2,0,0.1,0.1,-0.1,2,8,1,0,12,Matches
Justin Diehl,de GER,"FW,MF",18.0,1.9,41,64,64.1,657,189,21,25,84.0,13,20,65.0,5,14,35.7,0,0.2,0.2,-0.2,5,1,2,1,2,Matches
Damion Downs,de GER,"FW,MF",19.0,2.0,24,36,66.7,316,48,14,18,77.8,3,5,60.0,3,4,75.0,0,0.0,0.1,0.0,0,0,1,1,0,Matches
Mathias Olesen,lu LUX,"MF,FW",22.0,1.2,42,53,79.2,639,170,24,29,82.8,15,17,88.2,2,3,66.7,0,0.0,0.2,0.0,1,5,2,1,7,Matches
Florian Dietz,de GER,"FW,MF",24.0,0.8,13,19,68.4,135,12,12,14,85.7,1,2,50.0,0,0,0.0,0,0.1,0.0,-0.1,2,0,0,0,0,Matches
Squad Total,0,0,25.4,34.0,11704,15411,75.9,209861,79468,4930,5779,85.3,5377,6369,84.4,1146,2378,48.2,17,27.2,30.9,-10.2,319,821,217,85,1086,0
Opponent Total,0,0,26.6,34.0,14756,18354,80.4,265054,97866,6253,7137,87.6,6674,7685,86.8,1483,2552,58.1,39,44.8,47.2,-5.8,366,1081,311,78,1442,0
