Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Maxence Caqueret,fr FRA,MF,23.0,33.6,2357,67,484,1283,622,48,2357,85,52,61.2,28,32.9,1806,9571,4269,70,63,12,55,45,1642,96,Matches
Anthony Lopes,pt POR,GK,32.0,31.0,1110,928,1093,17,0,0,1110,0,0,0.0,0,0.0,784,4447,2904,1,0,0,0,0,510,0,Matches
Jake O'Brien,ie IRL,DF,22.0,26.3,1631,206,856,724,63,28,1631,9,7,77.8,1,11.1,1197,6411,3451,15,8,0,7,5,1105,2,Matches
Alexandre Lacazette,fr FRA,FW,32.0,25.5,809,14,89,358,372,127,807,42,22,52.4,17,40.5,576,2746,910,22,20,10,55,37,567,144,Matches
Clinton Mata,ao ANG,DF,30.0,24.7,1785,125,650,803,349,13,1785,38,23,60.5,11,28.9,1226,6631,2926,32,27,2,29,19,1115,60,Matches
Nicolás Tagliafico,ar ARG,DF,30.0,23.6,1385,72,364,688,339,35,1385,16,5,31.3,10,62.5,954,4778,2019,32,27,4,13,12,897,119,Matches
Duje Ćaleta-Car,hr CRO,DF,26.0,22.1,1404,246,793,586,31,21,1404,2,1,50.0,1,50.0,1016,4948,2358,5,2,0,3,1,952,1,Matches
Ernest Nuamah,gh GHA,"FW,MF",19.0,20.4,983,27,128,324,561,108,983,122,51,41.8,63,51.6,753,6375,2990,105,66,38,68,31,722,237,Matches
Corentin Tolisso,fr FRA,MF,28.0,19.3,1451,60,314,794,351,39,1450,9,5,55.6,4,44.4,1130,6039,2509,30,43,2,26,22,1089,67,Matches
Rayan Cherki,fr FRA,"MF,FW",19.0,19.1,1325,5,108,585,665,117,1325,141,81,57.4,48,34.0,1056,7606,3685,93,73,33,51,43,1014,182,Matches
Ainsley Maitland-Niles,eng ENG,"DF,MF",25.0,15.9,949,56,269,400,293,41,948,33,16,48.5,14,42.4,645,3539,1645,26,25,6,15,11,580,82,Matches
Nemanja Matić,rs SRB,MF,34.0,13.9,1100,50,306,608,198,22,1100,20,12,60.0,8,40.0,847,4783,2354,26,36,8,11,10,791,17,Matches
Sinaly Diomande,ci CIV,DF,22.0,9.9,654,75,292,334,35,7,654,4,1,25.0,1,25.0,505,2509,1321,5,8,1,6,2,441,0,Matches
Saïd Benrahma,dz ALG,"FW,MF",27.0,8.6,447,5,47,141,266,36,447,35,18,51.4,16,45.7,350,2324,1178,46,15,15,23,24,334,113,Matches
