Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Maxence Caqueret,fr FRA,MF,23.0,33.6,91,64,39,37,15,38,107,35.5,69,40,9,31,48,139,26,2,Matches
Anthony Lopes,pt POR,GK,32.0,31.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,16,0,Matches
Jake O'Brien,ie IRL,DF,22.0,26.3,22,16,16,5,1,14,20,70.0,6,23,18,5,12,34,98,1,Matches
Alexandre Lacazette,fr FRA,FW,32.0,25.5,19,12,8,9,2,5,17,29.4,12,22,3,19,8,27,9,0,Matches
Clinton Mata,ao ANG,DF,30.0,24.7,43,24,29,8,6,23,40,57.5,17,35,16,19,40,83,61,0,Matches
Nicolás Tagliafico,ar ARG,DF,30.0,23.6,54,34,23,22,9,22,49,44.9,27,25,8,17,28,82,43,0,Matches
Duje Ćaleta-Car,hr CRO,DF,26.0,22.1,26,11,19,6,1,18,22,81.8,4,27,14,13,18,44,94,1,Matches
Ernest Nuamah,gh GHA,"FW,MF",19.0,20.4,28,14,18,6,4,12,38,31.6,26,15,1,14,8,36,9,0,Matches
Corentin Tolisso,fr FRA,MF,28.0,19.3,33,21,13,11,9,14,33,42.4,19,26,9,17,10,43,18,0,Matches
Rayan Cherki,fr FRA,"MF,FW",19.0,19.1,28,15,4,16,8,17,46,37.0,29,13,3,10,7,35,1,0,Matches
Ainsley Maitland-Niles,eng ENG,"DF,MF",25.0,15.9,34,18,12,14,8,19,37,51.4,18,16,6,10,17,51,29,1,Matches
Nemanja Matić,rs SRB,MF,34.0,13.9,17,11,8,7,2,9,19,47.4,10,17,6,11,16,33,17,1,Matches
Sinaly Diomande,ci CIV,DF,22.0,9.9,10,4,5,3,2,9,16,56.3,7,12,9,3,15,25,26,1,Matches
Saïd Benrahma,dz ALG,"FW,MF",27.0,8.6,9,7,1,6,2,5,7,71.4,2,7,0,7,1,10,3,0,Matches
Sael Kumbedi,fr FRA,DF,18.0,10.3,30,20,14,12,4,9,22,40.9,13,12,3,9,14,44,18,2,Matches
Dejan Lovren,hr CRO,DF,34.0,8.0,9,7,6,3,0,3,7,42.9,4,6,5,1,12,21,37,0,Matches
Henrique,br BRA,DF,29.0,6.7,10,6,6,4,0,6,11,54.5,5,8,2,6,10,20,3,0,Matches
Skelly Alvero,fr FRA,MF,21.0,4.7,8,7,5,2,1,2,9,22.2,7,5,1,4,2,10,5,0,Matches
Gift Orban,ng NGA,FW,21.0,5.3,4,3,0,1,3,1,4,25.0,3,2,0,2,1,5,2,1,Matches
Malick Fofana,be BEL,FW,18.0,6.2,5,4,3,1,1,4,9,44.4,5,3,0,3,5,10,9,0,Matches
Mama Samba Baldé,gw GNB,"FW,MF",27.0,6.1,8,5,1,2,5,3,9,33.3,6,0,0,0,3,11,1,1,Matches
Orel Mangala,be BEL,MF,25.0,4.4,5,3,0,2,3,1,3,33.3,2,3,2,1,5,10,6,0,Matches
Mahamadou Diawara,fr FRA,MF,18.0,4.0,9,6,4,5,0,3,11,27.3,8,4,1,3,4,13,4,0,Matches
Paul Akouokou,ci CIV,MF,25.0,3.4,14,9,2,10,2,6,7,85.7,1,5,1,4,6,20,11,0,Matches
Diego Moreira,pt POR,"FW,MF",18.0,3.0,0,0,0,0,0,0,3,0.0,3,3,0,3,2,2,5,0,Matches
Jeffinho,br BRA,"FW,MF",23.0,3.4,11,4,3,5,3,4,11,36.4,7,1,0,1,0,11,0,0,Matches
Bradley Barcola,fr FRA,FW,20.0,3.0,5,2,0,2,3,1,7,14.3,6,4,0,4,2,7,0,0,Matches
Rémy Riou,fr FRA,GK,35.0,3.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,1,Matches
Tino Kadewere,zw ZIM,"FW,MF",27.0,3.3,1,1,0,1,0,1,5,20.0,4,3,1,2,5,6,7,0,Matches
Johann Lepenant,fr FRA,MF,20.0,2.8,4,3,2,2,0,1,8,12.5,7,5,0,5,4,8,0,0,Matches
Amin Sarr,se SWE,"FW,MF",22.0,1.1,1,0,0,1,0,0,0,0.0,0,1,0,1,0,1,1,0,Matches
Chaim El Djebali,tn TUN,MF,19.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Mamadou Sarr,fr FRA,DF,17.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Adryelson,br BRA,"DF,FW",25.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,3,0,Matches
Mohamed El Arouch,fr FRA,FW,19.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Squad Total,0,0,26.6,34.0,538,331,241,203,94,250,578,43.3,328,343,118,225,304,842,563,12,0
Opponent Total,0,0,25.5,34.0,669,397,322,265,82,317,692,45.8,375,408,112,296,362,1031,678,5,0
